"","SFE-M-1S","SFE-M-2","SFE-M-3","SFE-M-4","SFE-SH-1S"
"b0",8.69411441368777,9.04932033508436,9.39505773371895,8.52297728661197,8.87982574177305
"b1",0.684686858076356,0.637861375203026,0.608099776730873,0.741964297353092,0.579167252947639
"b[1]",0.0147964281036452,-0.0102764863652342,0.020709570451957,0.0014256116973797,0.00873668288547193
"b[2]",0.000931984510473921,0.0172007076551039,-0.00534591530022098,0.0216149965821403,0.00815905189195876
"b[3]",-0.0154055891892602,-0.00176053265817965,-0.0208470211583759,-0.0149468329754053,-0.0101027140117806
"sigma",25.4016221419161,25.7455810080034,26.6732640597886,22.9490421262986,25.3838039313258
"lp__",-11300.1831650051,-11338.9407444576,-11445.2772109606,-10990.9287687548,-11712.8260405152
