"date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
NA,NA,1,0.00392639545147988,0.000468939387276679,0.000988987472968001,0.00196875818401887,0.003281684934953,0.00389630636088235,0.00453036064426679,0.00595076385830548,4.4478297767681,2.8956882155531,9.79113587997888,0.024389339267608,0.0679316897215917,9.64324195759459,9.74953961176674,9.79520438182642,9.83741781469558,9.91302677756543,7.75791049299543,1.52795572707962,226080.205649395,3673.19406012432,7535.70762486984,213466.240657654,221043.283052222,225392.345743043,230194.011426295,244672.46013311,4.20881981514889,2.72885737776019
