"date","discharge_m3_s"
2023-06-23,4.41801189464741
2023-06-24,4.33305012744265
2023-06-25,4.19144718210139
2023-06-26,4.02152364769187
2023-06-27,3.87992070235061
2023-06-28,3.70999716794109
2023-06-29,3.56839422259983
2023-06-30,3.42679127725857
2023-07-01,3.2851883319173
2023-07-02,3.20022656471255
2023-07-03,3.08694420843954
2023-07-04,2.94534126309827
2023-07-05,2.86037949589351
2023-07-06,2.75842537524781
2023-07-07,2.65930331350892
2023-07-08,2.55451713395639
2023-07-09,2.4553950722175
2023-07-10,2.37892948173322
2023-07-11,2.30246389124894
2023-07-12,2.22316624185783
2023-07-13,2.14670065137355
2023-07-14,2.07589917870292
2023-07-15,1.99376947040498
2023-07-16,1.93429623336165
2023-07-17,1.90314358538658
2023-07-18,1.86915887850467
2023-07-19,1.83800623052959
2023-07-20,1.80685358255452
2023-07-21,1.77286887567261
2023-07-22,1.73038799207023
2023-07-23,1.68507504956103
2023-07-24,1.63976210705183
2023-07-25,1.58595298782215
2023-07-26,1.55480033984707
2023-07-27,1.52364769187199
2023-07-28,1.48683092608326
2023-07-29,1.44151798357406
2023-07-30,1.39903709997168
2023-07-31,1.3565562163693
2023-08-01,1.3225715094874
2023-08-02,1.20362503540074
2023-08-03,1.16114415179836
2023-08-04,1.13848768054376
2023-08-05,1.11866326819598
2023-08-06,1.0761823845936
2023-08-07,0.977060322854715
2023-08-08,0.948739733786463
2023-08-09,0.931747380345511
2023-08-10,0.909090909090909
2023-08-11,0.897762673463608
2023-08-12,0.877938261115831
2023-08-13,0.900594732370433
2023-08-14,0.877938261115831
2023-08-15,0.792976493911073
2023-08-16,0.747663551401869
2023-08-17,0.696686491079014
2023-08-18,0.625885018408383
2023-08-19,0.569243840271878
2023-08-20,0.569243840271878
2023-08-21,0.674030019824412
2023-08-22,0.914755026904559
2023-08-23,1.09034267912773
2023-08-24,1.02520532427074
2023-08-25,0.945907674879637
2023-08-26,0.86661002548853
2023-08-27,0.792976493911073
2023-08-28,0.733503256867743
2023-08-29,0.679694137638063
2023-08-30,0.628717077315208
2023-08-31,0.59756442934013
2023-09-01,0.617388841687907
2023-09-02,0.668365902010762
2023-09-03,0.702350608892665
2023-09-04,0.730671197960918
2023-09-05,0.761823845935995
2023-09-06,0.741999433588219
2023-09-07,0.722175021240442
2023-09-08,0.708014726706315
2023-09-09,0.725007080147267
2023-09-10,0.708014726706315
2023-09-11,0.688190314358539
2023-09-12,0.679694137638063
2023-09-13,0.668365902010762
2023-09-14,0.634381195128859
2023-09-15,0.523930897762673
2023-09-16,0.444633248371566
2023-09-17,0.413480600396488
2023-09-18,0.393656188048711
2023-09-19,0.379495893514585
2023-09-20,0.362503540073634
2023-09-21,0.334182951005381
2023-09-22,0.317190597564429
2023-09-23,0.308694420843954
2023-09-24,0.308694420843954
2023-09-25,0.410648541489663
2023-09-26,0.824129141886151
2023-09-27,1.27725856697819
2023-09-28,1.29141886151232
2023-09-29,1.0761823845936
2023-09-30,1.01954120645709
