"date","discharge_m3_s","depth_m"
2022-06-23,4.41801189464741,0.765870431597073
2022-06-24,4.21976777116964,0.760602901816103
2022-06-25,4.04984423676012,0.755917773213143
2022-06-26,3.87992070235061,0.751062532011616
2022-06-27,3.68167657887284,0.745164236706645
2022-06-28,3.56839422259983,0.741671526103232
2022-06-29,3.45511186632682,0.738083299031931
2022-06-30,3.39847068819031,0.736251552170537
2022-07-01,3.34182951005381,0.734393679355997
2022-07-02,3.34182951005381,0.734393679355997
2022-07-03,3.37015009912206,0.735325932147645
2022-07-04,3.51175304446332,0.739889706722111
2022-07-05,3.7666383460776,0.747724333236346
2022-07-06,4.04984423676012,0.755917773213143
2022-07-07,4.10648541489663,0.757497738490715
2022-07-08,3.90824129141886,0.751884126987129
2022-07-09,3.65335598980459,0.74429971207537
2022-07-10,3.39847068819031,0.736251552170537
2022-07-11,3.20022656471255,0.729629180614757
2022-07-12,3.03030303030303,0.723669352817328
2022-07-13,2.82922684791844,0.716238404081334
2022-07-14,2.67346360804305,0.710166969794679
2022-07-15,2.57717360521099,0.70626165089378
2022-07-16,2.50070801472671,0.703071037982918
2022-07-17,2.4214103653356,0.699673466571732
2022-07-18,2.33361653922402,0.695799768382686
2022-07-19,2.22033418295101,0.69061416293964
2022-07-20,2.12687623902577,0.686163958583702
2022-07-21,1.99660152931181,0.679674891862913
2022-07-22,1.8606627017842,0.672508171112729
2022-07-23,1.78419711129991,0.66827902793913
2022-07-24,1.71622769753611,0.664388460382063
2022-07-25,1.65675446049278,0.660875292701394
2022-07-26,1.5689606343812,0.655488086027787
2022-07-27,1.54347210421977,0.653876105481985
2022-07-28,1.50665533843104,0.65150728919888
2022-07-29,1.48683092608326,0.65021132977139
2022-07-30,1.45567827810818,0.64814484658395
2022-07-31,1.42735768903993,0.64623335629065
2022-08-01,1.3905409232512,0.64369964800552
2022-08-02,1.39903709997168,0.644289364839412
2022-08-03,1.39337298215803,0.643896559626646
2022-08-04,1.33106768620787,0.639483680785075
2022-08-05,1.23477768337581,0.632305567850875
2022-08-06,1.16964032851883,0.627175057802744
2022-08-07,1.14698385726423,0.625333539824179
2022-08-08,1.15831209289153,0.626258124509104
2022-08-09,1.17530444633248,0.627630697984791
2022-08-10,1.18096856414613,0.628084476217623
2022-08-11,1.19512885868026,0.629210883401489
2022-08-12,1.19796091758709,0.629434802950673
2022-08-13,1.19512885868026,0.629210883401489
2022-08-14,1.16397621070518,0.626717538959065
2022-08-15,1.12715944491645,0.623696681000086
2022-08-16,1.07901444350042,0.619617202251747
2022-08-17,1.03370150099122,0.615633870067252
2022-08-18,0.97422826394789,0.610174220709277
2022-08-19,0.926083262531861,0.605543006716245
2022-08-20,0.872274143302181,0.600118291409912
2022-08-21,0.815632965165675,0.594091739664564
2022-08-22,0.778816199376947,0.589980869312589
2022-08-23,0.756159728122345,0.587368275870987
2022-08-24,0.744831492495044,0.586036947372653
2022-08-25,0.730671197960918,0.584348376821787
2022-08-26,0.739167374681393,0.585364819856965
2022-08-27,0.702350608892665,0.580886089482233
2022-08-28,0.682526196544888,0.578391204449159
2022-08-29,0.665533843103936,0.576203234905507
2022-08-30,0.642877371849334,0.573210887575486
2022-08-31,0.625885018408383,0.570907248070104
2022-09-01,0.617388841687907,0.569735435933491
2022-09-02,0.614556782781082,0.569341786447674
2022-09-03,0.606060606060606,0.568151518553399
2022-09-04,0.594732370433305,0.566542242957682
2022-09-05,0.572075899178703,0.563243963679105
2022-09-06,0.5380911922968,0.558082120787589
2022-09-07,0.515434721042198,0.55448476281214
2022-09-08,0.509770603228547,0.553564461950747
2022-09-09,0.478617955253469,0.548341732422754
2022-09-10,0.444633248371566,0.542303856933769
2022-09-11,0.441801189464741,0.541783182457089
2022-09-12,0.458793542905692,0.544865722923068
2022-09-13,0.461625601812518,0.545370016484627
2022-09-14,0.464457660719343,0.545871688130907
2022-09-15,0.464457660719343,0.545871688130907
2022-09-16,0.472953837439819,0.547361264000383
2022-09-17,0.487114131973945,0.549794107954409
2022-09-18,0.767487963749646,0.588682764210225
2022-09-19,1.02803738317757,0.61512557266414
2022-09-20,1.80118946474087,0.669231962575096
2022-09-21,2.18068535825545,0.688746015196821
2022-09-22,1.8719909374115,0.673122098011669
2022-09-23,1.6482582837723,0.660364695919296
2022-09-24,1.3792126876239,0.642908578110327
2022-09-25,1.22344944774851,0.631430091253373
2022-09-26,1.11583120928915,0.62275031906033
2022-09-27,1.0308694420844,0.615380017990519
2022-09-28,0.962900028320589,0.60910231650247
2022-09-29,0.926083262531861,0.605543006716245
2022-09-30,0.897762673463608,0.602722315189841
2022-10-01,0.872274143302181,0.600118291409912
2022-10-02,0.858113848768054,0.598643548864381
2022-10-03,0.86094590767488,0.598940143025091
2022-10-04,0.86094590767488,0.598940143025091
2022-10-05,0.875106202209006,0.600410796161134
2022-10-06,0.880770320022656,0.600993400820357
2022-10-07,0.883602378929482,0.60128351025646
2022-10-08,0.86094590767488,0.598940143025091
2022-10-09,0.838289436420278,0.596543779707507
2022-10-10,0.8071367884452,0.593157286877527
2022-10-11,0.787312376097423,0.590943960861544
2022-10-12,0.761823845935995,0.588027596049045
2022-10-13,0.741999433588219,0.585701428546304
2022-10-14,0.730671197960918,0.584348376821787
2022-10-15,0.708014726706315,0.581587918331531
2022-10-16,0.693854432172189,0.579824275432043
2022-10-17,0.69951854998584,0.580533369952336
2022-10-18,0.716510903426791,0.582631768755763
2022-10-19,0.716510903426791,0.582631768755763
2022-10-20,0.719342962333616,0.582977382153489
2022-10-21,0.725007080147267,0.583665154694561
2022-10-22,0.70518266779949,0.581237602626537
2022-10-23,0.668365902010762,0.576571168196825
2022-10-24,0.64570943075616,0.573589785525987
2022-10-25,0.654205607476635,0.574718068355643
2022-10-26,0.654205607476635,0.574718068355643
2022-10-27,0.648541489662985,0.573967274087707
2022-10-28,0.657037666383461,0.575091396368304
2022-10-29,0.665533843103936,0.576203234905507
2022-10-30,0.679694137638063,0.578029780830828
2022-10-31,0.679694137638063,0.578029780830828
2022-11-01,1.1214953271028,0.623224515306965
2022-11-02,1.55196828094024,0.654415929105608
2022-11-03,1.81534975927499,0.670020257410703
2022-11-04,1.53214386859247,0.653152399479067
2022-11-05,1.48399886717644,0.650024995832052
2022-11-06,1.58878504672897,0.656726536527191
2022-11-07,2.91702067403002,0.719536353746989
2022-11-08,6.4570943075616,0.810832581787003
2022-11-09,6.96686491079014,0.820147779896366
2022-11-10,5.40923251203625,0.789533585493056
2022-11-11,4.16312659303313,0.759059294477899
2022-11-12,3.37015009912206,0.735325932147645
2022-11-13,2.91702067403002,0.719536353746989
2022-11-14,2.64797507788162,0.70914499103826
2022-11-15,2.43557065986973,0.700287041913016
2022-11-16,2.24865477201926,0.691931276216291
2022-11-17,2.13254035683942,0.686438351038537
2022-11-18,2.02775417728689,0.681258650639175
2022-11-19,1.94279241008213,0.676889167073341
2022-11-20,1.8946474086661,0.674340541041723
2022-11-21,1.85216652506372,0.672045638327714
2022-11-22,1.81251770036817,0.669863017440558
2022-11-23,1.79552534692722,0.668915169613911
2022-11-24,1.77853299348626,0.667959669213204
2022-11-25,1.77003681676579,0.667479007007718
2022-11-26,1.78136505239309,0.668119456425817
2022-11-27,1.76720475785896,0.66731835061153
2022-11-28,1.78136505239309,0.668119456425817
2022-11-29,1.79835740583404,0.669073672066812
2022-11-30,1.8719909374115,0.673122098011669
2022-12-01,6.25885018408383,0.807040518493721
2022-12-02,10.2237326536392,0.86882610316027
2022-12-03,8.86434437836307,0.85038971014814
2022-12-04,6.79694137638063,0.81710900606615
2022-12-05,16.0860945907675,0.930087794876535
2022-12-06,19.059756442934,0.954109562728572
2022-12-07,12.999150382328,0.900768273362854
2022-12-08,10.1670914755027,0.868100790662492
2022-12-09,15.6329651656754,0.926101237023505
2022-12-10,94.5907674879637,1.21391254428919
2022-12-11,126.309827244407,1.26784766467941
2022-12-12,45.8793542905692,1.08880235954034
2022-12-13,25.4602095723591,0.996555318371131
2022-12-14,17.5870858113849,0.942645094680561
2022-12-15,13.6222033418295,0.90713024059022
2022-12-16,11.2999150382328,0.881996879831861
2022-12-17,9.7989238176154,0.863300747060746
2022-12-18,8.75106202209006,0.848747045831181
2022-12-19,7.92976493911073,0.836265332868907
2022-12-20,7.39167374681393,0.827477894740862
2022-12-21,6.96686491079014,0.820147779896366
2022-12-22,6.74030019824412,0.816081731550164
2022-12-23,6.74030019824412,0.816081731550164
2022-12-24,7.25007080147267,0.825075230107388
2022-12-25,7.50495610308694,0.829372028445052
2022-12-26,9.60067969413764,0.860652291401464
2022-12-27,348.343245539507,1.47671914535001
2022-12-28,175.304446332484,1.33188703097611
2022-12-29,84.9617672047578,1.19447823666025
2022-12-30,557.915604644577,1.58507396758996
2022-12-31,659.869725290286,1.62557505182708
2023-01-01,217.50212404418,1.37577960383317
2023-01-02,138.770886434438,1.28590751250139
2023-01-03,115.831209289153,1.25144837518637
2023-01-04,111.01670914755,1.2434870659428
2023-01-05,308.694420843954,1.45013624284343
2023-01-06,281.506655338431,1.4301763276669
2023-01-07,339.847068819031,1.47124767349644
2023-01-08,597.56442934013,1.60151791316443
2023-01-09,501.274426508071,1.55976890035902
2023-01-10,404.984423676012,1.51054658141738
2023-01-11,489.94619088077,1.55441832878052
2023-01-12,470.121778532993,1.54479654925721
2023-01-13,410.648541489663,1.51370381787003
2023-01-14,529.595015576324,1.57270902593609
