"chan_discharge","chan_width","chan_area","chan_velocity","measurement_dt","site_no","mean_z","discharge_m3_s","depth_m","velocity_m_s"
517,97,206,2.51,1980-04-30,"11463000",2.12371134020619,14.6417445482866,0.647307216494845,0.765048
206,83,122,1.69,1980-06-23,"11463000",1.46987951807229,5.83404134806004,0.448019277108434,0.515112
222,86,158,1.41,1980-09-15,"11463000",1.83720930232558,6.28717077315208,0.559981395348837,0.429768
247,84,126,1.96,1980-10-14,"11463000",1.5,6.9951854998584,0.4572,0.597408
207,84,129,1.61,1980-11-12,"11463000",1.53571428571429,5.86236193712829,0.468085714285714,0.490728
354,92,176,2.01,1980-12-16,"11463000",1.91304347826087,10.0254885301614,0.583095652173913,0.612648
257,85,143,1.8,1981-01-12,"11463000",1.68235294117647,7.27839139054092,0.512781176470588,0.54864
1500,NA,NA,0,1981-02-18,"11463000",NA,42.4808836023789,NA,0
774,107,261,2.97,1981-03-19,"11463000",2.4392523364486,21.9201359388275,0.743484112149533,0.905256
280,86,137,2.04,1981-04-23,"11463000",1.59302325581395,7.92976493911073,0.485553488372093,0.621792
166,84,91.1,1.82,1981-05-28,"11463000",1.08452380952381,4.70121778532993,0.330562857142857,0.554736
303,86,121,2.5,1981-06-30,"11463000",1.40697674418605,8.58113848768054,0.428846511627907,0.762
254,85,114,2.23,1981-08-10,"11463000",1.34117647058824,7.19342962333616,0.408790588235294,0.679704
197,82,99.1,1.99,1981-09-23,"11463000",1.20853658536585,5.57915604644577,0.368361951219512,0.606552
224,87,117,1.92,1981-10-02,"11463000",1.3448275862069,6.34381195128859,0.409903448275862,0.585216
5260,241,907,5.8,1981-11-24,"11463000",3.76348547717842,148.966298499009,1.14711037344398,1.76784
1240,NA,NA,0,1981-12-03,"11463000",NA,35.1175304446332,NA,0
1510,NA,NA,0,1982-01-13,"11463000",NA,42.7640894930615,NA,0
4380,214,793,5.52,1982-03-02,"11463000",3.70560747663551,124.044180118946,1.1294691588785,1.682496
4480,213,838,5.35,1982-04-15,"11463000",3.93427230046948,126.876239025772,1.1991661971831,1.63068
367,88,172,2.13,1982-05-26,"11463000",1.95454545454545,10.3936561880487,0.595745454545455,0.649224
186,88.5,197,0.94,1982-07-22,"11463000",2.22598870056497,5.26762956669499,0.678481355932203,0.286512
261,87,119,2.19,1982-08-24,"11463000",1.36781609195402,7.39167374681393,0.416910344827586,0.667512
209,84,107,1.95,1982-09-24,"11463000",1.27380952380952,5.9190031152648,0.388257142857143,0.59436
159,76.5,109,1.47,1982-10-19,"11463000",1.42483660130719,4.50297366185217,0.434290196078431,0.448056
1960,181,NA,0,1982-12-29,"11463000",NA,55.5083545737751,NA,0
3480,NA,NA,0,1983-04-26,"11463000",NA,98.5556499575191,NA,0
212,87,115,1.84,1983-06-07,"11463000",1.32183908045977,6.00396488246956,0.402896551724138,0.560832
216,92,116,1.85,1983-09-21,"11463000",1.26086956521739,6.11724723874257,0.384313043478261,0.56388
528,93,168,3.14,1984-02-03,"11463000",1.80645161290323,14.9532710280374,0.550606451612903,0.957072
498,95,159,3.14,1984-03-29,"11463000",1.67368421052632,14.1036533559898,0.510138947368421,0.957072
307,87,150,2.05,1984-05-03,"11463000",1.72413793103448,8.69442084395355,0.52551724137931,0.62484
93.2,76,91,1.02,1984-06-06,"11463000",1.19736842105263,2.63947890116114,0.364957894736842,0.310896
203,85,129,1.57,1984-08-01,"11463000",1.51764705882353,5.74907958085528,0.462578823529412,0.478536
158,82,116,1.36,1984-10-25,"11463000",1.41463414634146,4.47465307278391,0.431180487804878,0.414528
1400,NA,NA,NA,1984-12-10,"11463000",NA,39.6488246955537,NA,NA
247,82,92.4,2.67,1985-02-27,"11463000",1.12682926829268,6.9951854998584,0.34345756097561,0.813816
1050,97,335,3.13,1985-04-03,"11463000",3.45360824742268,29.7366185216652,1.05265979381443,0.954024
187,81,108,1.73,1985-05-15,"11463000",1.33333333333333,5.29595015576324,0.4064,0.527304
239,84,101,2.37,1985-06-18,"11463000",1.20238095238095,6.76862078731238,0.366485714285714,0.722376
197,84.5,101,1.94,1985-09-18,"11463000",1.19526627218935,5.57915604644577,0.364317159763314,0.591312
182,80,97.8,1.86,1985-10-08,"11463000",1.2225,5.15434721042198,0.372618,0.566928
465,93,151,3.09,1985-11-25,"11463000",1.62365591397849,13.1690739167375,0.494890322580645,0.941832
240,81,98.5,2.44,1985-12-31,"11463000",1.21604938271605,6.79694137638063,0.370651851851852,0.743712
2530,239,574,4.4,1986-01-30,"11463000",2.40167364016736,71.6510903426791,0.732030125523013,1.34112
1350,NA,NA,0,1986-02-11,"11463000",NA,38.232795242141,NA,0
247,90,115,2.15,1986-05-13,"11463000",1.27777777777778,6.9951854998584,0.389466666666667,0.65532
266,90,113,2.35,1986-07-01,"11463000",1.25555555555556,7.5332766921552,0.382693333333333,0.71628
236,89.5,108,2.2,1986-07-29,"11463000",1.20670391061453,6.68365902010762,0.367803351955307,0.67056
199,110,181,1.1,1986-09-30,"11463000",1.64545454545455,5.63579722458227,0.501534545454545,0.33528
180,111,174,1.03,1986-10-31,"11463000",1.56756756756757,5.09770603228547,0.477794594594595,0.313944
12200,300,1840,6.6,1986-12-20,"11463000",6.13333333333333,345.511186632682,1.86944,2.01168
193,116,256,0.75,1987-07-24,"11463000",2.20689655172414,5.46587369017276,0.672662068965517,0.2286
199,120,263,0.76,1987-11-20,"11463000",2.19166666666667,5.63579722458227,0.66802,0.231648
505,146,550,0.92,1987-12-18,"11463000",3.76712328767123,14.3018974794676,1.14821917808219,0.280416
186,116,92.1,2.02,1988-03-29,"11463000",0.793965517241379,5.26762956669499,0.242000689655172,0.615696
78.4,100,52.3,1.5,1988-06-16,"11463000",0.523,2.22033418295101,0.1594104,0.4572
114,100,67.7,1.68,1988-07-15,"11463000",0.677,3.2285471537808,0.2063496,0.512064
118,100,69.2,1.7,1988-09-19,"11463000",0.692,3.34182951005381,0.2109216,0.51816
158,107,86.5,1.83,1988-10-06,"11463000",0.808411214953271,4.47465307278391,0.246403738317757,0.557784
98,103,66.5,1.47,1988-11-16,"11463000",0.645631067961165,2.77541772868876,0.196788349514563,0.448056
1020,215,479,2.13,1989-01-05,"11463000",2.22790697674419,28.8870008496177,0.679066046511628,0.649224
1240,NA,NA,NA,1989-03-15,"11463000",NA,35.1175304446332,NA,NA
12400,300,2280,5.42,1989-03-18,"11463000",7.6,351.175304446332,2.31648,1.652016
2000,190,579,3.45,1989-03-23,"11463000",3.04736842105263,56.6411781365052,0.928837894736842,1.05156
1160,188,399,2.91,1989-04-05,"11463000",2.12234042553191,32.851883319173,0.646889361702128,0.886968
197,91,148,1.33,1989-05-24,"11463000",1.62637362637363,5.57915604644577,0.495718681318681,0.405384
241,58,78,3.1,1989-06-26,"11463000",1.3448275862069,6.82526196544888,0.409903448275862,0.94488
257,62,86.8,2.96,1989-08-17,"11463000",1.4,7.27839139054092,0.42672,0.902208
181,64,100,1.81,1989-09-13,"11463000",1.5625,5.12602662135372,0.47625,0.551688
161,60,93.8,1.72,1989-10-06,"11463000",1.56333333333333,4.55961483998867,0.476504,0.524256
172,84,134,1.28,1989-12-15,"11463000",1.5952380952381,4.87114131973945,0.486228571428572,0.390144
78.1,75,138,0.57,1990-05-03,"11463000",1.84,2.21183800623053,0.560832,0.173736
423,175,241,1.76,1990-06-07,"11463000",1.37714285714286,11.9796091758709,0.419753142857143,0.536448
193,59,82.7,2.33,1990-07-27,"11463000",1.40169491525424,5.46587369017276,0.427236610169492,0.710184
200,106,248,0.81,1990-08-29,"11463000",2.33962264150943,5.66411781365052,0.713116981132075,0.246888
178,94,169,1.05,1990-10-09,"11463000",1.79787234042553,5.04106485414897,0.547991489361702,0.32004
111,91,129,0.86,1990-12-04,"11463000",1.41758241758242,3.14358538657604,0.432079120879121,0.262128
83.4,98,167,0.5,1991-01-25,"11463000",1.70408163265306,2.36193712829227,0.519404081632653,0.1524
372,88.5,186,2,1991-05-03,"11463000",2.10169491525424,10.53525913339,0.640596610169492,0.6096
91.4,87,149,0.61,1991-06-14,"11463000",1.71264367816092,2.58850184083829,0.522013793103448,0.185928
170,82,150,1.13,1991-07-23,"11463000",1.82926829268293,4.81450014160295,0.557560975609756,0.344424
165,84,145,1.14,1991-10-04,"11463000",1.72619047619048,4.67289719626168,0.526142857142857,0.347472
129,83,136,0.95,1991-11-27,"11463000",1.63855421686747,3.65335598980459,0.499431325301205,0.28956
272,86,184,1.48,1992-02-06,"11463000",2.13953488372093,7.70320022656471,0.65213023255814,0.451104
523,98,269,1.94,1992-04-02,"11463000",2.74489795918367,14.8116680826961,0.836644897959184,0.591312
194,86,192,0.99,1992-06-11,"11463000",2.23255813953488,5.49419427924101,0.680483720930233,0.301752
212,86,192,1.1,1992-08-12,"11463000",2.23255813953488,6.00396488246956,0.680483720930233,0.33528
190,69,78,2.44,1992-09-18,"11463000",1.1304347826087,5.380911922968,0.34455652173913,0.743712
178,84,182,0.98,1992-10-22,"11463000",2.16666666666667,5.04106485414897,0.6604,0.298704
443,107,225,1.97,1992-12-17,"11463000",2.10280373831776,12.5460209572359,0.640934579439252,0.600456
2070,198,724,2.86,1993-01-12,"11463000",3.65656565656566,58.6236193712829,1.11452121212121,0.871728
1730,189,563,3.07,1993-02-12,"11463000",2.97883597883598,48.994619088077,0.907949206349206,0.935736
556,89.2,266,2.09,1993-05-10,"11463000",2.98206278026906,15.7462475219485,0.908932735426009,0.637032
229,88,182,1.26,1993-07-21,"11463000",2.06818181818182,6.48541489662985,0.630381818181818,0.384048
207,64,134,1.54,1993-10-13,"11463000",2.09375,5.86236193712829,0.638175,0.469392
508,87,254,2,1993-12-16,"11463000",2.91954022988506,14.3868592466723,0.889875862068966,0.6096
409,106,272,1.5,1994-03-09,"11463000",2.56603773584906,11.5831209289153,0.782128301886792,0.4572
138,104,199,0.69,1994-05-12,"11463000",1.91346153846154,3.90824129141886,0.583223076923077,0.210312
128,103,192,0.67,1994-09-09,"11463000",1.86407766990291,3.62503540073634,0.568170873786408,0.204216
127,92,163,0.78,1994-10-04,"11463000",1.77173913043478,3.59671481166808,0.540026086956522,0.237744
102,96,163,0.63,1994-11-23,"11463000",1.69791666666667,2.88870008496177,0.517525,0.192024
1510,141,470,3.22,1995-01-04,"11463000",3.33333333333333,42.7640894930615,1.016,0.981456
738,90,304,2.43,1995-02-16,"11463000",3.37777777777778,20.9005947323704,1.02954666666667,0.740664
4710,193,894,5.27,1995-03-16,"11463000",4.63212435233161,133.38997451147,1.41187150259067,1.606296
6570,210,1070,6.13,1995-03-17,"11463000",5.09523809523809,186.06627017842,1.55302857142857,1.868424
923,170,362,2.55,1995-04-20,"11463000",2.12941176470588,26.1399037099972,0.649044705882353,0.77724
268,66,141,1.9,1995-06-14,"11463000",2.13636363636364,7.5899178702917,0.651163636363636,0.57912
208,510,74.2,2.8,1995-09-11,"11463000",0.145490196078431,5.89068252619654,0.0443454117647059,0.85344
208,59,81.5,2.55,1995-10-27,"11463000",1.38135593220339,5.89068252619654,0.421037288135593,0.77724
196,57,80.8,2.43,1995-12-06,"11463000",1.41754385964912,5.55083545737751,0.432067368421053,0.740664
356,72,134,2.66,1996-01-12,"11463000",1.86111111111111,10.0821297082979,0.567266666666667,0.810768
6530,210,1090,5.99,1996-01-19,"11463000",5.19047619047619,184.93344661569,1.58205714285714,1.825752
5520,206,1000,5.51,1996-03-05,"11463000",4.85436893203883,156.329651656754,1.47961165048544,1.679448
215,55,116,1.85,1996-06-14,"11463000",2.10909090909091,6.08892664967431,0.642850909090909,0.56388
212,85,101,2.1,1996-08-14,"11463000",1.18823529411765,6.00396488246956,0.362174117647059,0.64008
175,81,91,1.92,1996-09-29,"11463000",1.12345679012346,4.95610308694421,0.34242962962963,0.585216
5200,NA,NA,NA,1997-01-03,"11463000",NA,147.267063154914,NA,NA
287,99,133,2.16,1997-04-16,"11463000",1.34343434343434,8.1280090625885,0.409478787878788,0.658368
182,65,118,1.54,1997-06-18,"11463000",1.81538461538462,5.15434721042198,0.553329230769231,0.469392
171,63,118,1.45,1997-08-06,"11463000",1.87301587301587,4.8428207306712,0.570895238095238,0.44196
761,132,303,2.45,1998-05-06,"11463000",2.29545454545455,21.5519682809402,0.699654545454546,0.74676
188,63,84.1,2.24,1998-09-03,"11463000",1.33492063492063,5.32427074483149,0.40688380952381,0.682752
253,67,76.7,3.3,1998-10-12,"11463000",1.14477611940299,7.16510903426791,0.34892776119403,1.00584
1800,179,465,3.87,1998-12-02,"11463000",2.59776536312849,50.9770603228547,0.791798882681564,1.179576
1320,106,356,3.71,1999-04-16,"11463000",3.35849056603774,37.3831775700935,1.0236679245283,1.130808
241,66,85,2.84,1999-07-15,"11463000",1.28787878787879,6.82526196544888,0.392545454545455,0.865632
224,64,90.2,2.48,1999-11-02,"11463000",1.409375,6.34381195128859,0.4295775,0.755904
322,66,117,2.75,1999-12-14,"11463000",1.77272727272727,9.11922967997734,0.540327272727273,0.8382
284,69,107,2.65,2000-05-11,"11463000",1.55072463768116,8.04304729538374,0.472660869565217,0.80772
243,67,96.7,2.51,2000-06-21,"11463000",1.44328358208955,6.88190314358539,0.439912835820896,0.765048
220,68,89,2.47,2000-10-11,"11463000",1.30882352941176,6.23052959501558,0.398929411764706,0.752856
183,67,98.8,1.85,2000-11-21,"11463000",1.47462686567164,5.18266779949023,0.449466268656716,0.56388
197,69,109,1.81,2001-01-05,"11463000",1.57971014492754,5.57915604644577,0.481495652173913,0.551688
151,64,72.1,2.09,2001-06-06,"11463000",1.1265625,4.27640894930615,0.34337625,0.637032
208,64,86.5,2.4,2001-09-19,"11463000",1.3515625,5.89068252619654,0.41195625,0.73152
167,63.5,77.5,2.15,2001-10-09,"11463000",1.22047244094488,4.72953837439819,0.372,0.65532
642,72,217,2.96,2002-02-12,"11463000",3.01388888888889,18.1818181818182,0.918633333333333,0.902208
245,67,114,2.15,2002-05-08,"11463000",1.70149253731343,6.93854432172189,0.518614925373134,0.65532
154,66,88.8,1.73,2002-11-07,"11463000",1.34545454545455,4.3613707165109,0.410094545454545,0.527304
956,120,267,3.58,2003-01-21,"11463000",2.225,27.0744831492495,0.67818,1.091184
402,64.4,115,3.5,2003-03-06,"11463000",1.78571428571429,11.3848768054376,0.544285714285714,1.0668
287,63.5,101,2.84,2003-06-18,"11463000",1.59055118110236,8.1280090625885,0.4848,0.865632
226,62.5,85.9,2.63,2003-08-07,"11463000",1.3744,6.40045312942509,0.41891712,0.801624
196,61.3,76.2,2.57,2003-09-11,"11463000",1.24306688417618,5.55083545737751,0.378886786296901,0.783336
401,61,122,3.29,2004-03-24,"11463000",2,11.3565562163693,0.6096,1.002792
406,62,130,2.54,2004-04-22,"11463000",2.09677419354839,11.4981591617106,0.639096774193548,0.774192
241,58,99.1,2.43,2004-06-14,"11463000",1.70862068965517,6.82526196544888,0.520787586206897,0.740664
218,56,94.4,2.31,2004-07-23,"11463000",1.68571428571429,6.17388841687907,0.513805714285714,0.704088
153,55,73.4,2.08,2004-08-04,"11463000",1.33454545454545,4.33305012744265,0.406769454545455,0.633984
176,55,82.6,2.13,2004-09-09,"11463000",1.50181818181818,4.98442367601246,0.457754181818182,0.649224
149,54,69.4,2.15,2004-10-05,"11463000",1.28518518518519,4.21976777116964,0.391724444444444,0.65532
221,56,86.9,2.54,2004-11-19,"11463000",1.55178571428571,6.25885018408383,0.472984285714286,0.774192
1400,138,418,3.35,2005-05-23,"11463000",3.02898550724638,39.6488246955537,0.923234782608696,1.02108
254,58,93.3,2.72,2005-07-08,"11463000",1.60862068965517,7.19342962333616,0.490307586206897,0.829056
195,56,77.2,2.53,2005-09-13,"11463000",1.37857142857143,5.52251486830926,0.420188571428571,0.771144
190,56.5,75.4,2.52,2005-10-12,"11463000",1.33451327433628,5.380911922968,0.406759646017699,0.768096
219,66,68.8,3.18,2006-08-02,"11463000",1.04242424242424,6.20220900594732,0.317730909090909,0.969264
205,70,80,2.56,2006-10-02,"11463000",1.14285714285714,5.80572075899179,0.348342857142857,0.780288
224,56,108,2.08,2006-11-15,"11463000",1.92857142857143,6.34381195128859,0.587828571428571,0.633984
350,63,142,2.46,2007-01-10,"11463000",2.25396825396825,9.91220617388842,0.687009523809524,0.749808
254,61,106,2.4,2007-05-03,"11463000",1.73770491803279,7.19342962333616,0.529652459016393,0.73152
88.2,48.5,75.6,1.17,2007-06-05,"11463000",1.55876288659794,2.49787595581988,0.475110927835051,0.356616
195,64,123,1.59,2007-07-18,"11463000",1.921875,5.52251486830926,0.5857875,0.484632
141,57.5,91.4,1.54,2007-08-21,"11463000",1.5895652173913,3.99320305862362,0.48449947826087,0.469392
176,58.5,104,1.69,2007-10-01,"11463000",1.77777777777778,4.98442367601246,0.541866666666667,0.515112
177,60,108,1.64,2007-10-16,"11463000",1.8,5.01274426508071,0.54864,0.499872
173,56.5,82.8,2.09,2007-11-19,"11463000",1.46548672566372,4.8994619088077,0.446680353982301,0.637032
338,58,128,2.64,2008-03-19,"11463000",2.20689655172414,9.57235910506938,0.672662068965517,0.804672
238,55.5,101,2.36,2008-04-25,"11463000",1.81981981981982,6.74030019824412,0.554681081081081,0.719328
151,50,71,2.13,2008-06-03,"11463000",1.42,4.27640894930615,0.432816,0.649224
121,51,63.7,1.93,2008-06-19,"11463000",1.24901960784314,3.42679127725857,0.380701176470588,0.588264
128,51,64.3,1.99,2008-07-02,"11463000",1.26078431372549,3.62503540073634,0.384287058823529,0.606552
178,54,83,2.14,2008-07-17,"11463000",1.53703703703704,5.04106485414897,0.468488888888889,0.652272
180,53,82.3,2.19,2008-07-29,"11463000",1.55283018867925,5.09770603228547,0.473302641509434,0.667512
163,52,76.5,2.13,2008-08-15,"11463000",1.47115384615385,4.61625601812518,0.448407692307692,0.649224
147,52,73.6,2,2008-08-27,"11463000",1.41538461538462,4.16312659303313,0.431409230769231,0.6096
157,52,72.3,2.17,2008-08-28,"11463000",1.39038461538462,4.44633248371566,0.423789230769231,0.661416
212,55,92.1,2.3,2008-09-10,"11463000",1.67454545454545,6.00396488246956,0.510401454545454,0.70104
197,54,86.4,2.28,2008-09-29,"11463000",1.6,5.57915604644577,0.48768,0.694944
133,50.5,66.1,2.01,2008-10-10,"11463000",1.30891089108911,3.7666383460776,0.39895603960396,0.612648
106,48,55.3,1.92,2008-11-14,"11463000",1.15208333333333,3.00198244123478,0.351155,0.585216
224,56,92.3,2.43,2009-01-08,"11463000",1.64821428571429,6.34381195128859,0.502375714285714,0.740664
147,52,73.4,2,2009-04-22,"11463000",1.41153846153846,4.16312659303313,0.430236923076923,0.6096
120,50,67.6,1.77,2009-06-09,"11463000",1.352,3.39847068819031,0.4120896,0.539496
92.9,47,56,1.65,2009-07-13,"11463000",1.19148936170213,2.63098272444067,0.363165957446809,0.50292
80,46,52,1.54,2009-07-29,"11463000",1.1304347826087,2.26564712546021,0.34455652173913,0.469392
169,52,83.4,2.03,2009-10-07,"11463000",1.60384615384615,4.78617955253469,0.488852307692308,0.618744
152,52,78.5,1.94,2009-11-13,"11463000",1.50961538461538,4.3047295383744,0.460130769230769,0.591312
750,59,213,3.52,2010-02-18,"11463000",3.61016949152542,21.2404418011895,1.10037966101695,1.072896
787,58,205,3.84,2010-05-03,"11463000",3.53448275862069,22.2883035967148,1.07731034482759,1.170432
260,54,118,2.2,2010-06-16,"11463000",2.18518518518519,7.36335315774568,0.666044444444444,0.67056
182,50,94.5,1.93,2010-06-29,"11463000",1.89,5.15434721042198,0.576072,0.588264
173,51,91.5,1.89,2010-07-13,"11463000",1.79411764705882,4.8994619088077,0.546847058823529,0.576072
142,52,78.6,1.81,2010-07-26,"11463000",1.51153846153846,4.02152364769187,0.460716923076923,0.551688
159,51,89.5,1.78,2010-08-10,"11463000",1.75490196078431,4.50297366185217,0.534894117647059,0.542544
149,52,83.5,1.79,2010-08-24,"11463000",1.60576923076923,4.21976777116964,0.489438461538462,0.545592
172,78,105,1.64,2010-09-07,"11463000",1.34615384615385,4.87114131973945,0.410307692307692,0.499872
166,96,126,1.32,2010-09-23,"11463000",1.3125,4.70121778532993,0.40005,0.402336
186,52,92.1,2.02,2010-10-05,"11463000",1.77115384615385,5.26762956669499,0.539847692307692,0.615696
180,82,94.8,1.9,2010-10-07,"11463000",1.15609756097561,5.09770603228547,0.352378536585366,0.57912
363,56,142,2.56,2010-10-22,"11463000",2.53571428571429,10.2803738317757,0.772885714285714,0.780288
577,160,301,1.9,2011-01-27,"11463000",1.88125,16.3409798923818,0.573405,0.57912
400,102,178,2.25,2011-04-29,"11463000",1.74509803921569,11.328235627301,0.531905882352941,0.6858
205,53,93.9,2.18,2011-06-15,"11463000",1.77169811320755,5.80572075899179,0.54001358490566,0.664464
173,50.5,83.3,2.07,2011-06-27,"11463000",1.64950495049505,4.8994619088077,0.502769108910891,0.630936
154,51.5,79.5,1.94,2011-07-11,"11463000",1.54368932038835,4.3613707165109,0.470516504854369,0.591312
144,50,76.9,1.87,2011-07-29,"11463000",1.538,4.07816482582838,0.4687824,0.569976
146,52,75.3,1.94,2011-08-24,"11463000",1.44807692307692,4.13480600396488,0.441373846153846,0.591312
153,51.5,82.5,1.86,2011-09-20,"11463000",1.60194174757282,4.33305012744265,0.488271844660194,0.566928
248,52.5,106,2.35,2011-10-05,"11463000",2.01904761904762,7.02350608892665,0.615405714285714,0.71628
264,52,108,2.44,2011-11-07,"11463000",2.07692307692308,7.47663551401869,0.633046153846154,0.743712
183,53.5,89.8,2.04,2011-12-23,"11463000",1.6785046728972,5.18266779949023,0.511608224299065,0.621792
269,53.5,108,2.49,2012-05-08,"11463000",2.01869158878505,7.61823845935995,0.615297196261682,0.758952
155,50,75.4,2.05,2012-06-14,"11463000",1.508,4.38969130557916,0.4596384,0.62484
144,51.8,69,2.09,2012-07-11,"11463000",1.33204633204633,4.07816482582838,0.406007722007722,0.637032
167,52.5,80,2.09,2012-07-30,"11463000",1.52380952380952,4.72953837439819,0.464457142857143,0.637032
154,50,80.3,1.92,2012-08-23,"11463000",1.606,4.3613707165109,0.4895088,0.585216
151,48,76.1,1.98,2012-09-06,"11463000",1.58541666666667,4.27640894930615,0.483235,0.603504
190,49.5,87.4,2.17,2012-10-18,"11463000",1.76565656565657,5.380911922968,0.538172121212121,0.661416
173,50.5,83.4,2.08,2012-11-14,"11463000",1.65148514851485,4.8994619088077,0.503372673267327,0.633984
306,50,123,2.49,2013-03-22,"11463000",2.46,8.6661002548853,0.749808,0.758952
221,51,98.8,2.24,2013-04-29,"11463000",1.93725490196078,6.25885018408383,0.590475294117647,0.682752
125,45.2,72.3,1.73,2013-05-07,"11463000",1.59955752212389,3.54007363353158,0.487545132743363,0.527304
86,43.5,62,1.39,2013-05-21,"11463000",1.42528735632184,2.43557065986973,0.434427586206897,0.423672
91.5,47,56.8,1.61,2013-05-29,"11463000",1.20851063829787,2.59133389974511,0.368354042553191,0.490728
88.9,46.5,55.1,1.61,2013-06-06,"11463000",1.18494623655914,2.51770036816766,0.361171612903226,0.490728
132,51,71.8,1.84,2013-07-16,"11463000",1.4078431372549,3.73831775700935,0.429110588235294,0.560832
119,44.5,64.3,1.86,2013-08-29,"11463000",1.44494382022472,3.37015009912206,0.440418876404494,0.566928
92.9,48,57.9,1.6,2013-09-27,"11463000",1.20625,2.63098272444067,0.367665,0.48768
110,48.8,62.9,1.74,2013-10-22,"11463000",1.28893442622951,3.11526479750779,0.392867213114754,0.530352
121,48,69.1,1.75,2013-12-12,"11463000",1.43958333333333,3.42679127725857,0.438785,0.5334
203,50.5,91.7,2.21,2014-03-18,"11463000",1.81584158415842,5.74907958085528,0.553468514851485,0.673608
139,46.5,70.4,1.98,2014-04-22,"11463000",1.51397849462366,3.93656188048711,0.46146064516129,0.603504
116,49,64.2,1.81,2014-06-04,"11463000",1.31020408163265,3.2851883319173,0.399350204081633,0.551688
111,48.5,58.5,1.9,2014-06-26,"11463000",1.20618556701031,3.14358538657604,0.367645360824742,0.57912
114,48,60.7,1.88,2014-07-18,"11463000",1.26458333333333,3.2285471537808,0.385445,0.573024
88.7,47.5,50.3,1.76,2014-09-04,"11463000",1.05894736842105,2.51203625035401,0.322767157894737,0.536448
81.3,48,49,1.66,2014-10-15,"11463000",1.02083333333333,2.30246389124894,0.31115,0.505968
107,47,61.4,1.74,2014-11-24,"11463000",1.3063829787234,3.03030303030303,0.398185531914894,0.530352
96.3,73.5,44.6,2.16,2015-05-20,"11463000",0.606802721088435,2.72727272727273,0.184953469387755,0.658368
59.9,44.8,27.9,2.15,2015-06-24,"11463000",0.622767857142857,1.69640328518833,0.189819642857143,0.65532
92.4,48,41.5,2.23,2015-08-04,"11463000",0.864583333333333,2.61682242990654,0.263525,0.679704
108,46,47.2,2.29,2015-09-15,"11463000",1.02608695652174,3.05862361937128,0.312751304347826,0.697992
182,48.5,77.8,2.34,2015-12-10,"11463000",1.60412371134021,5.15434721042198,0.488936907216495,0.713232
172,48.5,67.3,2.55,2016-05-23,"11463000",1.38762886597938,4.87114131973945,0.422949278350515,0.77724
154,49,64.2,2.4,2016-07-12,"11463000",1.31020408163265,4.3613707165109,0.399350204081633,0.73152
177,49.5,71.2,2.49,2016-08-16,"11463000",1.43838383838384,5.01274426508071,0.438419393939394,0.758952
165,48,66.5,2.49,2016-10-07,"11463000",1.38541666666667,4.67289719626168,0.422275,0.758952
189,47.5,69.4,2.72,2017-06-12,"11463000",1.46105263157895,5.35259133389974,0.445328842105263,0.829056
158,47,62.9,2.52,2017-07-17,"11463000",1.33829787234043,4.47465307278391,0.407913191489362,0.768096
173,48,67.1,2.57,2017-08-28,"11463000",1.39791666666667,4.8994619088077,0.426085,0.783336
196,46.5,71.8,2.74,2017-10-17,"11463000",1.54408602150538,5.55083545737751,0.470637419354839,0.835152
113,44,41.3,2.74,2018-12-14,"11463000",0.938636363636364,3.20022656471255,0.286096363636364,0.835152
15500,302,2550,6.1,2019-02-14,"11463000",8.44370860927152,438.969130557916,2.57364238410596,1.85928
158,45.4,47.7,3.32,2019-08-06,"11463000",1.05066079295154,4.47465307278391,0.32024140969163,1.011936
55.7,37,39.1,1.43,2021-04-21,"11463000",1.05675675675676,1.57745681110167,0.32209945945946,0.435864
54.8,43,44.6,1.23,2021-06-03,"11463000",1.03720930232558,1.55196828094024,0.316141395348837,0.374904
50,35,34.8,1.44,2021-09-09,"11463000",0.994285714285714,1.41602945341263,0.303058285714286,0.438912
220,85,183,1.2,2023-05-23,"11463000",2.15294117647059,6.23052959501558,0.656216470588235,0.36576
