"date_index","time_index","index","K600_daily_sigma_mean","K600_daily_sigma_se_mean","K600_daily_sigma_sd","K600_daily_sigma_2.5pct","K600_daily_sigma_25pct","K600_daily_sigma_50pct","K600_daily_sigma_75pct","K600_daily_sigma_97.5pct","K600_daily_sigma_n_eff","K600_daily_sigma_Rhat"
NA,NA,1,0.989550207595504,0.0011347698623275,0.111220598067343,0.778502259077681,0.913883001487586,0.987894263192433,1.06364323978814,1.21393176319518,9606.27170117919,1.00029919534029
