"date","GPP_mean","GPP_se_mean","GPP_sd","GPP_2.5pct","GPP_25pct","GPP_50pct","GPP_75pct","GPP_97.5pct","GPP_n_eff","GPP_Rhat","ER_mean","ER_se_mean","ER_sd","ER_2.5pct","ER_25pct","ER_50pct","ER_75pct","ER_97.5pct","ER_n_eff","ER_Rhat","DO_R2_mean","DO_R2_se_mean","DO_R2_sd","DO_R2_2.5pct","DO_R2_25pct","DO_R2_50pct","DO_R2_75pct","DO_R2_97.5pct","DO_R2_n_eff","DO_R2_Rhat","GPP_daily_mean","GPP_daily_se_mean","GPP_daily_sd","GPP_daily_2.5pct","GPP_daily_25pct","GPP_daily_50pct","GPP_daily_75pct","GPP_daily_97.5pct","GPP_daily_n_eff","GPP_daily_Rhat","ER_daily_mean","ER_daily_se_mean","ER_daily_sd","ER_daily_2.5pct","ER_daily_25pct","ER_daily_50pct","ER_daily_75pct","ER_daily_97.5pct","ER_daily_n_eff","ER_daily_Rhat","K600_daily_mean","K600_daily_se_mean","K600_daily_sd","K600_daily_2.5pct","K600_daily_25pct","K600_daily_50pct","K600_daily_75pct","K600_daily_97.5pct","K600_daily_n_eff","K600_daily_Rhat","K600_daily_predlog_mean","K600_daily_predlog_se_mean","K600_daily_predlog_sd","K600_daily_predlog_2.5pct","K600_daily_predlog_25pct","K600_daily_predlog_50pct","K600_daily_predlog_75pct","K600_daily_predlog_97.5pct","K600_daily_predlog_n_eff","K600_daily_predlog_Rhat","GPP_pseudo_R2_mean","GPP_pseudo_R2_se_mean","GPP_pseudo_R2_sd","GPP_pseudo_R2_2.5pct","GPP_pseudo_R2_25pct","GPP_pseudo_R2_50pct","GPP_pseudo_R2_75pct","GPP_pseudo_R2_97.5pct","GPP_pseudo_R2_n_eff","GPP_pseudo_R2_Rhat","valid_day","warnings","errors"
2022-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","data don't start when expected"
2022-06-30,2.85171684332986,0.00451271530870729,0.616780206048599,1.66220163664447,2.42900263655784,2.84663993933175,3.26155756154599,4.08137463736899,18680.348875428,0.999922732056361,-4.63230568883725,0.00733610092938971,1.02744062277558,-6.6629688903958,-5.32462501605894,-4.62465666644919,-3.93456204169661,-2.65968710486913,19614.7542009,1.00004367434967,0.998258546434511,2.36997732010256e-06,0.000162564532056188,0.997920138196517,0.998153499733172,0.99826553345691,0.998369589675866,0.99856098096736,4705.03887992946,1.00090630899136,2.85171684332986,0.00451271530870729,0.616780206048599,1.66220163664447,2.42900263655784,2.84663993933175,3.26155756154599,4.08137463736899,18680.348875428,0.999922732056361,-4.63230568883725,0.0073361009293897,1.02744062277558,-6.66296889039577,-5.32462501605894,-4.62465666644919,-3.93456204169663,-2.65968710486912,19614.7542009001,1.00004367434967,4.01746724760701,0.00544308123921276,0.789154810184322,2.46457515040882,3.49204678842139,4.01739238822336,4.54184122683121,5.57012285852527,21020.1002749545,1.00002044922895,1.36881944779376,0.000810041989082418,0.0976331284168574,1.16679250957581,1.30505963242349,1.3725377228849,1.436705648557,1.54894409658806,14527.1141151337,1.00036970801954,0.378683293075083,0.000681140391476311,0.0500600930488669,0.279315338309942,0.345154809615143,0.378790346074601,0.41288432153914,0.475049070655844,5401.44596437073,1.00066692174973,TRUE,"",""
2022-07-01,3.24536320993531,0.00478195707025636,0.624169677308896,2.0500670217313,2.82476718112763,3.23721070658124,3.66198892231607,4.50357121579145,17037.0338785705,0.999958460638822,-4.87173710827769,0.00745015492685744,1.0149721959894,-6.8897617767625,-5.55297861142622,-4.85936111836761,-4.18230989788695,-2.92006018157122,18559.9876423894,1.00003518231348,0.998399083464919,2.26023087294469e-06,0.000150346101774898,0.998089856441856,0.998301398533695,0.998404184174796,0.998502992992585,0.998678405000859,4424.6481244607,1.00052924547394,3.24536320993531,0.00478195707025636,0.624169677308896,2.0500670217313,2.82476718112763,3.23721070658124,3.66198892231607,4.50357121579145,17037.0338785705,0.999958460638822,-4.87173710827769,0.00745015492685743,1.0149721959894,-6.88976177676253,-5.55297861142625,-4.85936111836763,-4.18230989788695,-2.92006018157123,18559.9876423894,1.00003518231348,4.01218548508984,0.00545723623434355,0.761520077031538,2.53569653628464,3.50055439569674,4.00462583492388,4.5245221680799,5.51157686905311,19472.2980044236,1.00007832399339,1.36487982410445,0.000809793936928725,0.0989451899085027,1.16069207579016,1.30054573083298,1.36841154947279,1.4333889859983,1.54811665433723,14929.3304582722,1.00034295935456,0.377496310071885,0.000676231283830816,0.0500132125310139,0.278268320170665,0.343604468419468,0.378541037458151,0.411962076697937,0.472872915744858,5469.89496653072,1.00030705307028,TRUE,"",""
2022-07-02,3.48084821620275,0.00441937212945451,0.610443813351514,2.29075389623799,3.06604108361674,3.48276716030057,3.8950265111572,4.68744025621417,19079.6431749909,1.0004058751833,-4.53278932176459,0.00629862107204074,0.956478108548986,-6.42867928669381,-5.17008811936474,-4.53281240702882,-3.88897128619698,-2.66628949556059,23059.9895161548,1.00023278055993,0.998448364997772,2.25344927606491e-06,0.000140822176408679,0.998162498911088,0.998354751566789,0.998453535361667,0.998545283309546,0.998711446452785,3905.22922358346,1.00035912357469,3.48084821620275,0.00441937212945451,0.610443813351514,2.29075389623799,3.06604108361674,3.48276716030057,3.8950265111572,4.68744025621417,19079.6431749908,1.0004058751833,-4.53278932176459,0.00629862107204073,0.956478108548987,-6.42867928669384,-5.17008811936473,-4.53281240702882,-3.88897128619699,-2.66628949556059,23059.9895161549,1.00023278055993,3.47064861857437,0.00481375681687824,0.713787542569651,2.05274961053096,2.98284908680248,3.47517587882674,3.95138645045955,4.87172779343509,21987.1852221011,1.00029988249121,1.36491989484803,0.00080978976421846,0.0989296089467245,1.16073471333583,1.3006555586608,1.3684146963349,1.43343251571008,1.54809526830842,14924.7827748073,1.00034324239983,0.356124551969183,0.000659579066495037,0.0484678679235699,0.258880653015768,0.3242428383603,0.356585639015939,0.388769403506299,0.450104068534482,5399.7556072813,1.00054112842548,TRUE,"",""
2022-07-03,2.55478499048668,0.00343142856103572,0.523832675170374,1.5336224482058,2.20000107736843,2.54921046173704,2.90070345579004,3.59826573072117,23304.2562170256,0.999946674577079,-3.60213079598655,0.00575094868854755,0.883335926736618,-5.36779193577384,-4.20088987775433,-3.60287337292663,-3.00572048924339,-1.8745986789035,23592.4369503413,0.999906572408415,0.998516930622574,2.11741141237924e-06,0.000139569960070983,0.998230402108921,0.998425369660188,0.998521446949381,0.998614257759874,0.998776097627684,4344.83621278786,1.00028973370565,2.55478499048668,0.00343142856103572,0.523832675170374,1.5336224482058,2.20000107736843,2.54921046173704,2.90070345579004,3.59826573072117,23304.2562170256,0.999946674577079,-3.60213079598655,0.00575094868854755,0.883335926736618,-5.36779193577385,-4.20088987775434,-3.60287337292663,-3.0057204892434,-1.87459867890349,23592.4369503413,0.999906572408415,2.60400714055547,0.00520578763182823,0.735691314859081,1.15313435682959,2.11264919488948,2.6054410254581,3.11077204255914,4.02897297380258,19971.8531267339,0.99992793064973,1.36805673705953,0.000809890154610249,0.0978520987734741,1.16588450775962,1.30442365682008,1.37187683241125,1.43629681321911,1.54862210453289,14597.8215725416,1.00036471936827,0.422025406956099,0.000712138292453202,0.0545972494519293,0.311931519532023,0.385013649714091,0.423184103677186,0.459517787229645,0.526014911893815,5877.77354984095,1.00042997754924,TRUE,"",""
2022-07-04,3.3737768427474,0.00464582208061235,0.611631219186204,2.17590022249206,2.95991035395072,3.3715721539689,3.78406545609186,4.57573277416473,17332.2179681963,1.00001764489253,-4.93240941136779,0.00723531445954002,0.990190553516523,-6.89044079819084,-5.59643528718442,-4.9367948435564,-4.26120453630197,-2.99223710200847,18729.351293718,0.999997090951996,0.998415206617908,2.40486938059625e-06,0.00014620332819393,0.998115228321978,0.998318922553732,0.998420437591867,0.998516534926686,0.998686524998659,3695.99633992502,1.00127678781416,3.3737768427474,0.00464582208061236,0.611631219186204,2.17590022249206,2.95991035395071,3.3715721539689,3.78406545609186,4.57573277416472,17332.2179681962,1.00001764489253,-4.93240941136779,0.00723531445954002,0.990190553516523,-6.8904407981909,-5.59643528718443,-4.93679484355638,-4.26120453630195,-2.99223710200848,18729.351293718,0.999997090951996,3.89497125121901,0.00572929683426388,0.78753725387315,2.37393670780174,3.36182016918054,3.89227019220351,4.42697879618588,5.46332754013845,18894.6811129723,1.00003337724441,1.37821864379369,0.000815983221118178,0.0963623803699119,1.17693983184215,1.31576157926856,1.38217711361329,1.4446902664332,1.55552348810818,13946.0938016635,1.00042065112454,0.372353492384026,0.000629759344956885,0.0476604019689878,0.278216586818224,0.340824993440448,0.372181484085312,0.404566511353865,0.464993346078342,5727.51401260583,1.00058419250554,TRUE,"",""
2022-07-05,3.30349022162963,0.004709582351167,0.613275634602846,2.12236128817321,2.88214452484742,3.29818111550013,3.71350938325864,4.5247856883073,16956.9066937091,0.99988004959619,-4.72952388420873,0.00696855849754572,0.985315779259419,-6.68328712949497,-5.39143611486528,-4.72025634632212,-4.06580995139084,-2.82479268176546,19992.4019835032,0.999840852343544,0.998474059470568,2.05942449771929e-06,0.000142378216448138,0.998182959422553,0.998381128538762,0.998478983060994,0.998573205458106,0.99873828099388,4779.64176600988,0.999988777239666,3.30349022162963,0.004709582351167,0.613275634602846,2.12236128817321,2.88214452484742,3.29818111550013,3.71350938325864,4.5247856883073,16956.9066937091,0.99988004959619,-4.72952388420873,0.00696855849754573,0.985315779259419,-6.68328712949501,-5.39143611486529,-4.72025634632212,-4.06580995139083,-2.82479268176545,19992.4019835032,0.999840852343544,4.14379525526203,0.00577522855706901,0.801138301603911,2.536914615165,3.61238523879311,4.1497075917206,4.68442472041613,5.70260356613261,19243.1709604173,1.00003045119891,1.39575464696779,0.000843354641206391,0.101070933342643,1.18894915991002,1.33013664179184,1.39936324601809,1.46634574020024,1.58454452392317,14362.5672044979,1.00044642934063,0.394349321916358,0.000708097447045695,0.0521722972778339,0.288409903479303,0.359709138412299,0.395300122063721,0.429595828905311,0.493317897675687,5428.6752606408,1.00073678255424,TRUE,"",""
2022-07-06,4.97675080330793,0.00517508018723571,0.652173829586871,3.72602389989585,4.53524685131248,4.9611990497373,5.41473516135321,6.27872674355539,15881.5383586253,1.00001068283219,-6.14265128871925,0.00684961684364337,0.963646265615509,-8.02154254107472,-6.7931855008285,-6.13225787527633,-5.48605289938412,-4.26954184021734,19792.5945644278,1.00031164058871,0.998502931426034,2.47951218410699e-06,0.000133297936273845,0.998224254217259,0.998416406359906,0.998508435391392,0.998593396809214,0.998753003526695,2890.10990198604,1.00044597113609,4.97675080330793,0.00517508018723571,0.652173829586871,3.72602389989585,4.53524685131248,4.9611990497373,5.41473516135321,6.2787267435554,15881.5383586252,1.00001068283219,-6.14265128871925,0.00684961684364336,0.963646265615509,-8.02154254107472,-6.79318550082852,-6.13225787527632,-5.48605289938415,-4.26954184021734,19792.5945644279,1.00031164058871,4.54684620757864,0.00504273139508329,0.717131416637304,3.14205961782609,4.06359142007292,4.54291534443605,5.02945346741804,5.95672725144592,20223.9427006303,0.999984469618436,1.41088953146802,0.000885269907177351,0.111679635066907,1.18501238202298,1.33906817026343,1.41427323599409,1.48762577448875,1.62293642878881,15914.6308428999,1.00040603981093,0.336318582557209,0.000621398809309517,0.0494320404995464,0.241643802561089,0.302336579078287,0.336271170950139,0.369615962706844,0.435047412819888,6328.14238792394,1.00106313429793,TRUE,"",""
2022-07-07,4.61493729363105,0.00584093125214881,0.70386222142271,3.25687110002776,4.14082338967969,4.61169057630088,5.07933299188361,6.01651930824058,14521.4880712382,1.00004412391907,-6.08658245826445,0.0078357493999324,1.04904104877269,-8.15576447653838,-6.78820897493539,-6.08892699103468,-5.36308601096529,-4.06509623078248,17923.5440929025,0.999922650557488,0.998580061851798,2.38165456803446e-06,0.000127999584883325,0.998318238536847,0.998497689641752,0.998583439383937,0.998669641721487,0.998820552306126,2888.41490838544,1.0014982741105,4.61493729363105,0.00584093125214881,0.70386222142271,3.25687110002776,4.14082338967969,4.61169057630088,5.07933299188361,6.01651930824058,14521.4880712382,1.00004412391907,-6.08658245826445,0.00783574939993239,1.04904104877269,-8.15576447653833,-6.78820897493538,-6.08892699103468,-5.36308601096531,-4.06509623078249,17923.5440929026,0.999922650557488,4.58793155198837,0.00550388240205192,0.750414163357704,3.13557725326162,4.07602779598897,4.58794461644114,5.08880421641179,6.07934699195618,18589.3306631206,1.00016204190535,1.41068768453442,0.00088460323841678,0.11150503510545,1.184873001967,1.33889359180473,1.41409118893969,1.48722756364618,1.62234572615091,15888.8296074298,1.00040680179504,0.359440132220056,0.000623695812102678,0.0505090432183315,0.259759825009791,0.325430410446603,0.360260168188572,0.39413560072604,0.457152453319657,6558.32036943375,1.00053690700025,TRUE,"",""
2022-07-08,4.28036311132484,0.00599242716025647,0.696520374507871,2.94256864857969,3.8150621140847,4.26956856077567,4.74285833043334,5.6788587620096,13510.2107013572,1.00010399291896,-5.62213002290392,0.00758152273944648,1.03250887893907,-7.673580936516,-6.32113117724766,-5.60006589742476,-4.92687169422453,-3.61149632014771,18547.0441687129,1.00014153492698,0.998947921109792,1.54479061982502e-06,9.85005587675724e-05,0.998745182439216,0.998883799994412,0.998951947514494,0.99901568784339,0.999131984634458,4065.72631713923,1.00019617354523,4.28036311132484,0.00599242716025649,0.696520374507871,2.94256864857969,3.8150621140847,4.26956856077567,4.74285833043334,5.6788587620096,13510.2107013572,1.00010399291896,-5.62213002290392,0.00758152273944646,1.03250887893907,-7.67358093651598,-6.32113117724764,-5.60006589742475,-4.92687169422451,-3.61149632014772,18547.0441687129,1.00014153492698,4.27634704410201,0.0050284224263892,0.715485112524442,2.87367425911472,3.79793885214647,4.275807240198,4.74934073324079,5.70026839970918,20245.9282731255,1.00018538927041,1.39693488407458,0.00084600827178202,0.101699978712837,1.18918810955385,1.3309349268619,1.4003186814405,1.46774894035732,1.58701076353873,14450.8204617648,1.00044491874355,0.382551691818481,0.000693795483111223,0.0492004344023714,0.286054103487762,0.349843676209497,0.382472268640575,0.415109203796102,0.479207207087025,5028.92244857934,1.00028296185116,TRUE,"",""
