date,q.cms,site
2021-02-10,5.182667799490229,DL
2021-02-11,4.1914471821013874,DL
2021-02-12,4.106485414896629,DL
2021-02-13,4.672897196261682,DL
2021-02-14,5.380911922967997,DL
2021-02-15,6.372132540356839,DL
2021-02-16,7.193429623336165,DL
2021-02-17,7.306711979609175,DL
2021-02-18,7.165109034267912,DL
2021-02-19,7.221750212404418,DL
2021-02-20,7.335032568677428,DL
2021-02-21,8.014726706315491,DL
2021-02-22,8.354573775134522,DL
2021-02-23,8.354573775134522,DL
2021-02-24,8.212970829793258,DL
2021-02-25,7.1367884451996595,DL
2021-02-26,6.71197960917587,DL
2021-02-27,6.825261965448881,DL
2021-02-28,7.278391390540923,DL
2021-03-01,7.533276692155196,DL
2021-03-02,7.589917870291702,DL
2021-03-03,8.043047295383744,DL
2021-03-04,8.779382611158312,DL
2021-03-05,9.317473803455112,DL
2021-03-06,10.875106202209006,DL
2021-03-07,10.591900311526478,DL
2021-03-08,10.478617955253469,DL
2021-03-09,9.770603228547154,DL
2021-03-10,9.572359105069385,DL
2021-03-11,9.005947323704332,DL
2021-03-12,8.920985556499575,DL
2021-03-13,8.751062022090059,DL
2021-03-14,9.034267912772584,DL
2021-03-15,9.430756159728121,DL
2021-03-16,9.51571792693288,DL
2021-03-17,9.600679694137638,DL
2021-03-18,9.713962050410649,DL
2021-03-19,10.138770886434438,DL
2021-03-20,10.138770886434438,DL
2021-03-21,9.572359105069385,DL
2021-03-22,9.345794392523365,DL
2021-03-23,9.119229679977343,DL
2021-03-24,9.005947323704332,DL
2021-03-25,8.977626734636079,DL
2021-03-26,9.09090909090909,DL
2021-03-27,8.949306145567828,DL
2021-03-28,9.204191447182101,DL
2021-03-29,9.430756159728121,DL
2021-03-30,9.005947323704332,DL
2021-03-31,8.86434437836307,DL
2021-04-01,9.034267912772584,DL
2021-04-02,9.09090909090909,DL
2021-04-03,8.949306145567828,DL
2021-04-04,9.600679694137638,DL
2021-04-05,9.62900028320589,DL
2021-04-06,9.572359105069385,DL
2021-04-07,9.572359105069385,DL
2021-04-08,9.572359105069385,DL
2021-04-09,9.062588501840837,DL
2021-04-10,8.892664967431323,DL
2021-04-11,8.581138487680542,DL
2021-04-12,8.297932596998017,DL
2021-04-13,8.043047295383744,DL
2021-04-14,7.759841404701217,DL
2021-04-15,7.7315208156329644,DL
2021-04-16,7.533276692155196,DL
2021-04-17,7.646559048428207,DL
2021-04-18,7.618238459359954,DL
2021-04-19,7.759841404701217,DL
2021-04-20,8.269612007929764,DL
2021-04-21,8.382894364202775,DL
2021-04-22,7.9580855281789855,DL
2021-04-23,8.014726706315491,DL
