Fluorometer_ID,RFU,Units,Unacidified_acidified,Rack_ID,Extraction_vol,Notes
SAMPLE-001,170314,RFU,S,0,0,
SAMPLE-002,2590.03,RFU,BU,0,0,
SAMPLE-003,2441.33,RFU,BA,0,0,
SAMPLE-004,211983.6,RFU,U,1,10,All 1/8 dillution
SAMPLE-005,125140.6,RFU,A,1,10,
SAMPLE-006,98160.14,RFU,U,2,10,
SAMPLE-007,59735.88,RFU,A,2,10,
SAMPLE-008,189409.8,RFU,U,3,10,
SAMPLE-009,112983.6,RFU,A,3,10,
SAMPLE-010,210811.4,RFU,U,4,10,
SAMPLE-011,124922,RFU,A,4,10,
SAMPLE-012,189057.6,RFU,U,5,10,
SAMPLE-013,114165.6,RFU,A,5,10,
SAMPLE-014,196847.1,RFU,U,6,10,
SAMPLE-015,116741.7,RFU,A,6,10,
SAMPLE-016,183431.8,RFU,U,7,10,
SAMPLE-017,108451,RFU,A,7,10,
SAMPLE-018,154172.6,RFU,U,8,10,
SAMPLE-019,93146.9,RFU,A,8,10,
SAMPLE-020,194567.6,RFU,U,9,10,
SAMPLE-021,114854.2,RFU,A,9,10,
SAMPLE-022,324701.4,RFU,U,10,10,
SAMPLE-023,191397,RFU,A,10,10,
SAMPLE-024,204902,RFU,U,11,10,
SAMPLE-025,130007.8,RFU,A,11,10,
SAMPLE-026,300688.6,RFU,U,12,10,
SAMPLE-027,176894.6,RFU,A,12,10,
SAMPLE-028,344241.4,RFU,U,13,10,
SAMPLE-029,202257.7,RFU,A,13,10,
SAMPLE-030,336953.4,RFU,U,14,10,
SAMPLE-031,200663.8,RFU,A,14,10,
SAMPLE-032,269506.1,RFU,U,15,10,
SAMPLE-033,158476.8,RFU,A,15,10,
SAMPLE-034,279893.6,RFU,U,16,10,
SAMPLE-035,167017.9,RFU,A,16,10,
SAMPLE-036,188193.7,RFU,U,17,10,
SAMPLE-037,115416.8,RFU,A,17,10,
SAMPLE-038,216604.7,RFU,U,18,10,
SAMPLE-039,133842.4,RFU,A,18,10,
SAMPLE-040,350282.3,RFU,U,19,10,
SAMPLE-041,205867,RFU,A,19,10,
SAMPLE-042,332018.8,RFU,U,20,10,
SAMPLE-043,195384.8,RFU,A,20,10,
