Fluorometer_ID,RFU,Units,Unacidified_acidified,Rack_ID,Extraction_vol,Notes
SAMPLE-001,163682.2,RFU,S,0,0,
SAMPLE-002,2870.06,RFU,BU,0,0,
SAMPLE-003,2669.95,RFU,BA,0,0,
SAMPLE-004,216436.1,RFU,U,1,10,
SAMPLE-005,129295.8,RFU,A,1,10,
SAMPLE-006,131792,RFU,U,2,10,
SAMPLE-007,79357.9,RFU,A,2,10,
SAMPLE-008,142319.3,RFU,U,3,10,
SAMPLE-009,84563.18,RFU,A,3,10,
SAMPLE-010,131771.4,RFU,U,4,10,
SAMPLE-011,77866.59,RFU,A,4,10,
SAMPLE-012,145434.2,RFU,U,5,10,using redo
SAMPLE-013,86520.36,RFU,A,5,10,using redo
SAMPLE-014,256688.6,RFU,U,6,10,
SAMPLE-015,148552.1,RFU,A,6,10,
SAMPLE-016,137546.9,RFU,U,7,10,
SAMPLE-017,81908.88,RFU,A,7,10,
SAMPLE-018,28778.95,RFU,U,8,10,
SAMPLE-019,17817.63,RFU,A,8,10,
SAMPLE-020,118847.2,RFU,U,9,10,
SAMPLE-021,71729.6,RFU,A,9,10,
SAMPLE-022,233217.5,RFU,U,10,10,using redo
SAMPLE-023,138629.9,RFU,A,10,10,using redo
SAMPLE-024,139934.1,RFU,U,11,10,
SAMPLE-025,83143.92,RFU,A,11,10,
SAMPLE-026,182053.8,RFU,U,12,10,
SAMPLE-027,107241.8,RFU,A,12,10,
SAMPLE-028,189537.3,RFU,U,13,10,
SAMPLE-029,111200.2,RFU,A,13,10,
SAMPLE-030,197552.2,RFU,U,14,10,
SAMPLE-031,116177,RFU,A,14,10,
SAMPLE-032,300358.5,RFU,U,15,10,
SAMPLE-033,173530.8,RFU,A,15,10,
SAMPLE-034,362405.6,RFU,U,16,10,
SAMPLE-035,212303.7,RFU,A,16,10,
SAMPLE-084,149401,RFU,U,17,10,
SAMPLE-085,89118.27,RFU,A,17,10,
SAMPLE-086,185284.7,RFU,U,18,10,
SAMPLE-087,109021,RFU,A,18,10,
SAMPLE-088,230325.9,RFU,U,19,10,
SAMPLE-089,133720.2,RFU,A,19,10,
SAMPLE-090,320552.8,RFU,U,20,10,
SAMPLE-091,186043.9,RFU,A,20,10,
SAMPLE-044,226555.1,RFU,U,21,10,
SAMPLE-045,137032.1,RFU,A,21,10,
SAMPLE-046,451515.8,RFU,U,22,10,
SAMPLE-047,264287.9,RFU,A,22,10,
SAMPLE-048,289426.4,RFU,U,23,10,
SAMPLE-049,167796.1,RFU,A,23,10,
SAMPLE-050,263352.8,RFU,U,24,10,
SAMPLE-051,155943.7,RFU,A,24,10,
SAMPLE-052,229493.9,RFU,U,25,10,
SAMPLE-053,135037.3,RFU,A,25,10,
SAMPLE-054,139736.9,RFU,U,26,10,
SAMPLE-055,86604.52,RFU,A,26,10,
SAMPLE-056,240722,RFU,U,27,10,
SAMPLE-057,146678.4,RFU,A,27,10,
SAMPLE-058,266136.6,RFU,U,28,10,
SAMPLE-059,154555.3,RFU,A,28,10,
SAMPLE-060,206935.2,RFU,U,29,10,
SAMPLE-061,121298.8,RFU,A,29,10,
SAMPLE-062,313510.7,RFU,U,30,10,
SAMPLE-063,182195.1,RFU,A,30,10,
SAMPLE-064,322091.9,RFU,U,31,10,
SAMPLE-065,185691.5,RFU,A,31,10,
SAMPLE-066,245412,RFU,U,32,10,
SAMPLE-067,142675.6,RFU,A,32,10,
SAMPLE-068,252660.5,RFU,U,33,10,
SAMPLE-069,148257.9,RFU,A,33,10,
SAMPLE-070,282554.9,RFU,U,34,10,
SAMPLE-071,164889.2,RFU,A,34,10,
SAMPLE-072,375376.3,RFU,U,35,10,
SAMPLE-073,219397.6,RFU,A,35,10,
SAMPLE-074,360146.7,RFU,U,36,10,
SAMPLE-075,212827.3,RFU,A,36,10,
SAMPLE-076,241108.6,RFU,U,37,10,
SAMPLE-077,138994.3,RFU,A,37,10,
SAMPLE-078,190928.4,RFU,U,38,10,
SAMPLE-079,112689.3,RFU,A,38,10,
SAMPLE-080,174128.1,RFU,U,39,10,using redo
SAMPLE-081,102188.5,RFU,A,39,10,using redo
SAMPLE-082,230291,RFU,U,40,10,
SAMPLE-083,134216.8,RFU,A,40,10,
