Fluorometer_ID,RFU,Units,Unacidified_acidified,Rack_ID,Extraction_vol,Notes
SAMPLE-001,171922.5,RFU,S,0,0,
SAMPLE-002,2574.31,RFU,BU,0,0,
SAMPLE-003,2505.67,RFU,BA,0,0,
SAMPLE-004,470428,RFU,U,1,10,
SAMPLE-005,275103.7,RFU,A,1,10,
SAMPLE-006,324120.4,RFU,U,2,10,
SAMPLE-007,189193.2,RFU,A,2,10,
SAMPLE-008,468543.3,RFU,U,3,10,
SAMPLE-009,279065.7,RFU,A,3,10,
SAMPLE-010,631361.4,RFU,U,4,10,
SAMPLE-011,372340.5,RFU,A,4,10,
SAMPLE-012,353658.9,RFU,U,5,10,
SAMPLE-013,208681.6,RFU,A,5,10,
SAMPLE-014,408113.4,RFU,U,6,10,
SAMPLE-015,237242.2,RFU,A,6,10,
SAMPLE-016,320034.1,RFU,U,7,10,
SAMPLE-017,190775.5,RFU,A,7,10,
SAMPLE-018,435254.3,RFU,U,8,10,
SAMPLE-019,254523.2,RFU,A,8,10,
SAMPLE-020,473976.8,RFU,U,9,10,
SAMPLE-021,279219.6,RFU,A,9,10,
SAMPLE-022,365147.1,RFU,U,11,10,
SAMPLE-023,214001.6,RFU,A,11,10,
SAMPLE-024,384455.5,RFU,U,12,10,
SAMPLE-025,224281.7,RFU,A,12,10,
SAMPLE-026,392176.8,RFU,U,13,10,
SAMPLE-027,230027.8,RFU,A,13,10,
SAMPLE-028,406560.8,RFU,U,14,10,
SAMPLE-029,237819.1,RFU,A,14,10,
SAMPLE-030,497409.3,RFU,U,15,10,
SAMPLE-031,291138.5,RFU,A,15,10,
SAMPLE-032,243221.9,RFU,U,16,10,
SAMPLE-033,148783,RFU,A,16,10,
SAMPLE-034,336733.1,RFU,U,17,10,
SAMPLE-035,206830.2,RFU,A,17,10,
SAMPLE-036,413052.6,RFU,U,18,10,
SAMPLE-037,254383,RFU,A,18,10,
SAMPLE-038,611119.6,RFU,U,19,10,
SAMPLE-039,360151.9,RFU,A,19,10,
SAMPLE-040,717000.1,RFU,U,20,10,
SAMPLE-041,421973.8,RFU,A,20,10,
