Fluorometer_ID,RFU,Units,Unacidified_acidified,Rack_ID,Extraction_vol,Notes
SAMPLE-001,168110.8,RFU,B,0,0,
SAMPLE-002,2611.91,RFU,BU,0,0,
SAMPLE-003,2465.32,RFU,BA,0,0,
SAMPLE-004,139815.9,RFU,U,1,10,
SAMPLE-005,84528.38,RFU,A,1,10,
SAMPLE-006,15702.5,RFU,U,2,10,
SAMPLE-007,10238.2,RFU,A,2,10,
SAMPLE-008,270229.8,RFU,U,3,10,
SAMPLE-009,157567.6,RFU,A,3,10,
SAMPLE-010,264510.8,RFU,U,4,10,
SAMPLE-011,154058.8,RFU,A,4,10,
SAMPLE-012,257236.4,RFU,U,6,10,
SAMPLE-013,151044.5,RFU,A,6,10,
SAMPLE-014,251891.2,RFU,U,7,10,
SAMPLE-015,146995.8,RFU,A,7,10,
SAMPLE-016,203659.8,RFU,U,8,10,
SAMPLE-017,119578.3,RFU,A,8,10,
SAMPLE-018,269327.3,RFU,U,9,10,
SAMPLE-019,157477.6,RFU,A,9,10,
SAMPLE-020,64377.45,RFU,U,10,10,
SAMPLE-021,39580.15,RFU,A,10,10,
SAMPLE-022,69431.88,RFU,U,11,10,
SAMPLE-023,42469.34,RFU,A,11,10,
SAMPLE-024,62504.93,RFU,U,12,10,
SAMPLE-025,38625.5,RFU,A,12,10,
SAMPLE-026,67731.19,RFU,U,13,10,
SAMPLE-027,41586.33,RFU,A,13,10,
SAMPLE-028,66293.77,RFU,U,14,10,
SAMPLE-029,41479.94,RFU,A,14,10,
SAMPLE-030,374723.2,RFU,U,15,10,
SAMPLE-031,219398.4,RFU,A,15,10,
SAMPLE-032,286388.3,RFU,U,16,10,
SAMPLE-033,167218.5,RFU,A,16,10,
SAMPLE-034,288067.4,RFU,U,17,10,
SAMPLE-035,166917.4,RFU,A,17,10,
SAMPLE-036,307034,RFU,U,18,10,
SAMPLE-037,177863.8,RFU,A,18,10,
SAMPLE-038,271732.2,RFU,U,19,10,
SAMPLE-039,158819.1,RFU,A,19,10,
SAMPLE-040,214224.8,RFU,U,20,10,
SAMPLE-041,127827.2,RFU,A,20,10,
SAMPLE-044,32811.36,RFU,U,5,10,"dropped falcon tube, recentrifuged"
SAMPLE-045,20302.17,RFU,A,5,10,"dropped falcon tube, recentrifuged"
