Fluorometer_ID,RFU,Units,Unacidified_acidified,Rack_ID,Extraction_vol,Notes
SAMPLE-001,170942.2,RFU,B,0,0,
SAMPLE-002,2634.33,RFU,BU,0,0,
SAMPLE-003,2421.73,RFU,BA,0,0,
SAMPLE-004,188168.1,RFU,U,1,10,
SAMPLE-005,112704.9,RFU,A,1,10,
SAMPLE-006,175829,RFU,U,2,10,
SAMPLE-007,106518.4,RFU,A,2,10,
SAMPLE-008,145527.3,RFU,U,3,10,
SAMPLE-009,88672.54,RFU,A,3,10,
SAMPLE-010,119327.1,RFU,U,4,10,
SAMPLE-011,78274.52,RFU,A,4,10,
SAMPLE-012,149450.1,RFU,U,5,10,
SAMPLE-013,98853.92,RFU,A,5,10,
SAMPLE-014,128844.4,RFU,U,6,10,
SAMPLE-015,85420.27,RFU,A,6,10,
SAMPLE-016,138126.1,RFU,U,7,10,
SAMPLE-017,90622.66,RFU,A,7,10,
SAMPLE-018,132239.9,RFU,U,8,10,
SAMPLE-019,88901.04,RFU,A,8,10,
SAMPLE-020,308493.2,RFU,U,9,10,
SAMPLE-021,188295.9,RFU,A,9,10,
SAMPLE-022,205330.3,RFU,U,10,10,
SAMPLE-023,127009.3,RFU,A,10,10,
SAMPLE-024,126005.4,RFU,U,11,10,
SAMPLE-025,83616.42,RFU,A,11,10,
SAMPLE-026,155887.2,RFU,U,12,10,
SAMPLE-027,100582.2,RFU,A,12,10,
SAMPLE-028,123728.4,RFU,U,13,10,
SAMPLE-029,77911.25,RFU,A,13,10,
SAMPLE-030,163093.1,RFU,U,14,10,
SAMPLE-031,101100.5,RFU,A,14,10,
SAMPLE-032,165414.4,RFU,U,15,10,
SAMPLE-033,104710.8,RFU,A,15,10,
SAMPLE-034,78304.02,RFU,U,16,10,
SAMPLE-035,53091.96,RFU,A,16,10,
SAMPLE-036,77249.48,RFU,U,17,10,
SAMPLE-037,51363.98,RFU,A,17,10,
SAMPLE-038,81584.38,RFU,U,18,10,
SAMPLE-039,54853.06,RFU,A,18,10,
SAMPLE-040,83502.93,RFU,U,19,10,
SAMPLE-041,56800.88,RFU,A,19,10,
SAMPLE-042,88367.51,RFU,U,20,10,
SAMPLE-043,59429.86,RFU,A,20,10,
