Fluorometer_ID,RFU,Units,Unacidified_acidified,Rack_ID,Extraction_vol,Notes
SAMPLE-001,163637.8,RFU,S,0,,
SAMPLE-002,9510.18,RFU,BU,0,,
SAMPLE-005,8652.25,RFU,BA,0,,
SAMPLE-006,150979.6,RFU,U,1,10,
SAMPLE-007,93411.98,RFU,A,1,10,
SAMPLE-013,134540.5,RFU,U,2,10,trying 1/25 again
SAMPLE-014,85320.09,RFU,A,2,10,
SAMPLE-015,228456.1,RFU,U,3,10,
SAMPLE-016,135905.1,RFU,A,3,10,may try 1/25 later if ethanol is left over
SAMPLE-017,253462.8,RFU,U,4,10,
SAMPLE-018,147153.4,RFU,A,4,10,
SAMPLE-019,200786.9,RFU,U,5,10,
SAMPLE-020,125183.1,RFU,A,5,10,
SAMPLE-021,222136.7,RFU,U,6,10,
SAMPLE-022,138319.2,RFU,A,6,10,
SAMPLE-023,276656.1,RFU,U,7,10,
SAMPLE-024,163271.1,RFU,A,7,10,
SAMPLE-025,207447.3,RFU,U,8,10,
SAMPLE-026,125617.6,RFU,A,8,10,
SAMPLE-027,174042.3,RFU,U,9,10,
SAMPLE-029,101375.4,RFU,A,9,10,
SAMPLE-056,146290.6,RFU,U,10,10,redo at 1/40
SAMPLE-057,94644.45,RFU,A,10,10,redo at 1/40
SAMPLE-032,237086.3,RFU,U,11,10,
SAMPLE-033,141090.6,RFU,A,11,10,
SAMPLE-034,154725.7,RFU,U,12,10,
SAMPLE-035,100949.1,RFU,A,12,10,
SAMPLE-036,163044.1,RFU,U,13,10,
SAMPLE-038,100316.4,RFU,A,13,10,
SAMPLE-039,243958,RFU,U,14,10,
SAMPLE-040,153100.5,RFU,A,14,10,
SAMPLE-041,299212.1,RFU,U,15,10,
SAMPLE-042,172056.4,RFU,A,15,10,
SAMPLE-058,133903.1,RFU,U,22,10,redo at 1/40
SAMPLE-059,88827.02,RFU,A,22,10,redo at 1/40
SAMPLE-045,259310.3,RFU,U,17,10,
SAMPLE-046,156977.8,RFU,A,17,10,
SAMPLE-048,277474.7,RFU,U,18,10,trying 1/20
SAMPLE-049,163704.8,RFU,A,18,10,trying 1/20
SAMPLE-052,280573.6,RFU,U,19,10,trying 1/20
SAMPLE-053,163971.8,RFU,A,19,10,
SAMPLE-054,160888.4,RFU,U,20,10,
SAMPLE-055,105615.6,RFU,A,20,10,
