"site_year","site","DO_source","date","GPP.mean","GPP.2.5.pct","GPP.97.5.pct","GPP_Rhat","ER.mean","ER.2.5.pct","ER.97.5.pct","ER_Rhat","K600_daily_mean","K600_daily_Rhat"
"russian_2022","russian","this_project",2022-06-25,8.38236591216754,7.14184539061477,9.6860524066042,1.00257510727814,-18.872079067549,-21.5852849039724,-16.2719948132458,1.00272773922573,8.14952794249056,1.00270691590524
"russian_2022","russian","this_project",2022-06-26,8.83871507366485,7.59929614208871,10.0731605870606,1.01278362675581,-17.6426812963633,-20.1881992277119,-15.1922891809536,1.01510508101611,8.05863921371002,1.0127495330011
"russian_2022","russian","this_project",2022-06-27,9.06538725945353,7.79042161031942,10.3578633168779,1.00420296129735,-17.3711829767723,-19.7443841940867,-14.9982751153527,1.00526500677211,8.05767853150305,1.00573762257651
"russian_2022","russian","this_project",2022-06-28,9.56204583441841,8.25758899429385,10.9224893052856,1.01162525102163,-17.3420130865776,-19.7754196690127,-15.0345944725529,1.01228458445336,8.17077904129561,1.01075738264969
"russian_2022","russian","this_project",2022-06-29,9.8076700524111,8.40762660292843,11.2741891399248,1.00858652346497,-16.8993174866344,-19.3922042244319,-14.4671421659337,1.00865392175627,8.46137563243673,1.00781459483737
"russian_2022","russian","this_project",2022-06-30,8.38774015457639,7.03765715696324,9.79075954465491,1.00287364532255,-13.8274428104886,-16.1392437655174,-11.5887453432407,1.0042233233804,7.71630355190141,1.00444969365578
"russian_2022","russian","this_project",2022-07-01,9.01395771956173,7.73988540174569,10.2503958569231,1.00017774791926,-15.8464578519818,-17.9948811405884,-13.5875191042806,1.00028766802392,7.81241237587135,1.0013992411212
"russian_2022","russian","this_project",2022-07-02,8.8762089062525,7.60493722740786,10.0745049649499,1.00591085580758,-15.3368302862698,-17.5155399570861,-13.1444087255538,1.00802172342752,7.68599218558097,1.00818350587558
"russian_2022","russian","this_project",2022-07-03,6.72818026632537,5.68525751872225,7.76458887003576,1.00639274353945,-12.351125546744,-14.3768376777083,-10.3409500728735,1.00855461378789,6.4000833876565,1.01419572983237
"russian_2022","russian","this_project",2022-07-04,7.84738151576976,6.62264765117652,9.07626169819313,1.0027310081534,-14.7820637695309,-16.9792231359228,-12.520204249211,1.00349049160191,7.52779091867506,1.00217437217183
"russian_2022","russian","this_project",2022-07-05,7.73226588100108,6.39800432380671,9.08051513461202,1.00353417914542,-15.1274121460221,-17.6176886156551,-12.7283656695537,1.00276702712343,7.8570817259484,1.00131732202921
"russian_2022","russian","this_project",2022-07-06,7.28324138666398,5.98895661823208,8.50593629394226,1.00168981290801,-12.8753815199002,-15.024117515938,-10.617818464194,1.00221968197288,7.4389840991618,1.00074950811366
"russian_2022","russian","this_project",2022-07-07,7.57139303135571,6.4297893484355,8.72656595237943,1.00329719914,-13.8631138608565,-15.8619442342257,-11.8126920139003,1.00472182825917,7.58367994880393,1.00441202922776
"russian_2022","russian","this_project",2022-07-08,7.62246350501474,6.40761946385502,8.87863721278796,1.00456860749287,-13.9800998828652,-16.1323255950381,-11.802080966838,1.0049254128111,7.63826538337594,1.00555470970446
"russian_2022","russian","this_project",2022-07-09,7.73483755080809,6.44354778816046,9.04508700467465,1.00526022842698,-14.485349674677,-16.8054933125797,-12.2805428588284,1.0071467698987,8.02542685445404,1.00856201578822
"russian_2022","russian","this_project",2022-07-10,8.10791320171917,6.83548452636326,9.36591302597149,1.0023969540009,-15.0741186902239,-17.3013853857113,-12.8613477578092,1.00227789124335,7.99472730141733,1.00343779257488
"russian_2022","russian","this_project",2022-07-11,8.53820657277229,7.24313714775932,9.81236358365066,1.00319476831687,-15.1885989434822,-17.3562967218865,-12.9105140151895,1.00356514902329,7.88890069573094,1.00313264520847
"russian_2022","russian","this_project",2022-07-12,8.83271180098396,7.59325391587195,10.1157317412657,1.00234957325787,-15.8168818484817,-18.0199439057327,-13.6606994972015,1.00340818522434,7.78382906804591,1.00405918434754
"russian_2022","russian","this_project",2022-07-13,8.38207850007857,7.12622336376968,9.53919488445641,1.00469016943748,-15.0887922823703,-17.2059855971192,-12.8519845648232,1.00405486811169,7.31094960647892,1.00406306436191
"russian_2022","russian","this_project",2022-07-14,8.71026876945897,7.43571491796735,9.99017466619143,1.00411565400956,-15.0692238470703,-17.2929730549556,-12.8640511813159,1.00444156762455,8.07584380032848,1.00214839923052
"russian_2022","russian","this_project",2022-07-15,8.94783321589205,7.7308970960497,10.2289973412515,1.00176629526711,-15.6244528709498,-17.8561476724748,-13.5076373000633,1.00138285056903,7.80393337139298,1.00039405711179
"russian_2022","russian","this_project",2022-07-16,9.34318654028983,8.09388079277774,10.6342936252405,1.00329739222565,-16.6964731217592,-18.9237971231396,-14.4391983443127,1.00442835796396,8.05224027274879,1.00322408505377
"russian_2022","russian","this_project",2022-07-17,10.0854298010499,8.60652710929298,11.6218466373716,1.00908239153938,-17.4859164269989,-20.1633782177359,-14.9445544667949,1.0110971257757,8.69512214577657,1.01388532532246
"russian_2022","russian","this_project",2022-07-18,10.1773818456125,8.74326339838368,11.6331072503265,1.00891564223479,-17.401131518757,-19.860441134487,-14.8845502782809,1.00925262017679,8.5577492078951,1.00935173833088
"russian_2022","russian","this_project",2022-07-19,9.357566116163,7.90442888379055,10.812230696783,1.00554787092751,-15.9228585788506,-18.4107751571418,-13.4331143822575,1.00628965785077,8.40513024766244,1.00899029499398
"russian_2022","russian","this_project",2022-07-20,8.37811574439113,7.20200790713954,9.64899383018039,1.0033142026317,-14.7500802042754,-17.0239492503577,-12.7127360338097,1.00388174237976,7.93658676034185,1.00288554435515
"russian_2022","russian","this_project",2022-07-21,8.36484086250192,7.12706275982774,9.59535501897664,1.00428028011411,-14.6696011177955,-16.8159161816928,-12.485693353446,1.00469139428608,7.96677201438391,1.00307075417463
"russian_2022","russian","this_project",2022-07-22,8.64465974908189,7.34297007774451,9.97776127980026,1.00451927166438,-15.2507882267144,-17.5589202138128,-13.0467999430304,1.00426252577152,8.19151989244572,1.00358457227295
"russian_2022","russian","this_project",2022-07-23,9.41981370436666,8.0620757654338,10.8137993804246,1.00937364096114,-15.6323618591418,-17.9863364544378,-13.3767034257258,1.00987742399141,8.46876882964358,1.01161757373426
"russian_2022","russian","this_project",2022-07-24,8.80356017998431,7.3795124623654,10.3191015135539,1.00478204453029,-14.7896765811102,-17.2978873232467,-12.5741273499722,1.00535673480501,8.06593936334906,1.00626429654237
"russian_2022","russian","this_project",2022-07-25,9.22821925553862,7.86443856377695,10.667990778577,1.00473323294314,-15.2767420473326,-17.6507710929317,-12.9866961227838,1.00432156647708,8.11889051323212,1.00562751590403
"russian_2022","russian","this_project",2022-07-26,9.51938259092016,8.15514288771753,10.934336398952,1.00278482050664,-16.091258030421,-18.5102866195107,-13.8717672353089,1.00378299717482,8.27971665910562,1.00336762967242
"russian_2022","russian","this_project",2022-07-27,9.06410528256211,7.6546022365221,10.5754499283085,1.00329361909923,-15.5819363715956,-18.0310519171962,-13.2383377177634,1.003314101249,8.01321791427592,1.00313617142728
"russian_2022","russian","this_project",2022-07-28,8.94924247153369,7.52980836256998,10.344880208355,1.0078377214487,-14.9756924112427,-17.278249657386,-12.6588716113352,1.00978225297423,8.03228564753107,1.00838649345741
"russian_2022","russian","this_project",2022-07-29,8.91619077041135,7.63494121433259,10.3097910380392,1.0070788867812,-15.8459339287621,-18.2965750310874,-13.6117549861619,1.00767794314964,8.1856790601742,1.00626702724199
"russian_2022","russian","this_project",2022-07-30,7.91804699228357,6.5708722620873,9.18036542238148,1.00193535068678,-14.6847387252444,-16.9900601075445,-12.2933325691134,1.00189594067213,7.64371947606072,1.00347034269853
"russian_2022","russian","this_project",2022-07-31,9.62252188888672,8.11056760241668,11.1260525673956,1.00455037977771,-15.3789251074481,-17.7873564838955,-12.9051412913377,1.00556797039407,8.03316954104347,1.00680163869097
"russian_2022","russian","this_project",2022-08-01,5.59807557996935,4.52315724810623,6.64091872944039,1.00876157596926,-13.7230205659232,-15.9618322177262,-11.3431948997359,1.01484943795811,6.67004768035942,1.0129256385434
"russian_2022","russian","this_project",2022-08-02,7.79051862347851,6.48623298588159,9.12974954051461,1.00579370355147,-14.2866508534835,-16.6433591980642,-12.0718685496258,1.00668479894164,7.9832720821886,1.00766506593439
"russian_2022","russian","this_project",2022-08-03,8.20988165813076,6.98803467162759,9.40347412529677,1.00212844569698,-14.8559351240541,-17.0135953996621,-12.64609053195,1.00207600354739,7.78062865525281,1.00399067476175
"russian_2022","russian","this_project",2022-08-04,8.35444638202937,7.14853638317321,9.60295663351329,1.00141108199525,-15.0979118883257,-17.2520916027054,-12.9656247540246,1.00193704617817,7.83392640189002,1.0013406397157
"russian_2022","russian","this_project",2022-08-05,8.05963741097239,6.80294973145587,9.3326208961855,1.01291126767956,-14.8209100937192,-17.2036863139288,-12.5500940850791,1.01762996176397,8.00436806326798,1.01687147007083
"russian_2022","russian","this_project",2022-08-06,7.98245618001143,6.74298484125195,9.20727829675305,1.00247890411806,-15.3097505730139,-17.4532739362515,-13.0322622923629,1.00405513140765,7.75779079210119,1.00100390927945
"russian_2022","russian","this_project",2022-08-07,8.0700301700571,6.86864595693742,9.3223769669301,1.01021412868679,-15.3746970100558,-17.6490869325189,-13.1515564627149,1.01119782686991,7.90778755435028,1.01189114911459
"russian_2022","russian","this_project",2022-08-08,7.46212094139018,6.20681537673683,8.7452719096817,1.00442436376411,-14.7555207574095,-17.2509591778458,-12.5126998611825,1.00406327347014,8.00776783367302,1.00338060328419
"russian_2022","russian","this_project",2022-08-09,7.18564527569448,5.95156741583385,8.45200941360405,1.00179649113622,-14.8481874577631,-17.2826473597261,-12.5451383810422,1.00163623163086,7.96305360598534,1.00065787333443
"russian_2022","russian","this_project",2022-08-10,7.02115082510989,5.81424368501361,8.29579787177378,1.0025846140334,-14.4801235653785,-16.8486731937307,-12.2218346842988,1.00430209777063,7.91221208073745,1.00390069976859
"russian_2022","russian","this_project",2022-08-11,7.26721794911756,6.04550700023135,8.56770815055546,1.00361043240848,-14.1775741199621,-16.4389355345333,-11.9530228774163,1.00449703591375,7.95567312144551,1.00493185891263
"russian_2022","russian","this_project",2022-08-12,7.09048451105369,5.81349991424001,8.42583642801314,1.00102958865621,-13.9824355682741,-16.4473203810366,-11.6514645194331,1.0015149743674,7.97204443448755,1.00197138046766
"russian_2022","russian","this_project",2022-08-13,6.94914470514486,5.68237222500825,8.2988335075219,1.00273983422215,-13.8211080458689,-16.2281391258441,-11.5182353984178,1.00291369281263,7.76441178981489,1.00158685600152
"russian_2022","russian","this_project",2022-08-14,6.92295651614286,5.54326467803511,8.30477613490765,1.00407899395025,-13.6114184615549,-16.1041013263525,-11.1222013091788,1.00468891121426,7.36131533885957,1.00363414583492
"russian_2022","russian","this_project",2022-08-15,7.6606957347344,6.25030109780672,9.0482922179755,1.01034444716587,-14.6497476046213,-17.1683990510368,-11.976814887115,1.01323772549571,6.97080564820715,1.01586617936511
"russian_2022","russian","this_project",2022-08-16,7.52603499293568,5.94665922756382,9.05662453857799,1.01258621706326,-14.8994959330792,-17.7206313322987,-12.024877619646,1.01468177399287,6.69566411880248,1.01607928070521
"russian_2022","russian","this_project",2022-08-17,8.35468859970181,7.13965699454962,9.51887305447291,1.00509464221919,-15.3978086765618,-17.4930608463094,-13.163131510128,1.00657104526569,7.83245742163967,1.00652384252825
"russian_2022","russian","this_project",2022-08-18,8.07093514747127,6.88983223683981,9.25879452392737,1.01517609294339,-15.490163280809,-17.7874074397708,-13.2625629975164,1.01699969870034,8.05235281041454,1.01657396643581
"russian_2022","russian","this_project",2022-08-19,7.38339685285967,6.09958351973679,8.66346082846471,1.00944397556316,-14.8856017443097,-17.3875572497858,-12.4720079529,1.01245363177166,8.1208780006803,1.01260953704154
"russian_2022","russian","this_project",2022-08-20,7.40280582656865,6.0124890770155,8.72311533645819,1.00318262547467,-14.7129918931455,-17.1349852697874,-12.3080917906263,1.00391865780663,8.11569165472267,1.00535697872794
"russian_2022","russian","this_project",2022-08-21,6.93998001680144,5.6910716383981,8.25459534047442,1.00832062688974,-14.4044472706784,-16.9378390590574,-11.9124666101203,1.0086151559205,7.99597003143802,1.00973843684133
