"site_year","offset"
"salmon_2022",0.582083225329137
"sfkeel_mir_2022",0.477721133982264
"sfkeel_sth_2023",0.506652988770337
"salmon_2023",0.764856357531178
"sfkeel_mir_2023",0.538911276016641
