"SFE-M-1S","SFE-M-2","SFE-M-3","SFE-M-4","SFE-SH-1S"
-648.266369773679,-480.208407330164,-676.108908231487,-418.585564075774,-528.160063740024
-0.3502121738772,0.432925103084638,0.2208092946879,-0.216433554294216,0.166798209862152
121.176799146853,118.669565103165,117.517732276139,116.722291857499,120.610813456582
-9509.81333369684,-10009.5305397228,-9256.59396072046,-10173.320192758,-10265.3588404976
