"site_year","solar.time","DO.obs","DO.sat","depth","temp.water","light","discharge"
"salmon_2022","2022-06-26 17:52:27",9.09508322532914,8.80707107015998,1,20.854,568.42289,19.5695270461626
"salmon_2022","2022-06-26 17:57:27",9.10808322532914,8.8163443854986,1,20.803,532.03038,19.6261682242991
"salmon_2022","2022-06-26 18:02:27",9.09308322532914,8.82112575130889,1,20.778,495.63787,19.6828094024356
"salmon_2022","2022-06-26 18:07:27",9.09108322532914,8.83025054182838,1,20.728,459.24536,19.6261682242991
"salmon_2022","2022-06-26 18:12:27",9.07808322532914,8.83643504625266,1,20.695,422.85285,19.5695270461626
"salmon_2022","2022-06-26 18:17:27",9.06808322532914,8.84280084505203,1,20.661,386.46034,19.5128858680261
"salmon_2022","2022-06-26 18:22:27",9.05408322532914,8.84325202142919,1,20.661,350.06783,19.5128858680261
"salmon_2022","2022-06-26 18:27:27",9.05808322532914,8.85102034580662,1,20.619,313.67532,19.5128858680261
"salmon_2022","2022-06-26 18:32:27",9.05008322532914,8.85426234175372,1,20.603,277.28281,19.5128858680261
"salmon_2022","2022-06-26 18:37:27",9.04008322532914,8.85628440389819,1,20.594,240.8903,19.5128858680261
"salmon_2022","2022-06-26 18:42:27",9.02808322532914,8.86249885230402,1,20.561,204.49779,19.5128858680261
"salmon_2022","2022-06-26 18:47:27",9.02208322532914,8.86592229196756,1,20.544,168.10528,19.5128858680261
"salmon_2022","2022-06-26 18:52:27",9.01108322532914,8.86914143391128,1,20.527,154.096506666667,19.5128858680261
"salmon_2022","2022-06-26 18:57:27",9.00808322532914,8.87078720292264,1,20.519,140.087733333333,19.5128858680261
"salmon_2022","2022-06-26 19:02:27",8.99108322532914,8.87541037855692,1,20.494,126.07896,19.5128858680261
"salmon_2022","2022-06-26 19:07:27",8.99008322532914,8.88003765806956,1,20.469,112.070186666667,19.4468044935335
"salmon_2022","2022-06-26 19:12:27",8.98608322532914,8.88186205878144,1,20.46,98.0614133333333,19.3807231190409
"salmon_2022","2022-06-26 19:17:27",8.98008322532914,8.88789957601692,1,20.427,84.05264,19.3146417445483
"salmon_2022","2022-06-26 19:22:27",8.97508322532914,8.89411998487945,1,20.393,70.0438666666666,19.3146417445483
"salmon_2022","2022-06-26 19:27:27",8.96408322532914,8.89735630272815,1,20.376,56.0350933333333,19.3146417445483
"salmon_2022","2022-06-26 19:32:27",8.95808322532914,8.89601978604835,1,20.385,42.02632,19.3146417445483
"salmon_2022","2022-06-26 19:37:27",8.93908322532914,8.90066520705079,1,20.36,28.0175466666667,19.3146417445483
"salmon_2022","2022-06-26 19:42:27",8.94908322532914,8.90831096507833,1,20.318,14.0087733333333,19.3146417445483
"salmon_2022","2022-06-26 19:47:27",8.94208322532914,8.91155590557039,1,20.301,0,19.3146417445483
"salmon_2022","2022-06-26 19:52:27",8.93108322532914,8.91621519615282,1,20.276,0,19.3146417445483
"salmon_2022","2022-06-26 19:57:27",8.92908322532914,8.92087863867656,1,20.251,0,19.3146417445483
"salmon_2022","2022-06-26 20:02:27",8.93008322532914,8.92554623867308,1,20.226,0,19.3146417445483
"salmon_2022","2022-06-26 20:07:27",8.91708322532914,8.93021800168133,1,20.201,0,19.3146417445483
"salmon_2022","2022-06-26 20:12:27",8.91808322532914,8.93790760390479,1,20.159,0,19.3146417445483
"salmon_2022","2022-06-26 20:17:27",8.91108322532914,8.94117074732734,1,20.142,0,19.3146417445483
"salmon_2022","2022-06-26 20:22:27",8.91308322532914,8.94443587377975,1,20.125,0,19.2580005664118
"salmon_2022","2022-06-26 20:27:27",8.91508322532914,8.94912450735024,1,20.1,0,19.2013593882753
"salmon_2022","2022-06-26 20:32:27",8.91408322532914,8.95381733195832,1,20.075,0,19.1447182101388
"salmon_2022","2022-06-26 20:37:27",8.90808322532914,8.96011699114172,1,20.041,0,19.1447182101388
"salmon_2022","2022-06-26 20:42:27",8.91108322532914,8.96321557663208,1,20.025,0,19.1447182101388
"salmon_2022","2022-06-26 20:47:27",8.91108322532914,8.96649425381428,1,20.008,0,19.1447182101388
"salmon_2022","2022-06-26 20:52:27",8.90508322532914,8.96531612757551,1,20.016,0,19.1447182101388
"salmon_2022","2022-06-26 20:57:27",8.90708322532914,8.9730576015314,1,19.974,0,19.1447182101388
"salmon_2022","2022-06-26 21:02:27",8.91008322532914,8.974734612785,1,19.966,0,19.1447182101388
"salmon_2022","2022-06-26 21:07:27",8.90108322532914,8.97945018444968,1,19.941,0,19.1447182101388
"salmon_2022","2022-06-26 21:12:27",8.89108322532914,8.97826879670612,1,19.949,0,19.1447182101388
"salmon_2022","2022-06-26 21:17:27",8.90708322532914,8.98441866057353,1,19.916,0,19.1447182101388
"salmon_2022","2022-06-26 21:22:27",8.90708322532914,8.9877102206027,1,19.899,0,19.1447182101388
"salmon_2022","2022-06-26 21:27:27",8.90408322532914,8.98795897617114,1,19.899,0,19.1447182101388
"salmon_2022","2022-06-26 21:32:27",8.90608322532914,8.98964039087523,1,19.891,0,19.1447182101388
