"date","discharge.daily","lnQ.daily","lnQ.bin1","lnQ.bin2","lnQ.bin1.weight","lnQ.bin2.weight"
2022-06-24,NA,NA,NA,NA,NA,NA
2022-06-25,1.15415250637213,0.143366313922833,2,3,0.713267372154333,0.286732627845667
2022-06-26,1.11402183832091,0.10797674483261,2,3,0.784046510334781,0.215953489665219
2022-06-27,1.01354274835583,0.0134518649605519,2,3,0.973096270078896,0.0269037299211038
2022-06-28,0.964060385789357,-0.0366013454731191,1,2,0.0732026909462382,0.926797309053762
2022-06-29,1.03122344944775,0.0307459123452576,2,3,0.938508175309485,0.0614918246905152
2022-06-30,1.07160978948362,0.0691619940363066,2,3,0.861676011927387,0.138323988072613
2022-07-01,1.08702877686522,0.0834480814457116,2,3,0.833103837108577,0.166896162891423
2022-07-02,1.17505860788571,0.161318025403872,2,3,0.677363949192257,0.322636050807743
2022-07-03,1.4578711570534,0.376977260033764,2,3,0.246045479932471,0.753954520067529
2022-07-04,1.59151877025709,0.46468876173712,2,3,0.0706224765257599,0.92937752347424
2022-07-05,1.63920159539318,0.49420929121757,2,3,0.0115814175648601,0.98841858243514
2022-07-06,1.60206032285472,0.471290502653049,2,3,0.0574189946939014,0.942581005306099
2022-07-07,1.49452075269832,0.401805588693169,2,3,0.196388822613662,0.803611177386338
2022-07-08,1.67549718367475,0.516109947307366,3,4,0.967780105385267,0.032219894614733
2022-07-09,1.58420261808112,0.460081200667004,2,3,0.0798375986659922,0.920162401334008
2022-07-10,1.59797940463828,0.468739959049692,2,3,0.0625200819006154,0.937479918099385
2022-07-11,1.55030641304006,0.438452597226182,2,3,0.123094805547637,0.876905194452363
2022-07-12,1.37551527738443,0.318828408107024,2,3,0.362343183785951,0.637656816214049
2022-07-13,1.33776432549797,0.290999806803011,2,3,0.418000386393978,0.581999613606022
2022-07-14,1.30495964316058,0.266172115515309,2,3,0.467655768969383,0.532344231030617
2022-07-15,1.36629141886151,0.31210007577573,2,3,0.37579984844854,0.62420015155146
2022-07-16,1.26581232889644,0.235714073315143,2,3,0.528571853369715,0.471428146630285
2022-07-17,1.23052959501557,0.207444641771104,2,3,0.585110716457791,0.414889283542209
2022-07-18,1.31327881619938,0.272526923272059,2,3,0.454946153455882,0.545053846544118
2022-07-19,1.46886505239309,0.384490029386651,2,3,0.231019941226698,0.768980058773302
2022-07-20,1.59145976902986,0.464651688771341,2,3,0.0706966224573187,0.929303377542681
2022-07-21,1.58990607004626,0.463674939044512,2,3,0.0726501219109763,0.927349878089024
2022-07-22,1.45359356807955,0.37403881326859,2,3,0.25192237346282,0.74807762653718
2022-07-23,1.42190990905944,0.352000974282217,2,3,0.295998051435566,0.704001948564434
2022-07-24,1.56678742251172,0.449027295276502,2,3,0.101945409446995,0.898054590553005
2022-07-25,1.53416957739388,0.427989242724416,2,3,0.144021514551167,0.855978485448833
2022-07-26,1.5353102677869,0.428732489465278,2,3,0.142535021069445,0.857464978930555
2022-07-27,1.57140918531105,0.451972787046723,2,3,0.0960544259065547,0.903945574093445
2022-07-28,1.59947410239466,0.469674889213317,2,3,0.0606502215733665,0.939349778426633
2022-07-29,1.62672283583499,0.486567460827218,2,3,0.0268650783455648,0.973134921654435
2022-07-30,1.61003532206803,0.476256117928402,2,3,0.0474877641431958,0.952512235856804
2022-07-31,1.72356351678782,0.544393959668395,3,4,0.911212080663209,0.0887879193367906
2022-08-01,1.81298971018597,0.594977256183508,3,4,0.810045487632984,0.189954512367016
2022-08-02,1.7134251392429,0.538494372579134,3,4,0.923011254841732,0.0769887451582676
2022-08-03,1.60423353472419,0.47264609406095,2,3,0.0547078118781001,0.9452921881219
2022-08-04,1.62458895811699,0.485254834933664,2,3,0.0294903301326717,0.970509669867328
2022-08-05,1.6305382485289,0.4889101741315,2,3,0.0221796517370009,0.977820348262999
2022-08-06,1.60243399729381,0.471523721628311,2,3,0.0569525567433773,0.943047443256623
2022-08-07,1.61055649957519,0.47657977118257,2,3,0.046840457634861,0.953159542365139
2022-08-08,1.60694759117656,0.474336473390064,2,3,0.0513270532198719,0.948672946780128
2022-08-09,1.52731560149785,0.423511685626124,2,3,0.152976628747752,0.847023371252248
2022-08-10,1.56353252147645,0.446947698132082,2,3,0.106104603735836,0.893895396264164
2022-08-11,1.55902876113156,0.444063038354196,2,3,0.111873923291609,0.888126076708391
2022-08-12,1.54772019258,0.436783004682251,2,3,0.126433990635498,0.873566009364502
2022-08-13,1.47740056326505,0.390284167366692,2,3,0.219431665266616,0.780568334733384
2022-08-14,1.5520174486296,0.439555664371538,2,3,0.120888671256923,0.879111328743077
2022-08-15,1.4129613895969,0.345687778203011,2,3,0.308624443593978,0.691375556406022
2022-08-16,1.41540010698889,0.347412252248701,2,3,0.305175495502599,0.694824504497401
2022-08-17,1.26099389533969,0.231900215844727,2,3,0.536199568310545,0.463800431689455
2022-08-18,1.46245358570125,0.380115563347618,2,3,0.239768873304763,0.760231126695237
2022-08-19,1.68962797759527,0.524508373102031,3,4,0.950983253795938,0.0490167462040625
2022-08-20,1.65247687151893,0.502275296590647,3,4,0.995449406818706,0.00455059318129369
2022-08-21,1.69807498662639,0.529495248649266,3,4,0.941009502701468,0.0589904972985325
2022-08-22,1.74639699172409,0.557554803693762,3,4,0.884890392612476,0.115109607387524
2022-08-23,1.81137700997514,0.59408733502388,3,4,0.81182532995224,0.18817467004776
2022-08-24,1.81356988892036,0.595297217140156,3,4,0.809405565719687,0.190594434280313
2022-08-25,1.91518966927845,0.649816661737712,3,4,0.700366676524576,0.299633323475424
2022-08-26,1.94854502973662,0.667082955479104,3,4,0.665834089041791,0.334165910958209
2022-08-27,1.85713246168854,0.61903361083823,3,4,0.761932778323539,0.238067221676461
2022-08-28,2.0106733220051,0.698469652047864,3,4,0.603060695904271,0.396939304095729
2022-08-29,1.92741275685201,0.656178563097389,3,4,0.687642873805222,0.312357126194778
2022-08-30,1.68057128921615,0.519133788715066,3,4,0.961732422569868,0.0382675774301322
2022-08-31,1.59636670442745,0.46773023731461,2,3,0.06453952537078,0.93546047462922
2022-09-01,NA,NA,NA,NA,NA,NA
