"date_time","low_range_cond_uS_cm.x","full_range_cond_uS_cm","temp_C","site","site_year","low_range_cond_uS_cm.y"
"2023-06-24 09:45:00",167.5,165.4,17.34,"Standish","sfkeel_sth_2023",167.5
"2023-06-24 10:00:00",167.8,165.4,17.37,"Standish","sfkeel_sth_2023",167.8
"2023-06-24 10:15:00",168.1,165.4,17.4,"Standish","sfkeel_sth_2023",168.1
"2023-06-24 10:30:00",168.4,165.7,17.46,"Standish","sfkeel_sth_2023",168.4
"2023-06-24 10:45:00",168.6,166.1,17.48,"Standish","sfkeel_sth_2023",168.6
"2023-06-24 11:00:00",169.3,166.5,17.65,"Standish","sfkeel_sth_2023",169.3
"2023-06-24 11:15:00",170,167.6,17.81,"Standish","sfkeel_sth_2023",170
"2023-06-24 11:30:00",171.1,168.7,18.05,"Standish","sfkeel_sth_2023",171.1
"2023-06-24 11:45:00",171.8,169.1,18.19,"Standish","sfkeel_sth_2023",171.8
"2023-06-24 12:00:00",172.3,169.8,18.33,"Standish","sfkeel_sth_2023",172.3
"2023-06-24 12:15:00",173.1,170.1,18.45,"Standish","sfkeel_sth_2023",173.1
"2023-06-24 12:30:00",173.8,171.3,18.61,"Standish","sfkeel_sth_2023",173.8
"2023-06-24 12:45:00",174.3,171.6,18.72,"Standish","sfkeel_sth_2023",174.3
"2023-06-24 13:00:00",174.8,172.4,18.85,"Standish","sfkeel_sth_2023",174.8
"2023-06-24 13:15:00",175.3,172.7,18.98,"Standish","sfkeel_sth_2023",175.3
"2023-06-24 13:30:00",175.9,173.1,19.1,"Standish","sfkeel_sth_2023",175.9
"2023-06-24 13:45:00",176.2,173.5,19.18,"Standish","sfkeel_sth_2023",176.2
"2023-06-24 14:00:00",176.8,174.2,19.3,"Standish","sfkeel_sth_2023",176.8
"2023-06-24 14:15:00",177.4,174.6,19.43,"Standish","sfkeel_sth_2023",177.4
"2023-06-24 14:30:00",177.9,175.3,19.54,"Standish","sfkeel_sth_2023",177.9
"2023-06-24 14:45:00",178.3,175.7,19.63,"Standish","sfkeel_sth_2023",178.3
"2023-06-24 15:00:00",178.8,176.4,19.77,"Standish","sfkeel_sth_2023",178.8
"2023-06-24 15:15:00",179,176.4,19.81,"Standish","sfkeel_sth_2023",179
"2023-06-24 15:30:00",179.6,176.8,19.92,"Standish","sfkeel_sth_2023",179.6
"2023-06-24 15:45:00",179.9,177.1,20.01,"Standish","sfkeel_sth_2023",179.9
"2023-06-24 16:00:00",180.1,177.1,20.06,"Standish","sfkeel_sth_2023",180.1
"2023-06-24 16:15:00",180.1,177.5,20.06,"Standish","sfkeel_sth_2023",180.1
"2023-06-24 16:30:00",180.4,177.9,20.12,"Standish","sfkeel_sth_2023",180.4
"2023-06-24 16:45:00",180.4,177.9,20.12,"Standish","sfkeel_sth_2023",180.4
"2023-06-24 17:00:00",180.6,177.9,20.17,"Standish","sfkeel_sth_2023",180.6
"2023-06-24 17:15:00",180.6,177.9,20.18,"Standish","sfkeel_sth_2023",180.6
"2023-06-24 17:30:00",180.7,177.9,20.19,"Standish","sfkeel_sth_2023",180.7
"2023-06-24 17:45:00",180.8,177.9,20.19,"Standish","sfkeel_sth_2023",180.8
"2023-06-24 18:00:00",180.7,177.9,20.18,"Standish","sfkeel_sth_2023",180.7
"2023-06-24 18:15:00",180.6,177.9,20.13,"Standish","sfkeel_sth_2023",180.6
"2023-06-24 18:30:00",180.2,177.5,20.05,"Standish","sfkeel_sth_2023",180.2
"2023-06-24 18:45:00",179.9,177.1,19.98,"Standish","sfkeel_sth_2023",179.9
"2023-06-24 19:00:00",179.6,176.8,19.9,"Standish","sfkeel_sth_2023",179.6
"2023-06-24 19:15:00",179.3,176.4,19.84,"Standish","sfkeel_sth_2023",179.3
"2023-06-24 19:30:00",179.1,176.4,19.78,"Standish","sfkeel_sth_2023",179.1
"2023-06-24 19:45:00",179,176.4,19.72,"Standish","sfkeel_sth_2023",179
"2023-06-24 20:00:00",178.8,176,19.67,"Standish","sfkeel_sth_2023",178.8
"2023-06-24 20:15:00",178.6,175.7,19.63,"Standish","sfkeel_sth_2023",178.6
"2023-06-24 20:30:00",178.5,175.7,19.58,"Standish","sfkeel_sth_2023",178.5
"2023-06-24 20:45:00",178.3,175.3,19.55,"Standish","sfkeel_sth_2023",178.3
"2023-06-24 21:00:00",178.1,174.9,19.5,"Standish","sfkeel_sth_2023",178.1
"2023-06-24 21:15:00",178.1,174.9,19.46,"Standish","sfkeel_sth_2023",178.1
"2023-06-24 21:30:00",177.9,174.9,19.43,"Standish","sfkeel_sth_2023",177.9
"2023-06-24 21:45:00",177.7,174.9,19.38,"Standish","sfkeel_sth_2023",177.7
"2023-06-24 22:00:00",178.1,175.3,19.34,"Standish","sfkeel_sth_2023",178.1
"2023-06-24 22:15:00",177.6,174.6,19.29,"Standish","sfkeel_sth_2023",177.6
"2023-06-24 22:30:00",177.4,174.6,19.23,"Standish","sfkeel_sth_2023",177.4
"2023-06-24 22:45:00",177.5,174.6,19.16,"Standish","sfkeel_sth_2023",177.5
"2023-06-24 23:00:00",177.3,174.6,19.07,"Standish","sfkeel_sth_2023",177.3
"2023-06-24 23:15:00",177,174.3,19.01,"Standish","sfkeel_sth_2023",177
"2023-06-24 23:30:00",176.5,173.9,18.94,"Standish","sfkeel_sth_2023",176.5
"2023-06-24 23:45:00",176.2,173.5,18.87,"Standish","sfkeel_sth_2023",176.2
"2023-06-25 00:00:00",175.9,173.1,18.81,"Standish","sfkeel_sth_2023",175.9
"2023-06-25 00:15:00",175.9,173.2,18.75,"Standish","sfkeel_sth_2023",175.9
"2023-06-25 00:30:00",175.6,172.8,18.67,"Standish","sfkeel_sth_2023",175.6
"2023-06-25 00:45:00",175.3,172.4,18.62,"Standish","sfkeel_sth_2023",175.3
"2023-06-25 01:00:00",175.2,172.4,18.56,"Standish","sfkeel_sth_2023",175.2
"2023-06-25 01:15:00",175,172.1,18.51,"Standish","sfkeel_sth_2023",175
"2023-06-25 01:30:00",174.8,171.7,18.47,"Standish","sfkeel_sth_2023",174.8
"2023-06-25 01:45:00",174.5,171.3,18.39,"Standish","sfkeel_sth_2023",174.5
"2023-06-25 02:00:00",174.5,171.3,18.36,"Standish","sfkeel_sth_2023",174.5
"2023-06-25 02:15:00",174.3,171.3,18.31,"Standish","sfkeel_sth_2023",174.3
"2023-06-25 02:30:00",174.1,171.3,18.26,"Standish","sfkeel_sth_2023",174.1
"2023-06-25 02:45:00",174,171.3,18.21,"Standish","sfkeel_sth_2023",174
"2023-06-25 03:00:00",173.8,171,18.16,"Standish","sfkeel_sth_2023",173.8
"2023-06-25 03:15:00",173.7,170.6,18.13,"Standish","sfkeel_sth_2023",173.7
"2023-06-25 03:30:00",173.5,170.6,18.08,"Standish","sfkeel_sth_2023",173.5
"2023-06-25 03:45:00",173.4,170.6,18.05,"Standish","sfkeel_sth_2023",173.4
"2023-06-25 04:00:00",173.3,170.2,18,"Standish","sfkeel_sth_2023",173.3
"2023-06-25 04:15:00",173.1,170.2,17.97,"Standish","sfkeel_sth_2023",173.1
"2023-06-25 04:30:00",173,169.9,17.93,"Standish","sfkeel_sth_2023",173
"2023-06-25 04:45:00",172.9,169.9,17.91,"Standish","sfkeel_sth_2023",172.9
"2023-06-25 05:00:00",172.8,169.9,17.87,"Standish","sfkeel_sth_2023",172.8
"2023-06-25 05:15:00",172.7,169.5,17.85,"Standish","sfkeel_sth_2023",172.7
"2023-06-25 05:30:00",172.6,169.9,17.81,"Standish","sfkeel_sth_2023",172.6
"2023-06-25 05:45:00",172.6,169.5,17.79,"Standish","sfkeel_sth_2023",172.6
"2023-06-25 06:00:00",172.4,169.5,17.77,"Standish","sfkeel_sth_2023",172.4
"2023-06-25 06:15:00",172.4,169.5,17.74,"Standish","sfkeel_sth_2023",172.4
"2023-06-25 06:30:00",172.3,169.5,17.71,"Standish","sfkeel_sth_2023",172.3
"2023-06-25 06:45:00",172.3,169.1,17.7,"Standish","sfkeel_sth_2023",172.3
"2023-06-25 07:00:00",172.2,169.1,17.68,"Standish","sfkeel_sth_2023",172.2
"2023-06-25 07:15:00",172.2,169.5,17.68,"Standish","sfkeel_sth_2023",172.2
"2023-06-25 07:30:00",172.1,169.1,17.66,"Standish","sfkeel_sth_2023",172.1
"2023-06-25 07:45:00",172.2,169.1,17.66,"Standish","sfkeel_sth_2023",172.2
"2023-06-25 08:00:00",172.2,169.5,17.65,"Standish","sfkeel_sth_2023",172.2
"2023-06-25 08:15:00",172.3,169.1,17.65,"Standish","sfkeel_sth_2023",172.3
"2023-06-25 08:30:00",171.9,168.4,17.65,"Standish","sfkeel_sth_2023",171.9
"2023-06-25 08:45:00",171.9,168.8,17.66,"Standish","sfkeel_sth_2023",171.9
"2023-06-25 09:00:00",171.9,168.8,17.68,"Standish","sfkeel_sth_2023",171.9
"2023-06-25 09:15:00",172.5,169.5,17.7,"Standish","sfkeel_sth_2023",172.5
"2023-06-25 09:30:00",172.4,169.5,17.72,"Standish","sfkeel_sth_2023",172.4
"2023-06-25 09:45:00",172.5,169.5,17.77,"Standish","sfkeel_sth_2023",172.5
"2023-06-25 10:00:00",172.7,169.5,17.82,"Standish","sfkeel_sth_2023",172.7
"2023-06-25 10:15:00",173,169.5,17.89,"Standish","sfkeel_sth_2023",173
"2023-06-25 10:30:00",173.7,170.6,18.04,"Standish","sfkeel_sth_2023",173.7
"2023-06-25 10:45:00",174.3,171.3,18.2,"Standish","sfkeel_sth_2023",174.3
"2023-06-25 11:00:00",175,172.1,18.38,"Standish","sfkeel_sth_2023",175
"2023-06-25 11:15:00",175.8,172.8,18.54,"Standish","sfkeel_sth_2023",175.8
"2023-06-25 11:30:00",176.3,173.6,18.66,"Standish","sfkeel_sth_2023",176.3
"2023-06-25 11:45:00",177.1,174.3,18.83,"Standish","sfkeel_sth_2023",177.1
"2023-06-25 12:00:00",177.7,174.6,18.95,"Standish","sfkeel_sth_2023",177.7
"2023-06-25 12:15:00",178.3,175.4,19.11,"Standish","sfkeel_sth_2023",178.3
"2023-06-25 12:30:00",178.9,176.1,19.24,"Standish","sfkeel_sth_2023",178.9
"2023-06-25 12:45:00",179.4,176.5,19.37,"Standish","sfkeel_sth_2023",179.4
"2023-06-25 13:00:00",180,177.2,19.49,"Standish","sfkeel_sth_2023",180
"2023-06-25 13:15:00",180.5,177.6,19.6,"Standish","sfkeel_sth_2023",180.5
"2023-06-25 13:30:00",181,177.9,19.73,"Standish","sfkeel_sth_2023",181
"2023-06-25 13:45:00",181.5,178.3,19.81,"Standish","sfkeel_sth_2023",181.5
"2023-06-25 14:00:00",182,179.1,19.92,"Standish","sfkeel_sth_2023",182
"2023-06-25 14:15:00",181.7,178.6,20.03,"Standish","sfkeel_sth_2023",181.7
"2023-06-25 14:30:00",182.1,179,20.11,"Standish","sfkeel_sth_2023",182.1
"2023-06-25 14:45:00",182.4,179.4,20.23,"Standish","sfkeel_sth_2023",182.4
"2023-06-25 15:00:00",182.8,180.1,20.3,"Standish","sfkeel_sth_2023",182.8
"2023-06-25 15:15:00",183.1,180.5,20.39,"Standish","sfkeel_sth_2023",183.1
"2023-06-25 15:30:00",183.6,180.5,20.47,"Standish","sfkeel_sth_2023",183.6
"2023-06-25 15:45:00",183.8,180.8,20.56,"Standish","sfkeel_sth_2023",183.8
"2023-06-25 16:00:00",184.1,181.2,20.6,"Standish","sfkeel_sth_2023",184.1
"2023-06-25 16:15:00",184.4,181.6,20.69,"Standish","sfkeel_sth_2023",184.4
"2023-06-25 16:30:00",184.6,181.6,20.75,"Standish","sfkeel_sth_2023",184.6
"2023-06-25 16:45:00",184.8,181.9,20.77,"Standish","sfkeel_sth_2023",184.8
"2023-06-25 17:00:00",184.9,181.9,20.82,"Standish","sfkeel_sth_2023",184.9
"2023-06-25 17:15:00",184.9,182.3,20.8,"Standish","sfkeel_sth_2023",184.9
"2023-06-25 17:30:00",185,181.9,20.8,"Standish","sfkeel_sth_2023",185
"2023-06-25 17:45:00",184.8,181.9,20.79,"Standish","sfkeel_sth_2023",184.8
"2023-06-25 18:00:00",184.8,182.3,20.82,"Standish","sfkeel_sth_2023",184.8
"2023-06-25 18:15:00",184.8,181.6,20.82,"Standish","sfkeel_sth_2023",184.8
"2023-06-25 18:30:00",184.4,181.2,20.76,"Standish","sfkeel_sth_2023",184.4
"2023-06-25 18:45:00",184.2,181.2,20.73,"Standish","sfkeel_sth_2023",184.2
"2023-06-25 19:00:00",183.9,181.2,20.65,"Standish","sfkeel_sth_2023",183.9
"2023-06-25 19:15:00",183.6,180.4,20.6,"Standish","sfkeel_sth_2023",183.6
"2023-06-25 19:30:00",183.4,180.5,20.53,"Standish","sfkeel_sth_2023",183.4
"2023-06-25 19:45:00",183.3,180.5,20.48,"Standish","sfkeel_sth_2023",183.3
"2023-06-25 20:00:00",183.1,179.7,20.45,"Standish","sfkeel_sth_2023",183.1
"2023-06-25 20:15:00",183,180.1,20.4,"Standish","sfkeel_sth_2023",183
"2023-06-25 20:30:00",182.8,179.7,20.36,"Standish","sfkeel_sth_2023",182.8
"2023-06-25 20:45:00",182.6,179.4,20.31,"Standish","sfkeel_sth_2023",182.6
"2023-06-25 21:00:00",182.6,179.4,20.28,"Standish","sfkeel_sth_2023",182.6
"2023-06-25 21:15:00",182.3,179.4,20.24,"Standish","sfkeel_sth_2023",182.3
"2023-06-25 21:30:00",182.3,179,20.2,"Standish","sfkeel_sth_2023",182.3
"2023-06-25 21:45:00",182.2,179,20.17,"Standish","sfkeel_sth_2023",182.2
"2023-06-25 22:00:00",181.8,178.6,20.12,"Standish","sfkeel_sth_2023",181.8
"2023-06-25 22:15:00",181.7,178.6,20.06,"Standish","sfkeel_sth_2023",181.7
"2023-06-25 22:30:00",181.4,178.3,19.98,"Standish","sfkeel_sth_2023",181.4
"2023-06-25 22:45:00",181,177.9,19.91,"Standish","sfkeel_sth_2023",181
"2023-06-25 23:00:00",180.8,177.9,19.84,"Standish","sfkeel_sth_2023",180.8
"2023-06-25 23:15:00",180.5,177.6,19.77,"Standish","sfkeel_sth_2023",180.5
"2023-06-25 23:30:00",180.3,177.2,19.68,"Standish","sfkeel_sth_2023",180.3
"2023-06-25 23:45:00",179.8,177.2,19.61,"Standish","sfkeel_sth_2023",179.8
"2023-06-26 00:00:00",179.6,176.4,19.54,"Standish","sfkeel_sth_2023",179.6
"2023-06-26 00:15:00",179.3,176.5,19.47,"Standish","sfkeel_sth_2023",179.3
"2023-06-26 00:30:00",179.1,176.1,19.39,"Standish","sfkeel_sth_2023",179.1
"2023-06-26 00:45:00",179.4,176.1,19.38,"Standish","sfkeel_sth_2023",179.4
"2023-06-26 01:00:00",178.8,175.3,19.29,"Standish","sfkeel_sth_2023",178.8
"2023-06-26 01:15:00",178.6,175.4,19.23,"Standish","sfkeel_sth_2023",178.6
"2023-06-26 01:30:00",178.2,175,19.15,"Standish","sfkeel_sth_2023",178.2
"2023-06-26 01:45:00",177.8,175,19.09,"Standish","sfkeel_sth_2023",177.8
"2023-06-26 02:00:00",177.7,174.6,19.01,"Standish","sfkeel_sth_2023",177.7
"2023-06-26 02:15:00",177.4,174.3,18.95,"Standish","sfkeel_sth_2023",177.4
"2023-06-26 02:30:00",176.9,173.9,18.88,"Standish","sfkeel_sth_2023",176.9
"2023-06-26 02:45:00",176.9,173.9,18.79,"Standish","sfkeel_sth_2023",176.9
"2023-06-26 03:00:00",176.5,173.5,18.73,"Standish","sfkeel_sth_2023",176.5
"2023-06-26 03:15:00",176.3,173.2,18.66,"Standish","sfkeel_sth_2023",176.3
"2023-06-26 03:30:00",176.1,173.2,18.61,"Standish","sfkeel_sth_2023",176.1
"2023-06-26 03:45:00",175.9,172.8,18.55,"Standish","sfkeel_sth_2023",175.9
"2023-06-26 04:00:00",175.7,172.8,18.5,"Standish","sfkeel_sth_2023",175.7
"2023-06-26 04:15:00",175.5,172.1,18.44,"Standish","sfkeel_sth_2023",175.5
"2023-06-26 04:30:00",175.3,172.5,18.39,"Standish","sfkeel_sth_2023",175.3
"2023-06-26 04:45:00",175.2,171.7,18.34,"Standish","sfkeel_sth_2023",175.2
"2023-06-26 05:00:00",175,172.1,18.31,"Standish","sfkeel_sth_2023",175
"2023-06-26 05:15:00",176,172.9,18.26,"Standish","sfkeel_sth_2023",176
"2023-06-26 05:30:00",174.7,171.7,18.21,"Standish","sfkeel_sth_2023",174.7
"2023-06-26 05:45:00",174.7,171.4,18.16,"Standish","sfkeel_sth_2023",174.7
"2023-06-26 06:00:00",174.4,171.4,18.13,"Standish","sfkeel_sth_2023",174.4
"2023-06-26 06:15:00",174.2,171,18.09,"Standish","sfkeel_sth_2023",174.2
"2023-06-26 06:30:00",174.1,171,18.05,"Standish","sfkeel_sth_2023",174.1
"2023-06-26 06:45:00",173.9,170.6,17.99,"Standish","sfkeel_sth_2023",173.9
"2023-06-26 07:00:00",173.8,170.6,17.97,"Standish","sfkeel_sth_2023",173.8
"2023-06-26 07:15:00",173.7,170.2,17.93,"Standish","sfkeel_sth_2023",173.7
"2023-06-26 07:30:00",173.6,170.6,17.91,"Standish","sfkeel_sth_2023",173.6
"2023-06-26 07:45:00",173.4,169.9,17.88,"Standish","sfkeel_sth_2023",173.4
"2023-06-26 08:00:00",173.4,170.3,17.87,"Standish","sfkeel_sth_2023",173.4
"2023-06-26 08:15:00",173.4,170.6,17.87,"Standish","sfkeel_sth_2023",173.4
"2023-06-26 08:30:00",173.3,170.3,17.88,"Standish","sfkeel_sth_2023",173.3
"2023-06-26 08:45:00",173.6,170.6,17.93,"Standish","sfkeel_sth_2023",173.6
"2023-06-26 09:00:00",173.9,171,18.17,"Standish","sfkeel_sth_2023",173.9
"2023-06-26 09:15:00",174.5,171.3,18.27,"Standish","sfkeel_sth_2023",174.5
"2023-06-26 09:30:00",174.9,171.7,18.33,"Standish","sfkeel_sth_2023",174.9
"2023-06-26 09:45:00",175,171.7,18.44,"Standish","sfkeel_sth_2023",175
"2023-06-26 10:00:00",175.5,172.4,18.53,"Standish","sfkeel_sth_2023",175.5
"2023-06-26 10:15:00",175.7,172.8,18.66,"Standish","sfkeel_sth_2023",175.7
"2023-06-26 10:30:00",176.1,172.8,18.75,"Standish","sfkeel_sth_2023",176.1
"2023-06-26 10:45:00",176.8,173.9,18.84,"Standish","sfkeel_sth_2023",176.8
"2023-06-26 11:00:00",177.3,174.3,18.94,"Standish","sfkeel_sth_2023",177.3
"2023-06-26 11:15:00",177.5,174.6,19.11,"Standish","sfkeel_sth_2023",177.5
"2023-06-26 11:30:00",178.6,175.4,19.23,"Standish","sfkeel_sth_2023",178.6
"2023-06-26 11:45:00",178.8,176.1,19.35,"Standish","sfkeel_sth_2023",178.8
"2023-06-26 12:00:00",179.7,176.5,19.52,"Standish","sfkeel_sth_2023",179.7
"2023-06-26 12:15:00",180.2,177.2,19.57,"Standish","sfkeel_sth_2023",180.2
"2023-06-26 12:30:00",180.2,177.6,19.74,"Standish","sfkeel_sth_2023",180.2
"2023-06-26 12:45:00",181,177.9,19.84,"Standish","sfkeel_sth_2023",181
"2023-06-26 13:00:00",181.6,178.7,20,"Standish","sfkeel_sth_2023",181.6
"2023-06-26 13:15:00",181.9,179,20.08,"Standish","sfkeel_sth_2023",181.9
"2023-06-26 13:30:00",182.3,179.4,20.22,"Standish","sfkeel_sth_2023",182.3
"2023-06-26 13:45:00",182.1,179,20.31,"Standish","sfkeel_sth_2023",182.1
"2023-06-26 14:00:00",183.6,180.5,20.39,"Standish","sfkeel_sth_2023",183.6
"2023-06-26 14:15:00",184.3,181.2,20.46,"Standish","sfkeel_sth_2023",184.3
"2023-06-26 14:30:00",184,180.8,20.53,"Standish","sfkeel_sth_2023",184
"2023-06-26 14:45:00",184.6,181.6,20.64,"Standish","sfkeel_sth_2023",184.6
"2023-06-26 15:00:00",184.8,181.6,20.71,"Standish","sfkeel_sth_2023",184.8
"2023-06-26 15:15:00",185.4,182.3,20.79,"Standish","sfkeel_sth_2023",185.4
"2023-06-26 15:30:00",185.8,182.7,20.88,"Standish","sfkeel_sth_2023",185.8
"2023-06-26 15:45:00",186,182.7,20.96,"Standish","sfkeel_sth_2023",186
"2023-06-26 16:00:00",186.3,183.4,20.99,"Standish","sfkeel_sth_2023",186.3
"2023-06-26 16:15:00",186.5,183.4,21.07,"Standish","sfkeel_sth_2023",186.5
"2023-06-26 16:30:00",186.9,183.8,21.1,"Standish","sfkeel_sth_2023",186.9
"2023-06-26 16:45:00",186.8,183.8,21.13,"Standish","sfkeel_sth_2023",186.8
"2023-06-26 17:00:00",187.2,184.2,21.14,"Standish","sfkeel_sth_2023",187.2
"2023-06-26 17:15:00",187.2,183.8,21.16,"Standish","sfkeel_sth_2023",187.2
"2023-06-26 17:30:00",187.4,184.2,21.16,"Standish","sfkeel_sth_2023",187.4
"2023-06-26 17:45:00",187.3,184.5,21.16,"Standish","sfkeel_sth_2023",187.3
"2023-06-26 18:00:00",187.2,184.2,21.16,"Standish","sfkeel_sth_2023",187.2
"2023-06-26 18:15:00",187.3,184.5,21.15,"Standish","sfkeel_sth_2023",187.3
"2023-06-26 18:30:00",187.2,184.2,21.09,"Standish","sfkeel_sth_2023",187.2
"2023-06-26 18:45:00",187,183.8,21.03,"Standish","sfkeel_sth_2023",187
"2023-06-26 19:00:00",186.3,183.4,20.96,"Standish","sfkeel_sth_2023",186.3
"2023-06-26 19:15:00",186.4,183.4,20.9,"Standish","sfkeel_sth_2023",186.4
"2023-06-26 19:30:00",186,182.7,20.81,"Standish","sfkeel_sth_2023",186
"2023-06-26 19:45:00",185.6,182.7,20.71,"Standish","sfkeel_sth_2023",185.6
"2023-06-26 20:00:00",185.4,182.4,20.64,"Standish","sfkeel_sth_2023",185.4
"2023-06-26 20:15:00",185.2,182.4,20.58,"Standish","sfkeel_sth_2023",185.2
"2023-06-26 20:30:00",185,182,20.52,"Standish","sfkeel_sth_2023",185
"2023-06-26 20:45:00",184.8,181.6,20.48,"Standish","sfkeel_sth_2023",184.8
"2023-06-26 21:00:00",184.7,181.6,20.45,"Standish","sfkeel_sth_2023",184.7
"2023-06-26 21:15:00",184.7,181.6,20.41,"Standish","sfkeel_sth_2023",184.7
"2023-06-26 21:30:00",184.4,181.3,20.36,"Standish","sfkeel_sth_2023",184.4
"2023-06-26 21:45:00",184.2,181.3,20.3,"Standish","sfkeel_sth_2023",184.2
"2023-06-26 22:00:00",184,180.9,20.25,"Standish","sfkeel_sth_2023",184
"2023-06-26 22:15:00",183.7,180.9,20.2,"Standish","sfkeel_sth_2023",183.7
"2023-06-26 22:30:00",183.4,180.5,20.13,"Standish","sfkeel_sth_2023",183.4
"2023-06-26 22:45:00",183.1,180.2,20.06,"Standish","sfkeel_sth_2023",183.1
"2023-06-26 23:00:00",182.8,179.8,19.98,"Standish","sfkeel_sth_2023",182.8
"2023-06-26 23:15:00",182.3,179.1,19.89,"Standish","sfkeel_sth_2023",182.3
"2023-06-26 23:30:00",182.2,178.7,19.83,"Standish","sfkeel_sth_2023",182.2
"2023-06-26 23:45:00",181.9,179.1,19.74,"Standish","sfkeel_sth_2023",181.9
"2023-06-27 00:00:00",181.5,178.3,19.66,"Standish","sfkeel_sth_2023",181.5
"2023-06-27 00:15:00",181.5,178.4,19.58,"Standish","sfkeel_sth_2023",181.5
"2023-06-27 00:30:00",180.9,178,19.52,"Standish","sfkeel_sth_2023",180.9
"2023-06-27 00:45:00",180.6,177.6,19.45,"Standish","sfkeel_sth_2023",180.6
"2023-06-27 01:00:00",180.5,177.6,19.39,"Standish","sfkeel_sth_2023",180.5
"2023-06-27 01:15:00",180.4,177.3,19.33,"Standish","sfkeel_sth_2023",180.4
"2023-06-27 01:30:00",180.1,177.3,19.26,"Standish","sfkeel_sth_2023",180.1
"2023-06-27 01:45:00",179.8,176.9,19.21,"Standish","sfkeel_sth_2023",179.8
"2023-06-27 02:00:00",179.5,176.1,19.16,"Standish","sfkeel_sth_2023",179.5
"2023-06-27 02:15:00",179.4,176.1,19.11,"Standish","sfkeel_sth_2023",179.4
"2023-06-27 02:30:00",179.6,176.9,19.1,"Standish","sfkeel_sth_2023",179.6
"2023-06-27 02:45:00",179,176.2,19.06,"Standish","sfkeel_sth_2023",179
"2023-06-27 03:00:00",179,176.2,19.01,"Standish","sfkeel_sth_2023",179
"2023-06-27 03:15:00",179,176.2,18.99,"Standish","sfkeel_sth_2023",179
"2023-06-27 03:30:00",178.8,175.8,18.94,"Standish","sfkeel_sth_2023",178.8
"2023-06-27 03:45:00",178.6,175.4,18.89,"Standish","sfkeel_sth_2023",178.6
"2023-06-27 04:00:00",178.5,175,18.85,"Standish","sfkeel_sth_2023",178.5
"2023-06-27 04:15:00",178.5,175.1,18.81,"Standish","sfkeel_sth_2023",178.5
"2023-06-27 04:30:00",178.6,175.5,18.75,"Standish","sfkeel_sth_2023",178.6
"2023-06-27 04:45:00",178.1,175.1,18.7,"Standish","sfkeel_sth_2023",178.1
"2023-06-27 05:00:00",177.7,174.3,18.6,"Standish","sfkeel_sth_2023",177.7
"2023-06-27 05:15:00",177.6,174.7,18.56,"Standish","sfkeel_sth_2023",177.6
"2023-06-27 05:30:00",177.8,174.7,18.51,"Standish","sfkeel_sth_2023",177.8
"2023-06-27 05:45:00",177.5,174.4,18.49,"Standish","sfkeel_sth_2023",177.5
"2023-06-27 06:00:00",178.8,175.5,18.43,"Standish","sfkeel_sth_2023",178.8
"2023-06-27 06:15:00",178,174.7,18.42,"Standish","sfkeel_sth_2023",178
"2023-06-27 06:30:00",177,174.4,18.38,"Standish","sfkeel_sth_2023",177
"2023-06-27 06:45:00",176.7,174,18.36,"Standish","sfkeel_sth_2023",176.7
"2023-06-27 07:00:00",177.2,174.4,18.32,"Standish","sfkeel_sth_2023",177.2
"2023-06-27 07:15:00",178.2,174.8,18.31,"Standish","sfkeel_sth_2023",178.2
"2023-06-27 07:30:00",176.3,172.9,18.31,"Standish","sfkeel_sth_2023",176.3
"2023-06-27 07:45:00",176.1,172.9,18.31,"Standish","sfkeel_sth_2023",176.1
"2023-06-27 08:00:00",176.3,173.2,18.3,"Standish","sfkeel_sth_2023",176.3
"2023-06-27 08:15:00",176.5,173.6,18.28,"Standish","sfkeel_sth_2023",176.5
"2023-06-27 08:30:00",176.4,173.2,18.28,"Standish","sfkeel_sth_2023",176.4
"2023-06-27 08:45:00",176.2,172.9,18.3,"Standish","sfkeel_sth_2023",176.2
"2023-06-27 09:00:00",175.8,172.8,18.51,"Standish","sfkeel_sth_2023",175.8
"2023-06-27 09:15:00",176,172.8,18.62,"Standish","sfkeel_sth_2023",176
"2023-06-27 09:30:00",176.9,173.9,18.71,"Standish","sfkeel_sth_2023",176.9
"2023-06-27 09:45:00",176.9,173.9,18.79,"Standish","sfkeel_sth_2023",176.9
"2023-06-27 10:00:00",177,173.9,18.93,"Standish","sfkeel_sth_2023",177
"2023-06-27 10:15:00",179.7,177.3,19.02,"Standish","sfkeel_sth_2023",179.7
"2023-06-27 10:30:00",177.8,174.6,19.13,"Standish","sfkeel_sth_2023",177.8
"2023-06-27 10:45:00",178.8,175.7,19.24,"Standish","sfkeel_sth_2023",178.8
"2023-06-27 11:00:00",179.6,176.9,19.33,"Standish","sfkeel_sth_2023",179.6
"2023-06-27 11:15:00",180.3,177.2,19.44,"Standish","sfkeel_sth_2023",180.3
"2023-06-27 11:30:00",180.5,177.6,19.58,"Standish","sfkeel_sth_2023",180.5
"2023-06-27 11:45:00",180.9,177.9,19.73,"Standish","sfkeel_sth_2023",180.9
"2023-06-27 12:00:00",181.3,178.3,19.84,"Standish","sfkeel_sth_2023",181.3
"2023-06-27 12:15:00",181.9,179,19.97,"Standish","sfkeel_sth_2023",181.9
"2023-06-27 12:30:00",182.8,179.4,20.06,"Standish","sfkeel_sth_2023",182.8
