"date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
NA,NA,1,0.00872254585280043,0.000247610655761814,0.00105926043385748,0.00654565258855674,0.00796229426154703,0.00875239957738774,0.00948028393322232,0.0107711255008605,18.3006637049653,1.23803022037655,15.5042017214873,0.0227367327626782,0.123586095469266,15.2576110282282,15.4217789824964,15.5044200235285,15.5895255748571,15.7413090712782,29.5449397327533,1.1337450950376,152562.469359464,630.603834234938,2691.02560641397,147870.783011923,150580.706863798,152308.746041418,154372.110681724,158657.45257197,18.2105241641314,1.23872109957218
