"date_index","time_index","index","K600_daily_sigma_mean","K600_daily_sigma_se_mean","K600_daily_sigma_sd","K600_daily_sigma_2.5pct","K600_daily_sigma_25pct","K600_daily_sigma_50pct","K600_daily_sigma_75pct","K600_daily_sigma_97.5pct","K600_daily_sigma_n_eff","K600_daily_sigma_Rhat"
NA,NA,1,0.134179508547169,0.00536414024486636,0.0807053845727997,0.035189069869854,0.0706965846318489,0.115702815686732,0.179330698930244,0.331082744548864,226.362652769429,1.01278692360411
