"date_time","Temp_C","DO_mgL"
2022-06-26 19:02:39,20.854,8.513
2022-06-26 19:07:39,20.803,8.526
2022-06-26 19:12:39,20.778,8.511
2022-06-26 19:17:39,20.728,8.509
2022-06-26 19:22:39,20.695,8.496
2022-06-26 19:27:39,20.661,8.486
2022-06-26 19:32:39,20.661,8.472
2022-06-26 19:37:39,20.619,8.476
2022-06-26 19:42:39,20.603,8.468
2022-06-26 19:47:39,20.594,8.458
2022-06-26 19:52:39,20.561,8.446
2022-06-26 19:57:39,20.544,8.44
2022-06-26 20:02:39,20.527,8.429
2022-06-26 20:07:39,20.519,8.426
2022-06-26 20:12:39,20.494,8.409
2022-06-26 20:17:39,20.469,8.408
2022-06-26 20:22:39,20.46,8.404
2022-06-26 20:27:39,20.427,8.398
2022-06-26 20:32:39,20.393,8.393
2022-06-26 20:37:39,20.376,8.382
2022-06-26 20:42:39,20.385,8.376
2022-06-26 20:47:39,20.36,8.357
2022-06-26 20:52:39,20.318,8.367
2022-06-26 20:57:39,20.301,8.36
2022-06-26 21:02:39,20.276,8.349
2022-06-26 21:07:39,20.251,8.347
2022-06-26 21:12:39,20.226,8.348
2022-06-26 21:17:39,20.201,8.335
2022-06-26 21:22:39,20.159,8.336
2022-06-26 21:27:39,20.142,8.329
2022-06-26 21:32:39,20.125,8.331
2022-06-26 21:37:39,20.1,8.333
2022-06-26 21:42:39,20.075,8.332
2022-06-26 21:47:39,20.041,8.326
2022-06-26 21:52:39,20.025,8.329
2022-06-26 21:57:39,20.008,8.329
2022-06-26 22:02:39,20.016,8.323
2022-06-26 22:07:39,19.974,8.325
2022-06-26 22:12:39,19.966,8.328
2022-06-26 22:17:39,19.941,8.319
2022-06-26 22:22:39,19.949,8.309
2022-06-26 22:27:39,19.916,8.325
2022-06-26 22:32:39,19.899,8.325
2022-06-26 22:37:39,19.899,8.322
2022-06-26 22:42:39,19.891,8.324
2022-06-26 22:47:39,19.857,8.318
2022-06-26 22:52:39,19.874,8.317
2022-06-26 22:57:39,19.857,8.315
2022-06-26 23:02:39,19.84,8.322
2022-06-26 23:07:39,19.84,8.322
2022-06-26 23:12:39,19.832,8.323
2022-06-26 23:17:39,19.832,8.325
2022-06-26 23:22:39,19.824,8.317
2022-06-26 23:27:39,19.807,8.318
2022-06-26 23:32:39,19.815,8.316
2022-06-26 23:37:39,19.832,8.323
2022-06-26 23:42:39,19.807,8.328
2022-06-26 23:47:39,19.782,8.332
2022-06-26 23:52:39,19.798,8.324
2022-06-26 23:57:39,19.782,8.326
2022-06-27 00:02:39,19.79,8.318
2022-06-27 00:07:39,19.79,8.324
2022-06-27 00:12:39,19.79,8.316
2022-06-27 00:17:39,19.782,8.316
2022-06-27 00:22:39,19.765,8.326
2022-06-27 00:27:39,19.773,8.323
2022-06-27 00:32:39,19.773,8.325
2022-06-27 00:37:39,19.79,8.318
2022-06-27 00:42:39,19.765,8.322
2022-06-27 00:47:39,19.773,8.333
2022-06-27 00:52:39,19.756,8.33
2022-06-27 00:57:39,19.748,8.326
2022-06-27 01:02:39,19.765,8.32
2022-06-27 01:07:39,19.748,8.326
2022-06-27 01:12:39,19.748,8.323
2022-06-27 01:17:39,19.765,8.314
2022-06-27 01:22:39,19.74,8.335
2022-06-27 01:27:39,19.731,8.326
2022-06-27 01:32:39,19.731,8.329
2022-06-27 01:37:39,19.715,8.33
2022-06-27 01:42:39,19.706,8.329
2022-06-27 01:47:39,19.706,8.33
2022-06-27 01:52:39,19.689,8.34
2022-06-27 01:57:39,19.698,8.335
2022-06-27 02:02:39,19.673,8.335
2022-06-27 02:07:39,19.664,8.342
2022-06-27 02:12:39,19.673,8.328
2022-06-27 02:17:39,19.647,8.346
2022-06-27 02:22:39,19.647,8.342
2022-06-27 02:27:39,19.622,8.343
2022-06-27 02:32:39,19.647,8.341
2022-06-27 02:37:39,19.614,8.346
2022-06-27 02:42:39,19.622,8.344
2022-06-27 02:47:39,19.614,8.346
2022-06-27 02:52:39,19.606,8.341
2022-06-27 02:57:39,19.572,8.359
2022-06-27 03:02:39,19.555,8.365
2022-06-27 03:07:39,19.564,8.348
2022-06-27 03:12:39,19.547,8.355
2022-06-27 03:17:39,19.555,8.358
2022-06-27 03:22:39,19.538,8.363
2022-06-27 03:27:39,19.522,8.364
2022-06-27 03:32:39,19.513,8.363
2022-06-27 03:37:39,19.522,8.363
2022-06-27 03:42:39,19.496,8.364
2022-06-27 03:47:39,19.488,8.372
2022-06-27 03:52:39,19.48,8.371
2022-06-27 03:57:39,19.48,8.36
2022-06-27 04:02:39,19.463,8.372
2022-06-27 04:07:39,19.455,8.371
2022-06-27 04:12:39,19.455,8.371
2022-06-27 04:17:39,19.413,8.388
2022-06-27 04:22:39,19.429,8.374
2022-06-27 04:27:39,19.413,8.381
2022-06-27 04:32:39,19.421,8.386
2022-06-27 04:37:39,19.413,8.385
2022-06-27 04:42:39,19.387,8.388
2022-06-27 04:47:39,19.371,8.389
2022-06-27 04:52:39,19.371,8.399
2022-06-27 04:57:39,19.379,8.39
2022-06-27 05:02:39,19.337,8.395
2022-06-27 05:07:39,19.354,8.395
2022-06-27 05:12:39,19.345,8.399
2022-06-27 05:17:39,19.345,8.4
2022-06-27 05:22:39,19.32,8.395
2022-06-27 05:27:39,19.304,8.397
2022-06-27 05:32:39,19.287,8.41
2022-06-27 05:37:39,19.304,8.407
2022-06-27 05:42:39,19.287,8.405
2022-06-27 05:47:39,19.236,8.428
2022-06-27 05:52:39,19.253,8.417
2022-06-27 05:57:39,19.228,8.426
2022-06-27 06:02:39,19.22,8.429
2022-06-27 06:07:39,19.211,8.427
2022-06-27 06:12:39,19.178,8.431
2022-06-27 06:17:39,19.186,8.432
2022-06-27 06:22:39,19.169,8.444
2022-06-27 06:27:39,19.169,8.438
2022-06-27 06:32:39,19.136,8.455
2022-06-27 06:37:39,19.144,8.456
2022-06-27 06:42:39,19.136,8.46
2022-06-27 06:47:39,19.102,8.471
2022-06-27 06:52:39,19.11,8.477
2022-06-27 06:57:39,19.102,8.478
2022-06-27 07:02:39,19.085,8.485
2022-06-27 07:07:39,19.077,8.487
2022-06-27 07:12:39,19.068,8.492
2022-06-27 07:17:39,19.068,8.497
2022-06-27 07:22:39,19.068,8.507
2022-06-27 07:27:39,19.035,8.52
2022-06-27 07:32:39,19.018,8.524
2022-06-27 07:37:39,19.035,8.539
2022-06-27 07:42:39,19.035,8.539
2022-06-27 07:47:39,19.043,8.547
2022-06-27 07:52:39,19.035,8.556
2022-06-27 07:57:39,19.043,8.577
2022-06-27 08:02:39,19.026,8.584
2022-06-27 08:07:39,19.01,8.587
2022-06-27 08:12:39,19.018,8.593
2022-06-27 08:17:39,19.026,8.596
2022-06-27 08:22:39,19.018,8.619
2022-06-27 08:27:39,19.026,8.631
2022-06-27 08:32:39,19.043,8.643
2022-06-27 08:37:39,19.026,8.65
2022-06-27 08:42:39,19.043,8.66
2022-06-27 08:47:39,19.052,8.672
2022-06-27 08:52:39,19.043,8.675
2022-06-27 08:57:39,19.06,8.695
2022-06-27 09:02:39,19.085,8.697
2022-06-27 09:07:39,19.085,8.7
2022-06-27 09:12:39,19.11,8.712
2022-06-27 09:17:39,19.11,8.722
2022-06-27 09:22:39,19.144,8.723
2022-06-27 09:27:39,19.144,8.734
2022-06-27 09:32:39,19.161,8.739
2022-06-27 09:37:39,19.169,8.749
2022-06-27 09:42:39,19.194,8.763
2022-06-27 09:47:39,19.22,8.772
2022-06-27 09:52:39,19.236,8.772
2022-06-27 09:57:39,19.236,8.794
2022-06-27 10:02:39,19.278,8.791
2022-06-27 10:07:39,19.32,8.799
2022-06-27 10:12:39,19.329,8.811
2022-06-27 10:17:39,19.362,8.806
2022-06-27 10:22:39,19.371,8.819
2022-06-27 10:27:39,19.396,8.832
2022-06-27 10:32:39,19.438,8.842
2022-06-27 10:37:39,19.463,8.844
2022-06-27 10:42:39,19.488,8.842
2022-06-27 10:47:39,19.555,8.844
2022-06-27 10:52:39,19.572,8.843
2022-06-27 10:57:39,19.606,8.847
2022-06-27 11:02:39,19.622,8.858
2022-06-27 11:07:39,19.639,8.859
2022-06-27 11:12:39,19.689,8.867
2022-06-27 11:17:39,19.74,8.86
2022-06-27 11:22:39,19.74,8.867
2022-06-27 11:27:39,19.782,8.858
2022-06-27 11:32:39,19.798,8.871
2022-06-27 11:37:39,19.832,8.875
2022-06-27 11:42:39,19.857,8.881
2022-06-27 11:47:39,19.899,8.869
2022-06-27 11:52:39,19.891,8.892
2022-06-27 11:57:39,19.949,8.876
2022-06-27 12:02:39,19.974,8.881
2022-06-27 12:07:39,19.991,8.883
2022-06-27 12:12:39,20.041,8.889
2022-06-27 12:17:39,20.067,8.877
2022-06-27 12:22:39,20.1,8.874
2022-06-27 12:27:39,20.125,8.881
2022-06-27 12:32:39,20.142,8.888
2022-06-27 12:37:39,20.184,8.875
2022-06-27 12:42:39,20.217,8.866
2022-06-27 12:47:39,20.242,8.869
2022-06-27 12:52:39,20.251,8.871
2022-06-27 12:57:39,20.251,8.885
2022-06-27 13:02:39,20.301,8.859
2022-06-27 13:07:39,20.301,8.883
2022-06-27 13:12:39,20.326,8.88
2022-06-27 13:17:39,20.36,8.873
2022-06-27 13:22:39,20.376,8.875
2022-06-27 13:27:39,20.402,8.868
2022-06-27 13:32:39,20.402,8.867
2022-06-27 13:37:39,20.418,8.877
2022-06-27 13:42:39,20.443,8.864
2022-06-27 13:47:39,20.469,8.862
2022-06-27 13:52:39,20.485,8.865
2022-06-27 13:57:39,20.51,8.847
2022-06-27 14:02:39,20.544,8.857
2022-06-27 14:07:39,20.544,8.86
2022-06-27 14:12:39,20.569,8.852
2022-06-27 14:17:39,20.577,8.848
2022-06-27 14:22:39,20.611,8.838
2022-06-27 14:27:39,20.619,8.835
2022-06-27 14:32:39,20.653,8.839
2022-06-27 14:37:39,20.661,8.839
2022-06-27 14:42:39,20.686,8.838
2022-06-27 14:47:39,20.703,8.838
2022-06-27 14:52:39,20.728,8.822
2022-06-27 14:57:39,20.72,8.835
