"date_time","Temp_C","DO_mgL"
"2023-06-28 07:40:00",16.04,8.913
"2023-06-28 07:45:00",16.032,8.916
"2023-06-28 07:50:00",15.998,8.92
"2023-06-28 07:55:00",16.006,8.937
"2023-06-28 08:00:00",15.989,8.938
"2023-06-28 08:05:00",15.989,8.95
"2023-06-28 08:10:00",15.972,8.962
"2023-06-28 08:15:00",15.972,8.97
"2023-06-28 08:20:00",15.964,8.979
"2023-06-28 08:25:00",15.947,8.988
"2023-06-28 08:30:00",15.955,9.001
"2023-06-28 08:35:00",15.938,9.003
"2023-06-28 08:40:00",15.93,9.023
"2023-06-28 08:45:00",15.947,9.041
"2023-06-28 08:50:00",15.93,9.036
"2023-06-28 08:55:00",15.938,9.045
"2023-06-28 09:00:00",15.947,9.04
"2023-06-28 09:05:00",15.93,9.06
"2023-06-28 09:10:00",15.938,9.077
"2023-06-28 09:15:00",15.947,9.065
"2023-06-28 09:20:00",15.938,9.08
"2023-06-28 09:25:00",15.938,9.09
"2023-06-28 09:30:00",15.955,9.104
"2023-06-28 09:35:00",15.972,9.114
"2023-06-28 09:40:00",15.972,9.115
"2023-06-28 09:45:00",15.981,9.125
"2023-06-28 09:50:00",15.998,9.141
"2023-06-28 09:55:00",16.023,9.132
"2023-06-28 10:00:00",16.058,9.145
"2023-06-28 10:05:00",16.049,9.158
"2023-06-28 10:10:00",16.083,9.161
"2023-06-28 10:15:00",16.083,9.155
"2023-06-28 10:20:00",16.1,9.166
"2023-06-28 10:25:00",16.1,9.176
"2023-06-28 10:30:00",16.126,9.177
"2023-06-28 10:35:00",16.126,9.189
"2023-06-28 10:40:00",16.16,9.195
"2023-06-28 10:45:00",16.168,9.212
"2023-06-28 10:50:00",16.185,9.192
"2023-06-28 10:55:00",16.194,9.218
"2023-06-28 11:00:00",16.228,9.209
"2023-06-28 11:05:00",16.237,9.213
"2023-06-28 11:10:00",16.254,9.222
"2023-06-28 11:15:00",16.262,9.225
"2023-06-28 11:20:00",16.279,9.239
"2023-06-28 11:25:00",16.296,9.229
"2023-06-28 11:30:00",16.305,9.235
"2023-06-28 11:35:00",16.33,9.246
"2023-06-28 11:40:00",16.356,9.239
"2023-06-28 11:45:00",16.364,9.247
"2023-06-28 11:50:00",16.373,9.248
"2023-06-28 11:55:00",16.398,9.251
"2023-06-28 12:00:00",16.398,9.254
"2023-06-28 12:05:00",16.407,9.257
"2023-06-28 12:10:00",16.424,9.256
"2023-06-28 12:15:00",16.449,9.261
"2023-06-28 12:20:00",16.449,9.255
"2023-06-28 12:25:00",16.483,9.261
"2023-06-28 12:30:00",16.517,9.266
"2023-06-28 12:35:00",16.509,9.272
"2023-06-28 12:40:00",16.509,9.251
"2023-06-28 12:45:00",16.534,9.28
"2023-06-28 12:50:00",16.568,9.261
"2023-06-28 12:55:00",16.585,9.263
"2023-06-28 13:00:00",16.594,9.27
"2023-06-28 13:05:00",16.619,9.27
"2023-06-28 13:10:00",16.653,9.26
"2023-06-28 13:15:00",16.687,9.259
"2023-06-28 13:20:00",16.696,9.254
"2023-06-28 13:25:00",16.738,9.244
"2023-06-28 13:30:00",16.747,9.25
"2023-06-28 13:35:00",16.781,9.249
"2023-06-28 13:40:00",16.798,9.236
"2023-06-28 13:45:00",16.806,9.24
"2023-06-28 13:50:00",16.832,9.249
"2023-06-28 13:55:00",16.857,9.238
"2023-06-28 14:00:00",16.891,9.233
"2023-06-28 14:05:00",16.908,9.228
"2023-06-28 14:10:00",16.925,9.214
"2023-06-28 14:15:00",16.967,9.231
"2023-06-28 14:20:00",16.984,9.213
"2023-06-28 14:25:00",17.027,9.207
"2023-06-28 14:30:00",17.035,9.212
"2023-06-28 14:35:00",17.06,9.217
"2023-06-28 14:40:00",17.086,9.19
"2023-06-28 14:45:00",17.128,9.188
"2023-06-28 14:50:00",17.154,9.176
"2023-06-28 14:55:00",17.187,9.172
"2023-06-28 15:00:00",17.204,9.172
"2023-06-28 15:05:00",17.238,9.163
"2023-06-28 15:10:00",17.289,9.152
"2023-06-28 15:15:00",17.314,9.142
"2023-06-28 15:20:00",17.331,9.145
"2023-06-28 15:25:00",17.365,9.127
"2023-06-28 15:30:00",17.416,9.12
"2023-06-28 15:35:00",17.424,9.11
"2023-06-28 15:40:00",17.45,9.107
"2023-06-28 15:45:00",17.458,9.112
"2023-06-28 15:50:00",17.492,9.085
"2023-06-28 15:55:00",17.526,9.081
"2023-06-28 16:00:00",17.576,9.063
"2023-06-28 16:05:00",17.593,9.056
"2023-06-28 16:10:00",17.602,9.055
"2023-06-28 16:15:00",17.636,9.04
"2023-06-28 16:20:00",17.669,9.025
"2023-06-28 16:25:00",17.695,9.018
"2023-06-28 16:30:00",17.712,9.027
"2023-06-28 16:35:00",17.754,9.014
"2023-06-28 16:40:00",17.779,8.993
