"date_time","Temp_C","DO_mgL"
2023-06-18 11:35:00,20.781,8.001
2023-06-18 11:40:00,20.79,8.025
2023-06-18 11:45:00,20.865,8.037
2023-06-18 11:50:00,20.873,8.068
2023-06-18 11:55:00,20.923,8.09
2023-06-18 12:00:00,20.948,8.102
2023-06-18 12:05:00,20.973,8.117
2023-06-18 12:10:00,21.007,8.153
2023-06-18 12:15:00,21.04,8.172
2023-06-18 12:20:00,21.099,8.188
2023-06-18 12:25:00,21.132,8.218
2023-06-18 12:30:00,21.174,8.225
2023-06-18 12:35:00,21.216,8.25
2023-06-18 12:40:00,21.241,8.263
2023-06-18 12:45:00,21.283,8.286
2023-06-18 12:50:00,21.341,8.306
2023-06-18 12:55:00,21.383,8.312
2023-06-18 13:00:00,21.425,8.345
2023-06-18 13:05:00,21.458,8.37
2023-06-18 13:10:00,21.5,8.381
2023-06-18 13:15:00,21.55,8.4
2023-06-18 13:20:00,21.6,8.407
2023-06-18 13:25:00,21.634,8.416
2023-06-18 13:30:00,21.684,8.436
2023-06-18 13:35:00,21.734,8.454
2023-06-18 13:40:00,21.784,8.47
2023-06-18 13:45:00,21.834,8.481
2023-06-18 13:50:00,21.893,8.486
2023-06-18 13:55:00,21.935,8.514
2023-06-18 14:00:00,21.976,8.526
2023-06-18 14:05:00,21.993,8.542
2023-06-18 14:10:00,22.027,8.551
2023-06-18 14:15:00,22.077,8.57
2023-06-18 14:20:00,22.093,8.576
2023-06-18 14:25:00,22.144,8.58
2023-06-18 14:30:00,22.152,8.601
2023-06-18 14:35:00,22.227,8.607
2023-06-18 14:40:00,22.277,8.616
2023-06-18 14:45:00,22.277,8.636
2023-06-18 14:50:00,22.319,8.631
2023-06-18 14:55:00,22.361,8.636
2023-06-18 15:00:00,22.394,8.664
2023-06-18 15:05:00,22.419,8.677
2023-06-18 15:10:00,22.461,8.679
2023-06-18 15:15:00,22.486,8.688
2023-06-18 15:20:00,22.537,8.697
2023-06-18 15:25:00,22.562,8.705
2023-06-18 15:30:00,22.603,8.722
2023-06-18 15:35:00,22.637,8.726
2023-06-18 15:40:00,22.662,8.743
2023-06-18 15:45:00,22.695,8.751
2023-06-18 15:50:00,22.737,8.753
2023-06-18 15:55:00,22.762,8.758
2023-06-18 16:00:00,22.796,8.78
2023-06-18 16:05:00,22.829,8.785
2023-06-18 16:10:00,22.871,8.789
2023-06-18 16:15:00,22.879,8.788
2023-06-18 16:20:00,22.905,8.793
2023-06-18 16:25:00,22.913,8.805
2023-06-18 16:30:00,22.938,8.817
2023-06-18 16:35:00,22.963,8.811
2023-06-18 16:40:00,22.963,8.825
2023-06-18 16:45:00,22.988,8.821
2023-06-18 16:50:00,23.03,8.82
2023-06-18 16:55:00,23.022,8.831
2023-06-18 17:00:00,23.055,8.816
2023-06-18 17:05:00,23.072,8.822
2023-06-18 17:10:00,23.105,8.818
2023-06-18 17:15:00,23.105,8.834
2023-06-18 17:20:00,23.114,8.822
2023-06-18 17:25:00,23.122,8.825
2023-06-18 17:30:00,23.139,8.813
2023-06-18 17:35:00,23.122,8.813
2023-06-18 17:40:00,23.122,8.807
2023-06-18 17:45:00,23.139,8.801
