"date_time","Temp_C","DO_mgL","SW","pressure_mmHg","discharge_m3_s","depth"
2022-08-10 04:35:00,23.306,6.42,0,695.559664238127,1.11851438636035,0.260609524249109
2022-08-10 04:40:00,23.29,6.398,0,695.559205865832,1.11851438636035,0.260609524249109
2022-08-10 04:45:00,23.248,6.386,0,695.558747493537,1.11851438636035,0.260609524249109
2022-08-10 04:50:00,23.256,6.355,0,695.558289121242,1.11851438636035,0.260609524249109
2022-08-10 04:55:00,23.223,6.35,0,695.557830748947,1.11851438636035,0.260609524249109
2022-08-10 05:00:00,23.189,6.323,0,695.557372376652,1.11851438636035,0.260609524249109
2022-08-10 05:05:00,23.156,6.325,0,695.581499427451,1.13172890231735,0.262367847742347
2022-08-10 05:10:00,23.147,6.297,0,695.605626478251,1.14494341827435,0.264126171235586
2022-08-10 05:15:00,23.105,6.264,0,695.62975352905,1.15815793423135,0.265884494728824
2022-08-10 05:20:00,23.08,6.284,0,695.653880579849,1.14494341827435,0.264126171235586
2022-08-10 05:25:00,23.047,6.212,0,695.678007630649,1.13172890231735,0.262367847742347
2022-08-10 05:30:00,23.03,6.229,0,695.702134681448,1.11851438636035,0.260609524249109
2022-08-10 05:35:00,23.022,6.221,0,695.726261732247,1.13172890231735,0.262367847742347
2022-08-10 05:40:00,22.988,6.214,0,695.750388783047,1.14494341827435,0.264126171235586
2022-08-10 05:45:00,22.971,6.192,0,695.774515833846,1.15815793423135,0.265884494728824
2022-08-10 05:50:00,22.946,6.182,0,695.798642884645,1.15815793423135,0.265884494728824
2022-08-10 05:55:00,22.93,6.083,0,695.822769935445,1.15815793423135,0.265884494728824
2022-08-10 06:00:00,22.93,6.142,0,695.846896986244,1.15815793423135,0.265884494728824
2022-08-10 06:05:00,22.896,6.127,6.21325,695.871024037043,1.15815793423135,0.265884494728824
2022-08-10 06:10:00,22.879,6.137,12.4265,695.895151087842,1.15815793423135,0.265884494728824
2022-08-10 06:15:00,22.838,6.122,18.63975,695.919278138642,1.15815793423135,0.265884494728824
2022-08-10 06:20:00,22.829,6.112,24.853,695.943405189441,1.15815793423135,0.265884494728824
2022-08-10 06:25:00,22.813,6.126,31.06625,695.96753224024,1.15815793423135,0.265884494728824
2022-08-10 06:30:00,22.779,6.097,37.2795,695.99165929104,1.15815793423135,0.265884494728824
2022-08-10 06:35:00,22.771,6.091,43.49275,696.015786341839,1.15815793423135,0.265884494728824
2022-08-10 06:40:00,22.746,6.082,49.706,696.039913392638,1.15815793423135,0.265884494728824
2022-08-10 06:45:00,22.729,6.064,55.91925,696.064040443438,1.15815793423135,0.265884494728824
2022-08-10 06:50:00,22.729,6.062,62.1325,696.088167494237,1.15910182822828,0.266010089264055
2022-08-10 06:55:00,22.695,6.07,68.34575,696.112294545036,1.16004572222521,0.266135683799287
2022-08-10 07:00:00,22.662,6.073,74.559,696.136421595836,1.16098961622214,0.266261278334518
2022-08-10 07:05:00,22.654,6.055,88.9490833333333,696.160548646635,1.16098961622214,0.266261278334518
2022-08-10 07:10:00,22.612,6.06,103.339166666667,696.184675697434,1.16098961622214,0.266261278334518
2022-08-10 07:15:00,22.612,6.05,117.72925,696.208802748234,1.16098961622214,0.266261278334518
2022-08-10 07:20:00,22.587,6.039,132.119333333333,696.232929799033,1.17420413217914,0.268019601827756
