"","SFE-M-1S","SFE-M-2","SFE-M-3","SFE-M-4","SFE-SH-1S"
"b0",0.999564101297419,0.999403298560619,1.00035507992604,1.00035411327822,1.00058483130444
"b1",1.0003432984536,1.00065162406281,0.999761304024171,1.00023902089621,1.00091539391217
"b[1]",0.99952839925286,0.999799760478241,1.00111666234197,1.00059876988394,1.00025416492661
"sigma",1.0001997035673,0.999805079157242,1.00009251050147,1.00049581272396,0.999296758094228
"lp__",1.00071696221274,0.999512786117533,0.999953211321389,1.00021583499834,1.00068346920028
