"site_year","date","GPP.mean","GPP.2.5.pct","GPP.97.5.pct","GPP_Rhat","ER.mean","ER.2.5.pct","ER.97.5.pct","ER_Rhat","NEP.mean","NEP.2.5.pct","NEP.97.5.pct","K600_daily_mean","K600_daily_Rhat"
"sfkeel_mir_2022",2022-06-30,3.91757831853678,2.48328240992289,5.32827126247245,1.00108005984853,-4.15115539951421,-6.26716539813504,-2.10839101110661,1.00224528561774,-0.233577080977429,-3.78388298821215,3.21988025136585,4.68498610693124,1.00530727357071
"sfkeel_mir_2022",2022-07-01,4.11782062730403,2.70658583216372,5.55585773079986,1.00138375866799,-4.20994192867355,-6.27985758830523,-2.10530105062663,1.00050150729763,-0.092121301369513,-3.57327175614151,3.45055668017323,4.64121085843322,1.0058192609389
"sfkeel_mir_2022",2022-07-02,4.44321141394342,3.01006818115418,5.90698757362707,1.00035137299236,-4.09909633918892,-6.18222853420416,-2.01602344740943,1.0008120140911,0.344115074754503,-3.17216035304998,3.89096412621764,4.61697392873097,1.00465627510973
"sfkeel_mir_2022",2022-07-03,3.19262292820306,1.87940203150851,4.48947776636652,1.00229279642593,-3.28865499603543,-5.24611825301277,-1.30943879854973,1.00159385512859,-0.0960320678323741,-3.36671622150426,3.18003896781679,4.6139272258363,1.00475994872398
"sfkeel_mir_2022",2022-07-04,4.47613703844734,3.06623239702916,5.9333694932046,1.00222240371431,-4.55855867580377,-6.70505455217664,-2.47050784006263,1.0009358935896,-0.0824216373564255,-3.63882215514748,3.46286165314197,4.77811329169284,1.00537153705262
"sfkeel_mir_2022",2022-07-05,4.23769550562562,2.82760957304872,5.74082652416063,1.00246382531339,-4.01455462859809,-6.10744953083832,-1.93682511833664,1.00104717656805,0.223140877027523,-3.2798399577896,3.80400140582399,4.97987930438565,1.0049628512293
"sfkeel_mir_2022",2022-07-06,5.22844746116935,3.73258522923908,6.72173824133494,1.00274138877952,-4.46782649202087,-6.60307264522154,-2.35072888478516,1.00179208151729,0.760620969148483,-2.87048741598246,4.37100935654978,5.15067274004457,1.00405345960678
"sfkeel_mir_2022",2022-07-07,5.22528262200142,3.65043830747575,6.73576051691825,1.00127806514101,-4.74201632344812,-6.8907841302811,-2.54164977227368,1.00125530706548,0.483266298553298,-3.24034582280536,4.19411074464457,5.16053823977091,1.00407359543548
"sfkeel_mir_2022",2022-07-08,5.23797092799696,3.73296524885807,6.76125171526316,1.00401855800893,-4.72712411883225,-6.93385437018924,-2.56562912825991,1.00393905796387,0.510846809164708,-3.20088912133117,4.19562258700325,4.99711139538145,1.00503087682971
"sfkeel_mir_2022",2022-07-09,5.32145956966604,3.83702688443413,6.80706538027907,1.00187560563389,-4.97830276900779,-7.16863173900516,-2.90304813505981,1.00081375120645,0.343156800658251,-3.33160485457103,3.90401724521927,4.83626227759027,1.00592785517032
"sfkeel_mir_2022",2022-07-10,5.17488673959969,3.74408314697424,6.60553236434644,1.00179952913539,-4.57845031771355,-6.73946847040661,-2.51553808208851,1.00055592840205,0.59643642188614,-2.99538532343237,4.08999428225793,4.67109039018,1.00591361245716
"sfkeel_mir_2022",2022-07-11,6.0865637467848,4.62650824169914,7.52865419207877,1.00054517504743,-5.11126077951193,-7.13014846078666,-3.09250411968686,1.00034442967988,0.975302967272872,-2.50364021908752,4.43615007239191,4.51346031231286,1.00354721499421
"sfkeel_mir_2022",2022-07-12,6.31121209014854,4.8123697218118,7.78484878564406,1.00534888259203,-5.02999744831165,-7.09089948627351,-2.62833671469603,1.00715931325949,1.28121464183689,-2.27852976446171,5.15651207094803,4.38439436689594,1.00298570551001
"sfkeel_mir_2022",2022-07-29,7.26238620117102,6.04473600672768,8.51265076886111,1.00151094382645,-5.69986689711081,-7.52656639440753,-3.89087479290709,1.0000905256466,1.56251930406021,-1.48183038767985,4.62177597595402,3.74747460069236,1.00275155554542
"sfkeel_mir_2022",2022-07-30,6.9370147118956,5.72154553792439,8.11727227729795,1.00015741535407,-5.52752944607394,-7.25639527246818,-3.74266281235345,1.00074030385424,1.40948526582167,-1.53484973454379,4.3746094649445,3.72596363873197,1.00306266400545
"sfkeel_mir_2022",2022-07-31,6.68283332612263,5.43720998543955,7.90158402085029,1.00073858603149,-5.43119755193319,-7.25073124844616,-3.65172525565367,1.00171479853022,1.25163577418944,-1.81352126300661,4.24985876519662,3.73550171274899,1.00382061089025
"sfkeel_mir_2022",2022-08-01,7.2006043366613,5.91656709019938,8.38344809181172,1.00540210334444,-5.84728625832351,-7.58671022336123,-4.11917744597368,1.00226859106228,1.35331807833779,-1.67014313316185,4.26427064583804,3.7799536144674,1.00436584839514
"sfkeel_mir_2022",2022-08-02,6.89052266701307,5.67475349347727,8.15684422281226,1.00176917425784,-6.15577294410351,-7.98006156254969,-4.42148905311472,1.00233664317586,0.734749722909562,-2.30530806907242,3.73535516969754,3.82850068891638,1.00433496067949
"sfkeel_mir_2022",2022-08-03,6.09478551410384,4.83475586774019,7.34397431598721,1.00037193439571,-6.08993826540485,-7.92714033715391,-4.30173467802342,1.00158312885514,0.00484724869899189,-3.09238446941372,3.04223963796379,3.82694493499155,1.0042892941132
"sfkeel_mir_2022",2022-08-04,6.2310113472835,5.02334844823949,7.41078675679244,1.00025987260186,-6.00677140963264,-7.78062492080775,-4.24534840510778,1.002224666636,0.224239937650864,-2.75727647256826,3.16543835168466,3.81945052408519,1.00406465506803
"sfkeel_mir_2022",2022-08-05,6.64681009257404,5.48090661629158,7.82847826280202,1.00394148222733,-6.50615817472656,-8.27925300027486,-4.74954176993898,1.00643540423634,0.140651917847478,-2.79834638398328,3.07893649286303,3.85335867360261,1.00494907278061
"sfkeel_mir_2022",2022-08-06,6.64018622526044,5.4755858682227,7.83981187408728,1.00160443401325,-7.03801273793471,-8.7707610147343,-5.32157793855211,1.00053294128965,-0.397826512674271,-3.2951751465116,2.51823393553517,3.85699033361802,1.00377580514109
"sfkeel_mir_2022",2022-08-07,6.38886411672767,5.25791522627257,7.59154668001045,1.00205085637142,-6.67493184855378,-8.44415139695123,-4.96859110848759,1.0006411707421,-0.286067731826109,-3.18623617067866,2.62295557152287,3.855236530064,1.00432979690679
"sfkeel_mir_2022",2022-08-08,6.56601267254822,5.3808043290969,7.76858566954642,1.00371995064982,-6.29609925777024,-8.0501514650785,-4.25578653669182,1.00522063498269,0.269913414777981,-2.6693471359816,3.5127991328546,3.86284626046932,1.00396038344891
"sfkeel_mir_2022",2022-08-09,6.31612846753401,5.12744724858016,7.4901812893019,1.00177471688864,-6.25195963567682,-7.97066573112495,-4.49216004289306,1.00064685782154,0.0641688318571889,-2.84321848254479,2.99802124640884,3.85875572580892,1.00355051970922
"sfkeel_mir_2022",2022-08-10,6.01976426644517,4.86676143803361,7.23356170319961,1.00186165301876,-5.75145675905855,-7.50801676727659,-4.01862840472856,1.00117252223826,0.268307507386621,-2.64125532924298,3.21493329847105,3.86659266341643,1.00293127446573
"sfkeel_mir_2022",2022-08-11,6.32841509824459,5.15232529589724,7.49750511582618,1.0008003925433,-6.72936469145396,-8.44828528496632,-4.99684109164973,1.00106215968257,-0.400949593209372,-3.29595998906907,2.50066402417644,3.81779568692119,1.00432260999181
"sfkeel_mir_2022",2022-08-12,5.77381247625286,4.60016902698665,6.91537146985005,1.00118545795268,-6.30442794615839,-7.99459236291286,-4.5337944078959,1.00140401904145,-0.530615469905524,-3.39442333592621,2.38157706195415,3.83063156802327,1.00451674451815
"sfkeel_mir_2022",2022-08-13,5.42220918224263,4.24323689514551,6.56602450217379,1.00217138665845,-5.2138163800321,-6.90510905261282,-3.49412220877759,1.00153572890752,0.208392802210534,-2.66187215746731,3.0719022933962,3.86926337660831,1.00402764460023
"sfkeel_mir_2022",2022-08-14,5.60390407066005,4.43599485711932,6.77038270646135,1.00016349966471,-5.11714589558716,-6.84236920078406,-3.40725572413073,1.00083125772111,0.486758175072888,-2.40637434366474,3.36312698233062,3.87372053052917,1.00350450642273
"sfkeel_mir_2022",2022-08-15,5.29970221670939,4.1335949197936,6.50914988632217,1.00532643641168,-4.7961906613268,-6.60848518749267,-3.06253263521167,1.00451304068435,0.503511555382589,-2.47489026769906,3.44661725111049,3.89605092731185,1.00412202567576
"sfkeel_mir_2022",2022-08-16,6.21875582044994,5.03785731140569,7.35498836937657,1.00163669552616,-5.46082766328381,-7.13896658295112,-3.73282737394514,1.0012915319402,0.757928157166134,-2.10110927154542,3.62216099543143,3.89604873494083,1.00485104965994
"sfkeel_mir_2022",2022-08-17,6.49521225946598,5.37252576179859,7.61209613542437,1.00140935713686,-6.14377652028202,-7.82672580445075,-4.49765455581246,1.0010899234192,0.351435739183961,-2.45420004265216,3.11444157961191,3.87964068606153,1.00299271845062
"sfkeel_mir_2022",2022-08-18,5.94500585985973,4.80093675126606,7.05606380603345,1.0013916597203,-6.82263135514229,-8.51962833103639,-5.12954605802176,1.00123726760839,-0.877625495282559,-3.71869157977033,1.9265177480117,3.91779925209009,1.00363547378568
"sfkeel_mir_2022",2022-08-19,5.6542210077295,4.55633122110166,6.7907157770313,1.00143013540064,-6.1796317827035,-7.87893289244682,-4.54348924151792,1.00242447106982,-0.525410774973995,-3.32260167134516,2.24722653551338,3.93631087600386,1.00340206263016
"sfkeel_mir_2022",2022-08-20,5.72244471165733,4.65760094398374,6.82949264838581,1.00212137625558,-5.92426732756453,-7.59889072217159,-4.26084601443535,1.00134881762491,-0.201822615907196,-2.94128977818785,2.56864663395046,3.94545137930909,1.00351821377595
"sfkeel_mir_2022",2022-08-21,5.81102013730129,4.71890338931687,6.9460636920042,1.00217547587592,-6.30654685169146,-8.10173104679737,-4.63026845075822,1.00180561029277,-0.495526714390166,-3.3828276574805,2.31579524124598,3.93819283547638,1.00339429505418
"sfkeel_mir_2022",2022-08-22,5.9933194936008,4.87244415487512,7.07720817552149,1.00100066518411,-6.3976051433759,-8.01739850393769,-4.730424668041,1.00177574983694,-0.404285649775097,-3.14495434906258,2.34678350748049,3.98642406437952,1.00472020773194
"sfkeel_mir_2022",2022-08-23,5.85048646910835,4.77597703145619,6.92862639482759,1.00223906048316,-6.01478057506773,-7.6826333717098,-4.41888182170871,1.00382899526678,-0.164294105959372,-2.90665634025361,2.50974457311888,3.9188302701282,1.00228338645984
"sfkeel_mir_2022",2022-08-24,6.43945913531457,5.35541592408833,7.48035490833712,1.00153893820502,-6.72409822010662,-8.46575952794387,-5.09718932781488,1.00294625981901,-0.284639084792047,-3.11034360385555,2.38316558052224,3.92389121712136,1.00216544503811
"sfkeel_mir_2022",2022-08-25,6.76463740912129,5.68293053983593,7.85025948530216,1.00136333280878,-6.72060344829246,-8.34507956493227,-5.10484869954019,1.0006245132005,0.044033960828834,-2.66214902509633,2.74541078576197,3.90670312921776,1.00258677922255
