"site_year","date","GPP.mean","GPP.2.5.pct","GPP.97.5.pct","GPP_Rhat","ER.mean","ER.2.5.pct","ER.97.5.pct","ER_Rhat","NEP.mean","NEP.2.5.pct","NEP.97.5.pct","K600_daily_mean","K600_daily_Rhat","discharge_m3_s"
"salmon_karuk_2022",2022-06-27,4.92022625001926,4.13623116148624,5.6776579979205,1.01419240381066,-7.10922891348637,-8.18559650829423,-6.01146799157618,1.01013164517253,-2.18900266346712,-4.04936534680799,-0.333809993655679,14.4978190658611,1.0123800129943,18.719909374115
"salmon_karuk_2022",2022-06-28,5.3718178588983,4.63604155853918,6.14216078781183,1.03821287786785,-7.99710981429365,-9.22599415440752,-6.88702306805387,1.04269054906765,-2.62529195539535,-4.58995259586833,-0.744862280242041,16.010251668047,1.04471882116556,17.9552534692722
"salmon_karuk_2022",2022-06-29,4.65302758628322,3.95512749807599,5.3795564748863,1.01385622217963,-6.92042752396162,-7.9678255143207,-5.99920928855724,1.01802382823801,-2.2673999376784,-4.01269801624471,-0.619652813670941,14.0494354241748,1.01790567649751,17.2472387425658
"salmon_karuk_2022",2022-06-30,4.58357316920368,3.9453120388659,5.30823499880893,1.01403657082966,-6.70791391739825,-7.73510124939644,-5.72700409367672,1.01476640574327,-2.12434074819457,-3.78978921053054,-0.418769094867792,13.8335938901998,1.01281137163711,16.6525063721325
"salmon_karuk_2022",2022-07-01,4.57583889936981,3.94113382213092,5.24183296946348,1.00177287819554,-6.40312243752382,-7.34181642662956,-5.55364826948913,1.00173962769798,-1.82728353815401,-3.40068260449864,-0.311815300025648,13.668252015526,1.00482903833842,16.1710563579722
"salmon_karuk_2022",2022-07-02,3.47184754233225,2.91089852483633,4.07312679308888,1.0122228550036,-4.60591994546766,-5.40295090709899,-3.82612007608838,1.01103818801917,-1.13407240313541,-2.49205238226266,0.247006717000495,11.2692846170005,1.01884678960686,15.7462475219485
"salmon_karuk_2022",2022-07-03,2.98175511282185,2.47724965555071,3.43536128206635,1.02108532294423,-3.88852204641698,-4.52199037162081,-3.16700748886584,1.01637410437575,-0.906766933595133,-2.04474071607009,0.26835379320051,10.2557857525604,1.02390102313886,15.4064004531294
"salmon_karuk_2022",2022-07-04,3.43403863373169,2.82861086654227,3.93460258296489,1.01724770445412,-5.10257537611946,-5.90327876614795,-4.15861390445161,1.02614922075443,-1.66853674238777,-3.07466789960568,-0.224011321486722,14.1718904384542,1.01746826891926,16.0860945907675
"salmon_karuk_2022",2022-07-06,3.53066893536086,2.97188312549323,4.10468721821237,1.00415276608276,-4.71224376993573,-5.48133096320643,-3.96752919641035,1.00246030994364,-1.18157483457487,-2.5094478377132,0.137158021802016,12.332035369498,1.00313861995298,16.8507504956103
"salmon_karuk_2022",2022-07-07,4.17587401825383,3.51411229306226,4.83319930335072,1.02027871736019,-5.60406372706963,-6.46518540816614,-4.78669215105829,1.01942594118659,-1.4281897088158,-2.95107311510388,0.0465071522924241,13.7234339216369,1.02321476609453,15.6046445766072
