"site_year","date","GPP.mean","GPP.2.5.pct","GPP.97.5.pct","GPP_Rhat","ER.mean","ER.2.5.pct","ER.97.5.pct","ER_Rhat","NEP.mean","NEP.2.5.pct","NEP.97.5.pct","K600_daily_mean","K600_daily_Rhat"
"salmon_2022",2022-06-27,30.2673917349161,24.1610816446214,36.3322698313122,1.0031150568948,-9.68165764285104,-15.485914324506,-3.79598801087418,1.00031811548558,20.585734092065,8.67516732011542,32.536281820438,91.3978533646964,1.00402243834095
"salmon_2022",2022-06-28,25.2830435197217,20.2744183950999,30.1871077706925,1.00405496697226,-8.39356051455161,-14.4592807776761,-2.55808127495949,1.00613620941221,16.8894830051701,5.81513761742381,27.629026495733,79.8248446926156,1.00495061760874
"salmon_2022",2022-06-29,22.9827850062545,18.4286199987489,27.6588126785886,1.001993346388,-7.46744350806509,-13.1763744398886,-1.80354664372989,1.00179381019521,15.5153414981894,5.25224555886034,25.8552660348588,69.9443915258458,1.00631497121121
"salmon_2022",2022-06-30,20.8757009420597,16.5851593835346,25.0845152461293,1.00388671461311,-6.65728788440108,-12.0959097727321,-1.11861574179314,1.00099599050265,14.2184130576586,4.48924961080249,23.9658995043362,62.4991686698885,1.00623881745117
"salmon_2022",2022-07-01,19.6070487675489,15.3893038386419,23.9400148485694,1.00153854842605,-6.1241278016263,-11.7472923050191,-0.720049404484884,1.00101638830039,13.4829209659226,3.64201153362281,23.2199654440845,56.7843703146176,1.00536866175079
"salmon_2022",2022-07-02,17.2244169693209,13.0335297922509,21.2942899671462,1.00148516899581,-4.17633873574779,-9.5973340319005,1.257855735183,1.00064030290727,13.0480782335731,3.43619576035039,22.5521457023292,51.9364905793046,1.00430217947188
"salmon_2022",2022-07-03,16.3263787679005,12.3929525119326,20.1707024189201,1.00675770313918,-3.7251272454545,-9.09923334806316,1.82950134353623,1.00641057477974,12.601251522446,3.29371916386942,22.0002037624564,51.2619289194454,1.00453484186928
"salmon_2022",2022-07-04,19.803494131424,15.937427500337,23.7027101613094,1.00040019279026,-5.49910632196556,-10.732866793537,-0.156302682594216,1.00032950582172,14.3043878094584,5.20456070679998,23.5464074787152,62.7128311519259,1.00649684259195
"salmon_2022",2022-07-05,19.5653178931641,15.218479652665,24.0924686389472,1.00446630974046,-6.71057287258715,-12.2710150144622,-1.16293382533166,1.00041112472972,12.8547450205769,2.94746463820287,22.9295348136156,77.2784700782878,1.00521173278772
"salmon_2022",2022-07-06,26.4077189178602,21.9920961076865,30.9386772250067,1.00214058897096,-5.60277845835875,-11.1747752126644,-0.0655610179261623,1.0004180872736,20.8049404595015,10.8173208950221,30.8731162070805,63.2988300104544,1.00655848568028
"salmon_2022",2022-07-07,26.7800154127308,21.9808861941349,31.4261085283169,1.00916448976979,-8.53663545026369,-14.1196974262958,-2.90913505533253,1.00463894549976,18.2433799624671,7.8611887678391,28.5169734729844,51.1930489696285,1.00475198166306
"salmon_2022",2022-07-12,18.18993900855,13.4480999280171,22.8077566926788,1.00804166628672,-7.95478127144918,-13.5144180751176,-2.42930968299868,1.00759293737847,10.2351577371008,-0.0663181471005583,20.3784470096801,45.8279115952223,1.0092294873789
"salmon_2022",2022-07-13,16.9957953428277,12.5650208548038,21.4080901306624,1.00374567990965,-6.90398932419886,-12.1341784772958,-1.66995534868606,1.00034986050011,10.0918060186288,0.430842377507973,19.7381347819764,43.359079518537,1.01009045664
"salmon_2022",2022-07-14,16.0643782398783,11.843948592455,20.2569284776136,1.00621574602097,-6.23867310528,-11.2536551040661,-1.12717917965854,1.00442403191586,9.82570513459832,0.590293488388962,19.129749297955,40.2238408601439,1.01187444290266
"salmon_2022",2022-07-15,15.6047905129868,11.5148320667091,19.6580761607727,1.0036312657692,-5.88513437318734,-10.9653772987447,-0.751034087470632,1.0012781941868,9.71965613979946,0.549454767964372,18.9070420733021,37.5958791218572,1.01292489852739
"salmon_2022",2022-07-16,15.8338044427335,11.8050346027753,19.8196472289734,1.00263113642891,-5.96416133833239,-11.0483760967688,-0.963739700163293,1.00122827407638,9.86964310440107,0.756658506006479,18.8559075288101,35.1981525957795,1.01371508619138
