"site_year","date","GPP.mean","GPP.2.5.pct","GPP.97.5.pct","GPP_Rhat","ER.mean","ER.2.5.pct","ER.97.5.pct","ER_Rhat","NEP.mean","NEP.2.5.pct","NEP.97.5.pct","K600_daily_mean","K600_daily_Rhat"
"sfkeel_sth_2023",2023-06-25,3.54051870807164,2.35466889338802,4.54885008767144,1.04617929967101,-5.32983679264874,-7.0504529672552,-3.5747230340808,1.03518121329122,-1.7893180845771,-4.69578407386718,0.974127053590638,8.63710739209247,1.09895663450913
"sfkeel_sth_2023",2023-07-04,7.09648892106701,5.90437138272813,8.19333307631099,1.07091136862523,-8.21035209745059,-9.87133099770876,-6.51858759125933,1.03616513510808,-1.11386317638359,-3.96695961498063,1.67474548505166,7.66393151007147,1.07013983052909
"sfkeel_sth_2023",2023-07-11,5.01077615455139,4.16490234281568,6.0773317262683,1.12693414770234,-6.85925313051482,-8.22087741752751,-5.32283076512101,1.03280229705882,-1.84847697596343,-4.05597507471183,0.754500961147291,7.28005678827719,1.00359369371865
"sfkeel_sth_2023",2023-07-12,5.68393481774577,4.8384525753434,6.8673529536902,1.21004768965747,-7.02022913744852,-8.62479177134146,-5.74282051613234,1.10382147324245,-1.33629431970275,-3.78633919599806,1.12453243755786,7.15962053904474,1.03172351139514
"sfkeel_sth_2023",2023-07-13,8.42115673083432,7.35463092021854,9.54429747917531,1.04309894538399,-10.0322883560547,-11.6712720099338,-8.62791086156322,1.08858037510302,-1.61113162522043,-4.31664108971526,0.916386617612089,6.97145641168367,1.04561736712392
"sfkeel_sth_2023",2023-07-25,8.40162683639561,7.36987861281132,9.20000044334402,1.08741087353407,-8.09542106791764,-9.12928894132751,-6.59619725705885,1.17249336120785,0.306205768477971,-1.7594103285162,2.60380318628518,6.18122631604634,1.00235131966962
"sfkeel_sth_2023",2023-07-26,11.3093841431694,10.3073942453299,12.3156727249947,1.00398881916254,-10.2757723616704,-11.5640536564998,-8.97233123996659,1.00515004319527,1.03361178149898,-1.25665941116984,3.34334148502807,6.12749034304027,1.00251606577415
"sfkeel_sth_2023",2023-07-27,10.3913882400777,9.50488671463782,11.4198235743236,1.04644508368567,-9.08899528450255,-10.4774562971453,-7.90036863338806,1.05916830133201,1.30239295557517,-0.972569582507493,3.51945494093553,6.07950149136536,1.02137950283252
"sfkeel_sth_2023",2023-07-28,8.69526827968195,7.82386080306812,9.66965267157753,1.07543659841713,-8.03368743152169,-9.60894441804755,-6.91366305776105,1.45516090673223,0.661580848160261,-1.78508361497943,2.75598961381648,5.96461205245935,1.00839111903691
"sfkeel_sth_2023",2023-07-29,8.99897108559494,8.17203986845461,10.0139038863127,1.10058327691865,-7.6257224224141,-9.09192008993357,-6.57229591009521,1.27689882131812,1.37324866318084,-0.919880221478964,3.44160797621745,5.9245015975034,1.04094934106634
"sfkeel_sth_2023",2023-07-31,8.08665901588186,7.15786458849069,8.98842551050204,1.02714162155765,-7.47360690805763,-8.61377121505251,-6.04620792647765,1.11985255499325,0.61305210782423,-1.45590662656183,2.94221758402439,5.704075254114,1.0051183221802
"sfkeel_sth_2023",2023-08-01,8.48021463064022,7.52430879999955,9.28702650177372,1.02770297074223,-8.30487835405024,-9.49996218779153,-7.02188872596152,1.01083590874271,0.175336276589981,-1.97565338779198,2.2651377758122,5.60644594198833,1.00431867927567
"sfkeel_sth_2023",2023-08-02,7.75609361269864,7.07263797153609,8.76245383879659,1.18864708259833,-7.48423078072282,-8.92483111019438,-6.50307592869608,1.16843064882255,0.271862831975812,-1.85219313865828,2.25937791010051,5.51088199235684,1.00834304447319
"sfkeel_sth_2023",2023-08-03,7.44377511504333,6.6086464021421,8.27931058302977,1.014490567982,-7.46241997360903,-8.56023819029271,-6.15236234877042,1.08409442688611,-0.0186448585656986,-1.9515917881506,2.12694823425935,5.44595680677755,1.00959459689121
"sfkeel_sth_2023",2023-08-04,7.21460894878965,6.43242449774015,8.10614526407692,1.02120157082395,-7.3457953650429,-8.73086754578533,-6.32097829292973,1.11816427045848,-0.131186416253244,-2.29844304804518,1.78516697114719,5.3655494814712,1.00602656011291
"sfkeel_sth_2023",2023-08-05,6.99248464272506,6.12774960245647,7.78573304838167,1.00824353699399,-7.48984478710244,-8.68292636714012,-6.27483564952337,1.00352293064684,-0.497360144377375,-2.55517676468365,1.5108973988583,5.25244035141784,1.01107436386333
"sfkeel_sth_2023",2023-08-06,6.96621788440073,6.0558204132269,7.70371519946983,1.07035051066316,-7.68746985530902,-8.80411630421519,-6.37003457462715,1.08563795149971,-0.72125197090829,-2.74829589098829,1.33368062484268,5.17382124664124,1.01001847268635
"sfkeel_sth_2023",2023-08-07,7.04951186374455,6.20720864626124,7.82283356756061,1.03804132502438,-7.72738670977817,-8.8459224149557,-6.50227045513738,1.02371838414635,-0.677874846033628,-2.63871376869445,1.32056311242323,5.1130982803535,1.00732328255202
"sfkeel_sth_2023",2023-08-08,6.83670492390275,6.10784047060479,7.66201561219357,1.06467752853742,-7.75248670892127,-8.93582954361987,-6.62083569601478,1.01392016356757,-0.915781785018521,-2.82798907301508,1.04117991617879,5.05238975155008,1.01105026134357
"sfkeel_sth_2023",2023-08-09,6.8167254182199,5.97213009404757,7.53564578115902,1.03778557289874,-7.87608014596256,-8.88775461250973,-6.55740684012971,1.18030373992392,-1.05935472774267,-2.91562451846216,0.978238941029315,5.02774073439817,1.00893860986771
"sfkeel_sth_2023",2023-08-10,6.93931012547915,6.07693454031923,7.61893256151921,1.06438084053161,-7.89747634553091,-9.12379994142455,-6.80990806290583,1.04100990480875,-0.958166220051763,-3.04686540110532,0.809024498613379,4.98914842307265,1.006699172488
"sfkeel_sth_2023",2023-08-11,7.00710950022834,6.29454763882347,7.82998570069913,1.02019689834877,-8.40831496114667,-9.65062917581293,-7.31064819493086,1.02577179636225,-1.40120546091832,-3.35608153698947,0.519337505768268,4.95328484086136,1.00436942763072
