"site_year","date","GPP.mean","GPP.2.5.pct","GPP.97.5.pct","GPP_Rhat","ER.mean","ER.2.5.pct","ER.97.5.pct","ER_Rhat","NEP.mean","NEP.2.5.pct","NEP.97.5.pct","K600_daily_mean","K600_daily_Rhat","discharge_m3_s"
"salmon_2022",2022-06-27,13.066698367389,9.58913079338561,16.3962207395508,1.00532323571207,-4.28941061649889,-8.6033623885425,0.106429952977115,1.00047670122346,8.77728775089007,0.985768404843117,16.502650692528,38.9446714092591,1.00649265962008,18.719909374115
"salmon_2022",2022-06-28,12.2608976771063,9.05318547384993,15.56144711385,1.00284184884471,-3.97530985071354,-8.3917616583705,0.324510590772404,0.999318404169733,8.2855878263928,0.661423815479429,15.8859577046224,38.7249002304634,1.00869502399198,17.9552534692722
"salmon_2022",2022-06-29,12.5961276939577,9.22972941831247,15.8815838455986,1.00305824851758,-3.99785241312804,-8.18843449994646,0.0453354383670749,1.00193036603747,8.59827528082963,1.04129491836601,15.9269192839656,38.4294473478258,1.00653791210781,17.2472387425658
"salmon_2022",2022-06-30,12.4349651456902,9.22478293199358,15.8117713303907,1.00381339912495,-3.88860490463547,-8.01854483138083,0.171257522880818,1.00074543453856,8.54636024105469,1.20623810061275,15.9830288532715,37.5456913281432,1.00755617965534,16.6525063721325
"salmon_2022",2022-07-01,12.5725219028715,9.38481239431914,15.9073684112622,1.000493159657,-3.73617702738668,-7.81946020615934,0.363279963093614,0.999188500929772,8.83634487548481,1.5653521881598,16.2706483743558,36.7150012211999,1.0045222329568,16.1710563579722
"salmon_2022",2022-07-02,11.5740716317406,8.45714415319893,14.7483262851184,1.00315597398066,-2.49823906214809,-6.36524659461126,1.57572374157946,1.00214497001088,9.07583256959247,2.09189755858767,16.3240500266978,35.3765028481571,1.00582024691497,15.7462475219485
"salmon_2022",2022-07-03,10.9915917529258,8.06450646440476,13.8905686241562,1.00262699634649,-2.21441583974311,-5.97978026841708,1.60409918666761,1.00044015400902,8.77717591318265,2.08472619598767,15.4946678108238,34.6413084240261,1.00331324663621,15.4064004531294
"salmon_2022",2022-07-04,12.1927733141892,9.18642250524974,15.2066300491017,1.00800817749597,-3.31018558138904,-7.12020886913895,0.512026680964134,1.00380663954241,8.88258773280012,2.06621363611079,15.7186567300659,38.1657541999258,1.00975507929203,16.0860945907675
"salmon_2022",2022-07-05,9.97315725474859,6.90757697487308,13.1857500626327,1.00088319149817,-3.34898092511163,-7.53625627098847,0.744472964128901,0.999789640641612,6.62417632963695,-0.628679296115396,13.9302230267616,39.9538989455363,1.00584858953031,17.8419711129992
"salmon_2022",2022-07-06,14.9712731779973,11.603918011649,18.3027547083988,1.00206273328047,-3.46203353871001,-7.50081593662172,0.702456185986023,1.0004475552245,11.5092396392873,4.10310207502727,19.0052108943848,35.26583317901,1.00368442582549,16.8507504956103
