"","SFE-M-1S","SFE-M-2","SFE-M-3","SFE-M-4","SFE-SH-1S"
"b0",-583.544333198847,-656.267823304298,-676.253330465311,-467.373870139451,-685.74686351651
"b[1]",-0.650213817439159,0.498257142474023,0.415258206844958,-0.0246205122714987,0.238793073988687
"sigma",124.389968352563,122.86380724256,123.452050795567,120.507796534805,120.528306157672
"lp__",-9849.37270565055,-9549.79970199912,-9506.50939215507,-10114.9934494953,-9690.3651619127
