"","SFE-M-1S","SFE-M-2","SFE-M-3","SFE-M-4","SFE-SH-1S"
"b0",-590.937558355018,-664.190196767648,-688.254584962817,-473.599202120932,-696.860700075337
"b[1]",-0.218133232958641,0.315476390492523,0.0668005747514145,0.00873502698748393,-0.416383853495248
"b[2]",-0.435692306202417,-0.0227919311696069,-0.493699548361473,0.257086710394367,-0.080106595447461
"b[3]",0.426865284979776,-0.450245155428814,0.421285097736555,0.0635102043065926,0.0971053548917958
"sigma",125.103405224601,123.528267273135,124.39419902811,121.169138114266,121.428579523634
"lp__",-9850.48653985872,-9550.90725277177,-9507.4667783465,-10115.9642424585,-9691.38996691359
