"","SFE-M-1S","SFE-M-2","SFE-M-3","SFE-M-4","SFE-SH-1S"
"b0",-588.666495442606,-665.735178845174,-684.626833401084,-474.980264420991,-695.708221099891
"b[1]",-0.273285940478466,-1.02600115111449,0.841331430034916,-0.706028322424429,-0.351412806025388
"b[2]",0.221249741909277,0.481771715552066,-1.50354471497486,0.83517622354605,-0.44614579167634
"b[3]",0.448081058267195,0.39805766948815,0.13360770658229,-0.150288077462421,0.702631647344527
"sigma",124.868246568918,123.681428870492,124.150743977707,121.373548549026,121.240804231057
"lp__",-9850.38509306248,-9550.92426943473,-9507.54381450788,-10115.9885727557,-9691.38369196666
