"","SFE-M-1S","SFE-M-2","SFE-M-3","SFE-M-4","SFE-SH-1S"
"b0",0.999245800648622,0.999554869803684,0.999830556326859,1.00507754720908,1.00104161093793
"b[1]",1.00255948173725,1.00076183685991,1.00058823169639,1.00096425014903,0.999677937333849
"b[2]",1.00028795142231,0.999424636686863,0.999793832225386,1.00009815922525,1.00068336474674
"b[3]",1.00161273191292,1.00028216530552,1.00043260658127,1.00229874794317,1.00034441642713
"sigma",0.999204019268122,0.999647094763144,0.99983723001131,1.0045446816665,1.00093618547599
"lp__",1.00151690012946,1.00077679035636,1.00012975412887,1.0080406978774,1.00336441098733
