"date_index","time_index","index","K600_daily_sigma_mean","K600_daily_sigma_se_mean","K600_daily_sigma_sd","K600_daily_sigma_2.5pct","K600_daily_sigma_25pct","K600_daily_sigma_50pct","K600_daily_sigma_75pct","K600_daily_sigma_97.5pct","K600_daily_sigma_n_eff","K600_daily_sigma_Rhat"
NA,NA,1,0.125844234871282,0.00717095698513806,0.0812937668212454,0.0256698734114461,0.0608052417441291,0.108364969741779,0.171260552818762,0.322945996560102,128.516905581454,1.04562350818587
