"","date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
"1",NA,NA,1,0.0203437386918166,0.00106590828964706,0.00279391522112729,0.0156104705072106,0.0179886588092758,0.0202789995848518,0.0227576940997651,0.0253062969476683,6.87047506662927,1.93190486912998,21.2478002541077,0.128939480090485,0.350618925859971,20.5873719242632,20.9658656805261,21.261629856834,21.5325895062817,21.8326376623309,7.39433088042317,1.68639505730039,97861.2065614764,863.19339146293,2247.3564427767,94388.3985186729,95910.3225941649,97690.8782602482,99651.378783983,102141.660678759,6.77840798654471,1.99057316885512
