"","date_index","time_index","index","K600_daily_sigma_mean","K600_daily_sigma_se_mean","K600_daily_sigma_sd","K600_daily_sigma_2.5pct","K600_daily_sigma_25pct","K600_daily_sigma_50pct","K600_daily_sigma_75pct","K600_daily_sigma_97.5pct","K600_daily_sigma_n_eff","K600_daily_sigma_Rhat"
"1",NA,NA,1,0.101631940894108,0.00980953174393616,0.0664803808989996,0.0150725006720057,0.0470403825728464,0.088190891834655,0.141745456038598,0.255743054737991,45.9293653414317,1.09251444139515
