"miniDOT_no","DO_mg_L_mean","DO_mg_L_sd","Temp_C_mean","Temp_C_sd","pressure_mmHg","est_oxygen_sat","offset","site_year"
"162475",7.72072727272727,0.0138570625248709,17.733,0.00946572765295902,648,8.10786424479944,0.387136972072168,"roving_sensor"
"521120",7.528,0.00389871773792357,17.7197272727273,0.00989030746833357,648,8.11008322532914,0.582083225329137,"salmon_2022"
"529728",7.40572727272727,0.00658924743944111,17.743,0.0114978258814446,648,8.10619313285078,0.70046586012351,NA
"663402",7.63281818181818,0.00430855385989716,17.717,0.0171405950888533,648,8.11053931580045,0.477721133982264,"sfkeel_mir_2022"
