"miniDOT_no","DO_mgL_mean","DO_mgL_sd","Temp_C_mean","Temp_C_sd","pressure_mmHg","est_oxygen_sat","offset","site_year"
"521120",7.98972727272727,0.00632599255596941,15.2736818181818,0.0137895712918077,644.8,8.49638026149761,0.506652988770337,"sfkeel_sth_2023"
"529728",7.72572727272727,0.00610067060397305,15.3054545454545,0.00895950485644894,644.8,8.49058363025845,0.764856357531178,"salmon_2023"
"663402",7.96327272727273,0.00542385304172063,15.2419090909091,0.0186196377271664,644.8,8.50218400328937,0.538911276016641,"sfkeel_mir_2023"
