"X","SFE.M.1S","SFE.M.2","SFE.M.3","SFE.M.4","SFE.SH.1S"
"b0",0.999980247094163,1.00017906661511,1.00006691656004,1.0004354632788,1.00061674688872
"b[1]",0.999981297762055,0.999981497584338,1.000672115085,1.00037430442353,0.999996075094007
"b[2]",1.00029124203632,0.999908311483263,1.00009241933459,1.00056652930438,1.00050130019427
"b[3]",1.00014325615811,1.00000539669078,1.00000175175003,1.00070473172552,1.00092740912793
"b[4]",1.00009301910555,1.00009902721283,1.00028815170316,1.00012098922015,0.999993791863494
"sigma",1.00012909981218,1.00071285153055,1.00071292750142,1.00006585034541,1.0001040963594
"lp__",1.00060955732216,1.00078567342407,1.00101658346668,1.00044647651141,1.0001358088208
