"X","SFE.M.1S","SFE.M.2","SFE.M.3","SFE.M.4","SFE.SH.1S"
"b0",1.59521870679479,2.08702600427892,1.38360373096503,0.250633527822413,0.55187623623602
"b[1]",-0.148511371946353,-0.192472867790851,0.215112945579394,-1.28028030820941,-0.234422958212373
"b[2]",3.14876395483037,1.02924357056561,1.57512961393252,-3.14415267825622,-2.47471334442924
"b[3]",0.318700553320315,0.170723703187445,0.200878388095589,-0.0681347783204118,0.154612455352301
"b[4]",-0.290108677467785,-0.330208650710402,-0.822380304693314,-1.26911740834621,1.12672049063662
"b[5]",-1.68720894226018,-1.64579040264517,-1.46851628372437,-1.69623815609715,-4.05403847759997
"b[6]",1.85130158614288,-0.19890019240191,-0.1221160693242,1.22767271203136,0.721841627102661
"sigma",21.3586903163751,22.007095322084,26.5422816694757,24.7856224072388,21.8067581282016
"lp__",-154.705499744509,-161.375947422675,-167.311839574855,-163.392758856625,-155.041637209404
