"X","SFE.M.1S","SFE.M.2","SFE.M.3","SFE.M.4","SFE.SH.1S"
"b0",1.00094049603672,1.00018244785987,1.00026608084831,1.00088954307389,1.00032398311742
"b[1]",1.00119145056162,1.0003005253573,1.00009274863678,1.00000281495546,1.00033528439216
"b[2]",1.0005146267256,1.00010135164221,1.0003931232496,1.00069798304088,1.00056570302059
"b[3]",1.00286656814069,1.00025377430438,1.00007727954987,1.00004783780758,1.00027577991405
"b[4]",1.00163696957857,0.999896342386681,0.999988254060679,1.00045958020866,1.00071468498849
"b[5]",1.00087850059443,1.00040198321167,1.00011693315903,1.00007381995153,1.00052074986484
"b[6]",1.00088400760217,1.00037426770967,1.00026188656249,0.999936226389365,1.00074390340327
"sigma",1.00087458133329,0.999975477589973,0.999982945487207,1.00036286840507,1.00048200407562
"lp__",1.00140330455568,1.00072422677685,0.999964448239685,1.00034346584368,1.00063267422131
