"SFE-M-1S","SFE-M-2","SFE-M-3","SFE-M-4","SFE-SH-1S"
-1515.18845964422,-1117.65702042124,-1202.624358573,-1209.04456478079,-1298.33083057572
18.0592026851971,15.6846474050703,15.1225169866228,13.9425780420708,16.0769889280966
0.0250572177438059,-0.059419086099794,-0.61879347966834,1.13187302545927,0.0571346874389871
1.61129408744822,-0.188682006658959,0.347665437620806,-0.244429689397783,-1.03538503218272
-0.533149646287952,0.374138920406715,-0.0595655799081703,-0.977073083872014,-0.459079261325479
-0.501165316961316,0.257439471661226,-0.778409740624719,-0.71557903281629,0.40916814391694
1.28981313073195,-0.134147984141087,0.684038606706805,0.784806842879688,0.0943833173891331
-0.460816359571094,0.443148794845778,0.14400065569891,-1.67199844576562,0.186943190308521
116.134057873812,109.495650070534,114.20993131173,114.877922849312,114.943334461588
-7618.1670622685,-8253.64766994073,-8221.47117474821,-8169.79438826527,-8324.97757888744
