"date_index","time_index","index","K600_daily_sigma_mean","K600_daily_sigma_se_mean","K600_daily_sigma_sd","K600_daily_sigma_2.5pct","K600_daily_sigma_25pct","K600_daily_sigma_50pct","K600_daily_sigma_75pct","K600_daily_sigma_97.5pct","K600_daily_sigma_n_eff","K600_daily_sigma_Rhat"
NA,NA,1,1.26060739150205,0.00122066684849425,0.112014437657752,1.04911613685544,1.18319680403155,1.25824813815437,1.33599016281771,1.48444173465478,8420.80685123564,1.00047743390765
