"date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
NA,NA,1,0.0143097507963384,3.00724824201738e-05,0.000493585712046844,0.0133130569420831,0.0139897429949803,0.0143162715922816,0.0146403191810516,0.0152455596138767,269.393181819668,1.03270404944308,12.1173265370657,0.00492923184644431,0.115857059569828,11.8921541316381,12.0396107959944,12.1173520762445,12.1934827938635,12.3469140088197,552.441775811498,1.01800469691937,124892.690025156,39.1985474907028,725.363489925543,123515.486906526,124400.768609064,124878.839424648,125368.755091208,126365.487282292,342.429708044526,1.03109587603155
