"X","SFE.M.1S","SFE.M.2","SFE.M.3","SFE.M.4","SFE.SH.1S"
"b0",-0.565433951391313,0.408793589289189,0.00778177247381438,-0.0222393428975096,0.153601284786753
"b[1]",1.76453167717046,0.417991664084427,1.05485753365176,0.928106314381923,0.75789218026786
"sigma",26.6922921095354,27.7738691692356,28.16153723022,28.4870410759318,27.8108822709377
"lp__",-174.074768145673,-180.276079274027,-177.038821973885,-177.691091034506,-180.416897289455
