"X","SFE.M.1S","SFE.M.2","SFE.M.3","SFE.M.4","SFE.SH.1S"
"b0",0.281253773088705,1.58943249007398,0.729364694313241,1.26136254690951,1.65509240847934
"b[1]",0.421039194284262,0.20314300226619,0.229894035681779,-0.0997527076125114,0.103227538937561
"b[2]",-0.713036813375027,-0.45303510623457,-0.852763875948781,-1.05768251493885,0.92804145552476
"b[3]",-2.47613532546806,-1.9302213553356,-1.61620236717518,-1.79048060988927,-3.31287314757125
"b[4]",1.49912491660373,-0.438304848220216,0.114080084311096,-0.0331801784319246,0.266126996347197
"sigma",22.5515148858176,22.4711828103474,26.7656321302999,25.2351612093035,20.8172372712807
"lp__",-156.5444520084,-160.961621232312,-166.815046008613,-165.127021947313,-154.441494377053
