"uncertainty","predicting","model","site_reach","standard_dev","nrmse"
"process_only","M_atx","biological","SFE-M-1S",21.918040172795,0.366822157885199
"process_only","M_atx","biological","SFE-M-2",20.7852314401808,0.396846853507279
"process_only","M_atx","biological","SFE-M-3",20.8993827963125,0.386204234096339
"process_only","M_atx","biological","SFE-M-4",22.0301416305782,0.402920393130851
"process_only","M_atx","biological","SFE-SH-1S",20.2785740973713,0.436840061350224
"process_only","M_atx","biological","w",21.440788598781,0.342804023619411
"process_only","M_atx","biological","w",21.2746560171872,0.405793359535705
"process_only","M_atx","biological","w",21.3916963821484,0.37033392842126
"process_only","M_atx","biological","w",22.8910615757568,0.409403509957417
"process_only","M_atx","biological","w",19.7591608421925,0.421858914645917
"process_only","M_atx","chemical","SFE-M-1S",28.0469445254619,0.290125939512339
"process_only","M_atx","chemical","SFE-M-2",27.2006252784036,0.263195037013352
"process_only","M_atx","chemical","SFE-M-3",27.7150147234631,0.22433727753781
"process_only","M_atx","chemical","SFE-M-4",31.0629928536809,0.446081596700098
"process_only","M_atx","chemical","SFE-SH-1S",23.0878962262697,0.347765288003812
"process_only","M_atx","chemical","w",29.4769854218596,0.331159729813135
"process_only","M_atx","chemical","w",26.7582718123242,0.28973859936543
"process_only","M_atx","chemical","w",27.9947709658203,0.223297942583699
"process_only","M_atx","chemical","w",31.2731600580465,0.451828090576334
"process_only","M_atx","chemical","w",22.3638421976407,0.346773131373686
"process_only","M_atx","chemical","SFE-M-1S",26.3207072189714,0.339858471307935
"process_only","M_atx","chemical","SFE-M-2",24.4854559682815,0.332769675076133
"process_only","M_atx","chemical","SFE-M-3",20.4946983187403,0.344537867261888
"process_only","M_atx","chemical","SFE-M-4",24.5200503931638,0.431622647270452
"process_only","M_atx","chemical","SFE-SH-1S",21.9961836751741,0.367895707916371
"process_only","M_atx","chemical","w",28.3320837359024,0.28785282457412
"process_only","M_atx","chemical","w",26.531767344143,0.266277224190624
"process_only","M_atx","chemical","w",28.0035496182695,0.22461977134855
"process_only","M_atx","chemical","w",31.1536384267434,0.450204216166659
"process_only","M_atx","chemical","w",22.6006166436802,0.34475937608979
"process_only","M_atx","chemical","SFE-M-1S",29.6123237967755,0.320373838010421
"process_only","M_atx","chemical","SFE-M-2",27.076146318132,0.316396213054889
"process_only","M_atx","chemical","SFE-M-3",24.8524985435687,0.288973102488643
"process_only","M_atx","chemical","SFE-M-4",29.5507801540888,0.463418238864887
"process_only","M_atx","chemical","SFE-SH-1S",24.1599269335506,0.304591691229855
"process_only","M_atx","chemical","w",29.2694043768275,0.301463002331882
"process_only","M_atx","chemical","w",26.9279653178436,0.293505489652155
"process_only","M_atx","chemical","w",27.0792668962094,0.2409462385821
"process_only","M_atx","chemical","w",32.5486869185955,0.485730596144879
"process_only","M_atx","chemical","w",23.1976654532851,0.340107936938206
"process_only","M_atx","ecohydrological","SFE-M-1S",26.5303477829215,0.29907401466944
"process_only","M_atx","ecohydrological","SFE-M-2",25.8670801942271,0.33126898579379
"process_only","M_atx","ecohydrological","SFE-M-3",25.7104898873138,0.284530399750483
"process_only","M_atx","ecohydrological","SFE-M-4",29.0726657335062,0.462321291460759
"process_only","M_atx","ecohydrological","SFE-SH-1S",23.6550638993427,0.315708244064279
"process_only","M_atx","ecohydrological","w",26.0306684251148,0.312325876794246
"process_only","M_atx","ecohydrological","w",25.3055152246079,0.323338935075664
"process_only","M_atx","ecohydrological","w",26.115645075807,0.270936235172266
"process_only","M_atx","ecohydrological","w",28.9139044099521,0.469857057595596
"process_only","M_atx","ecohydrological","w",23.8036014884747,0.311183715215135
"process_only","M_atx","physical","SFE-M-1S",21.1989458918508,0.347485406232797
"process_only","M_atx","physical","SFE-M-2",20.3005113104034,0.384001431261502
"process_only","M_atx","physical","SFE-M-3",20.3104444934456,0.36674598102336
"process_only","M_atx","physical","SFE-M-4",21.3512894780503,0.399833127616735
"process_only","M_atx","physical","SFE-SH-1S",19.4291818546847,0.419210085799969
"process_only","M_atx","physical","w",26.7871334915407,0.297280720399661
"process_only","M_atx","physical","w",25.3473502646787,0.336624628109936
"process_only","M_atx","physical","w",26.0471710500759,0.282856816731965
"process_only","M_atx","physical","w",29.4392274600916,0.467191550989846
"process_only","M_atx","physical","w",23.2693589813683,0.314919013464205
"process_only","M_atx","physicochemical","SFE-M-1S",29.6123237967755,0.320373838010421
"process_only","M_atx","physicochemical","SFE-M-2",27.076146318132,0.316396213054889
"process_only","M_atx","physicochemical","SFE-M-3",24.8524985435687,0.288973102488643
"process_only","M_atx","physicochemical","SFE-M-4",29.5507801540888,0.463418238864887
"process_only","M_atx","physicochemical","SFE-SH-1S",24.1599269335506,0.304591691229855
"process_only","M_atx","physicochemical","w",29.2694043768275,0.301463002331882
"process_only","M_atx","physicochemical","w",26.9279653178436,0.293505489652155
"process_only","M_atx","physicochemical","w",27.0792668962094,0.2409462385821
"process_only","M_atx","physicochemical","w",32.5486869185955,0.485730596144879
"process_only","M_atx","physicochemical","w",23.1976654532851,0.340107936938206
"process_only","AC_atx","all","SFE-M-1S",22.3495518813765,0.277139270311639
"process_only","AC_atx","all","SFE-M-2",26.3154688859522,0.32661710403348
"process_only","AC_atx","all","SFE-M-3",24.8161609766165,0.38498675212308
"process_only","AC_atx","all","SFE-M-4",23.7709729499893,0.325514244469209
"process_only","AC_atx","all","SFE-SH-1S",20.6173450088645,0.311142816649637
"process_only","AC_atx","all","w",22.163542204435,0.236680778335414
"process_only","AC_atx","all","w",22.6142504331804,0.291877876603543
"process_only","AC_atx","all","w",24.4704506225725,0.35204723048878
"process_only","AC_atx","all","w",23.9096958048075,0.287710857998263
"process_only","AC_atx","all","w",21.2731773163638,0.308159540068333
"process_only","AC_atx","biochemical","SFE-M-1S",19.922130692938,0.321624038510516
"process_only","AC_atx","biochemical","SFE-M-2",22.4650105651837,0.319899146352879
"process_only","AC_atx","biochemical","SFE-M-3",20.2405538035767,0.397783306965669
"process_only","AC_atx","biochemical","SFE-M-4",24.1040887173915,0.379689237614677
"process_only","AC_atx","biochemical","SFE-SH-1S",23.8914915591041,0.334665061173277
"process_only","AC_atx","biochemical","w",18.8510579098802,0.261828241091791
"process_only","AC_atx","biochemical","w",17.9719966539324,0.275167684742483
"process_only","AC_atx","biochemical","w",19.395963086262,0.340046717104549
"process_only","AC_atx","biochemical","w",23.9232333190484,0.332088840566768
"process_only","AC_atx","biochemical","w",25.7688347508149,0.320891904004538
"process_only","AC_atx","biological","SFE-M-1S",19.3266726736639,0.340603911099244
"process_only","AC_atx","biological","SFE-M-2",19.6619902694211,0.353703556657327
"process_only","AC_atx","biological","SFE-M-3",18.763090101729,0.379030945604492
"process_only","AC_atx","biological","SFE-M-4",18.5272058246697,0.383233603173214
"process_only","AC_atx","biological","SFE-SH-1S",18.5991872840341,0.367505688943157
"process_only","AC_atx","biological","w",20.3202432348848,0.207314720087452
"process_only","AC_atx","biological","w",14.8066794526277,0.299590477171036
"process_only","AC_atx","biological","w",21.002946835908,0.249124065262021
"process_only","AC_atx","biological","w",20.3795321182111,0.256614462904138
"process_only","AC_atx","biological","w",24.468561958268,0.267340332419134
"process_only","AC_atx","chemical","SFE-M-1S",19.922130692938,0.321624038510516
"process_only","AC_atx","chemical","SFE-M-2",22.4650105651837,0.319899146352879
"process_only","AC_atx","chemical","SFE-M-3",20.2405538035767,0.397783306965669
"process_only","AC_atx","chemical","SFE-M-4",24.1040887173915,0.379689237614677
"process_only","AC_atx","chemical","SFE-SH-1S",23.8914915591041,0.334665061173277
"process_only","AC_atx","chemical","w",18.8510579098802,0.261828241091791
"process_only","AC_atx","chemical","w",17.9719966539324,0.275167684742483
"process_only","AC_atx","chemical","w",19.395963086262,0.340046717104549
"process_only","AC_atx","chemical","w",23.9232333190484,0.332088840566768
"process_only","AC_atx","chemical","w",25.7688347508149,0.320891904004538
"process_only","AC_atx","chemical","SFE-M-1S",21.2243105430662,0.348862296459984
"process_only","AC_atx","chemical","SFE-M-2",21.3145631059407,0.344048850327021
"process_only","AC_atx","chemical","SFE-M-3",22.0610431176945,0.418866846487114
"process_only","AC_atx","chemical","SFE-M-4",19.5633799341761,0.370137937538141
"process_only","AC_atx","chemical","SFE-SH-1S",21.2142950474499,0.371457339266579
"process_only","AC_atx","chemical","w",18.6178541989801,0.264016879146664
"process_only","AC_atx","chemical","w",18.5240025480656,0.286348706657664
"process_only","AC_atx","chemical","w",18.0537342833542,0.346703490466633
"process_only","AC_atx","chemical","w",23.6245403635847,0.334766408065996
"process_only","AC_atx","chemical","w",22.7432609969133,0.285107238627475
"process_only","AC_atx","chemical","SFE-M-1S",21.8160883515319,0.275188928228549
"process_only","AC_atx","chemical","SFE-M-2",26.2956443544967,0.322643020904479
"process_only","AC_atx","chemical","SFE-M-3",24.091095974059,0.383579726089757
"process_only","AC_atx","chemical","SFE-M-4",23.2788527847957,0.315394537462934
"process_only","AC_atx","chemical","SFE-SH-1S",22.6709144269547,0.294709977306747
"process_only","AC_atx","chemical","w",22.0357517018239,0.239747412830523
"process_only","AC_atx","chemical","w",23.8869794492601,0.309300532183296
"process_only","AC_atx","chemical","w",24.4687950750532,0.356377744775665
"process_only","AC_atx","chemical","w",23.801910547685,0.293079719879037
"process_only","AC_atx","chemical","w",19.9867713140586,0.272264433947705
"process_only","AC_atx","ecohydrological","SFE-M-1S",22.4787964388568,0.299566991784861
"process_only","AC_atx","ecohydrological","SFE-M-2",23.065386020585,0.337959334238641
"process_only","AC_atx","ecohydrological","SFE-M-3",21.1376443565228,0.318751466565497
"process_only","AC_atx","ecohydrological","SFE-M-4",21.14064481484,0.337728806193738
"process_only","AC_atx","ecohydrological","SFE-SH-1S",21.1154362575702,0.313052666304809
"process_only","AC_atx","ecohydrological","w",23.0298027455178,0.228523924126774
"process_only","AC_atx","ecohydrological","w",18.2384875204393,0.289793903863671
"process_only","AC_atx","ecohydrological","w",22.5049339392224,0.260187938126676
"process_only","AC_atx","ecohydrological","w",21.8522527197784,0.275244537359698
"process_only","AC_atx","ecohydrological","w",23.2044213277079,0.278140473272692
"process_only","AC_atx","physical","SFE-M-1S",20.788032230418,0.322870878084621
"process_only","AC_atx","physical","SFE-M-2",21.6387657213328,0.349802426456641
"process_only","AC_atx","physical","SFE-M-3",20.215730288844,0.351870871787237
"process_only","AC_atx","physical","SFE-M-4",19.7123415201647,0.362174265363731
"process_only","AC_atx","physical","SFE-SH-1S",19.6476519848274,0.341780596008941
"process_only","AC_atx","physical","w",22.4502344456656,0.257107623212656
"process_only","AC_atx","physical","w",21.5700804373969,0.333336726603377
"process_only","AC_atx","physical","w",21.5508889124356,0.275250722248928
"process_only","AC_atx","physical","w",20.8537065385601,0.300982636226068
"process_only","AC_atx","physical","w",21.7234872287324,0.26657094983089
"process_only","AC_atx","physicochemical","SFE-M-1S",21.8160883515319,0.275188928228549
"process_only","AC_atx","physicochemical","SFE-M-2",26.2956443544967,0.322643020904479
"process_only","AC_atx","physicochemical","SFE-M-3",24.091095974059,0.383579726089757
"process_only","AC_atx","physicochemical","SFE-M-4",23.2788527847957,0.315394537462934
"process_only","AC_atx","physicochemical","SFE-SH-1S",22.6709144269547,0.294709977306747
"process_only","AC_atx","physicochemical","w",22.0357517018239,0.239747412830523
"process_only","AC_atx","physicochemical","w",23.8869794492601,0.309300532183296
"process_only","AC_atx","physicochemical","w",24.4687950750532,0.356377744775665
"process_only","AC_atx","physicochemical","w",23.801910547685,0.293079719879037
"process_only","AC_atx","physicochemical","w",19.9867713140586,0.272264433947705
"param_process_and_initialcon","M_cover","all","SFE-M-1S",35.4051587469879,0.292173216260289
"param_process_and_initialcon","M_cover","all","SFE-M-2",33.2548145023634,0.308438273136996
"param_process_and_initialcon","M_cover","all","SFE-M-3",36.9193991370655,0.382881645386039
"param_process_and_initialcon","M_cover","all","SFE-M-4",34.3493415309158,0.425488274386321
"param_process_and_initialcon","M_cover","all","SFE-SH-1S",31.9898180861872,0.260901099113303
"param_process_and_initialcon","M_cover","biochemical","SFE-M-1S",35.4328970551854,0.303727833651363
"param_process_and_initialcon","M_cover","biochemical","SFE-M-2",32.987601725328,0.361315983685154
"param_process_and_initialcon","M_cover","biochemical","SFE-M-3",34.1228035844239,0.442983336891599
"param_process_and_initialcon","M_cover","biochemical","SFE-M-4",36.1690893966438,0.612163689933915
"param_process_and_initialcon","M_cover","biochemical","SFE-SH-1S",29.552996973346,0.350982624404159
"param_process_and_initialcon","M_cover","biological","SFE-M-1S",29.4251332322588,0.320091998526877
"param_process_and_initialcon","M_cover","biological","SFE-M-2",28.5414382413155,0.338032223341839
"param_process_and_initialcon","M_cover","biological","SFE-M-3",28.4887748102203,0.32527641462017
"param_process_and_initialcon","M_cover","biological","SFE-M-4",32.1997989656858,0.543797684502123
"param_process_and_initialcon","M_cover","biological","SFE-SH-1S",28.7797814749856,0.325637018870549
"param_process_and_initialcon","M_cover","chemical","SFE-M-1S",35.4328970551854,0.303727833651363
"param_process_and_initialcon","M_cover","chemical","SFE-M-2",32.987601725328,0.361315983685154
"param_process_and_initialcon","M_cover","chemical","SFE-M-3",34.1228035844239,0.442983336891599
"param_process_and_initialcon","M_cover","chemical","SFE-M-4",36.1690893966438,0.612163689933915
"param_process_and_initialcon","M_cover","chemical","SFE-SH-1S",29.552996973346,0.350982624404159
"param_process_and_initialcon","M_cover","chemical","SFE-M-1S",36.896845972455,0.299207501270721
"param_process_and_initialcon","M_cover","chemical","SFE-M-2",32.7111071857363,0.384232972326285
"param_process_and_initialcon","M_cover","chemical","SFE-M-3",30.527399736893,0.435455360204084
"param_process_and_initialcon","M_cover","chemical","SFE-M-4",34.9298134718226,0.619916318113317
"param_process_and_initialcon","M_cover","chemical","SFE-SH-1S",27.2364416124611,0.375253936503096
"param_process_and_initialcon","M_cover","chemical","SFE-M-1S",34.1073689539911,0.288177364202425
"param_process_and_initialcon","M_cover","chemical","SFE-M-2",32.5415317398318,0.27739073787416
"param_process_and_initialcon","M_cover","chemical","SFE-M-3",35.878832902701,0.388260557607886
"param_process_and_initialcon","M_cover","chemical","SFE-M-4",32.3163315850418,0.413702523104186
"param_process_and_initialcon","M_cover","chemical","SFE-SH-1S",31.9085614960007,0.248675490886847
"param_process_and_initialcon","M_cover","ecohydrological","SFE-M-1S",30.7949269948806,0.260701943357818
"param_process_and_initialcon","M_cover","ecohydrological","SFE-M-2",29.8585147038518,0.256149272380215
"param_process_and_initialcon","M_cover","ecohydrological","SFE-M-3",29.9164543845308,0.266623623314587
"param_process_and_initialcon","M_cover","ecohydrological","SFE-M-4",30.0877498629178,0.439539033684966
"param_process_and_initialcon","M_cover","ecohydrological","SFE-SH-1S",29.2114605470507,0.232004612112601
"param_process_and_initialcon","M_cover","physical","SFE-M-1S",30.2892426392921,0.257486041500955
"param_process_and_initialcon","M_cover","physical","SFE-M-2",29.6825914255221,0.253208701561446
"param_process_and_initialcon","M_cover","physical","SFE-M-3",29.8040933424028,0.258540454781105
"param_process_and_initialcon","M_cover","physical","SFE-M-4",29.830412992471,0.434908876163349
"param_process_and_initialcon","M_cover","physical","SFE-SH-1S",28.6180479050566,0.226043192328875
"param_process_and_initialcon","M_cover","physicochemical","SFE-M-1S",34.1073689539911,0.288177364202425
"param_process_and_initialcon","M_cover","physicochemical","SFE-M-2",32.5415317398318,0.27739073787416
"param_process_and_initialcon","M_cover","physicochemical","SFE-M-3",35.878832902701,0.388260557607886
"param_process_and_initialcon","M_cover","physicochemical","SFE-M-4",32.3163315850418,0.413702523104186
"param_process_and_initialcon","M_cover","physicochemical","SFE-SH-1S",31.9085614960007,0.248675490886847
"param_process_and_initialcon","AC_cover","all","SFE-M-2",39.9695540910745,0.689842695113931
"param_process_and_initialcon","AC_cover","all","SFE-M-3",39.0435371535995,0.546733334086218
"param_process_and_initialcon","AC_cover","all","SFE-M-4",36.8098726333698,0.348941151580918
"param_process_and_initialcon","AC_cover","all","SFE-SH-1S",35.093659055567,0.474481822179545
"param_process_and_initialcon","AC_cover","biochemical","SFE-M-2",39.2553939417195,0.696686530532032
"param_process_and_initialcon","AC_cover","biochemical","SFE-M-3",36.0124956359986,0.464062868713025
"param_process_and_initialcon","AC_cover","biochemical","SFE-M-4",38.4433037393311,0.404133431847111
"param_process_and_initialcon","AC_cover","biochemical","SFE-SH-1S",40.5892083427708,0.580035009559119
"param_process_and_initialcon","AC_cover","biological","SFE-M-2",22.231894679115,0.411394585264968
"param_process_and_initialcon","AC_cover","biological","SFE-M-3",22.2823391559893,0.362884788790737
"param_process_and_initialcon","AC_cover","biological","SFE-M-4",20.9736104356113,0.376709809321032
"param_process_and_initialcon","AC_cover","biological","SFE-SH-1S",23.6020855124851,0.341721131850579
"param_process_and_initialcon","AC_cover","chemical","SFE-M-2",39.2553939417195,0.696686530532032
"param_process_and_initialcon","AC_cover","chemical","SFE-M-3",36.0124956359986,0.464062868713025
"param_process_and_initialcon","AC_cover","chemical","SFE-M-4",38.4433037393311,0.404133431847111
"param_process_and_initialcon","AC_cover","chemical","SFE-SH-1S",40.5892083427708,0.580035009559119
"param_process_and_initialcon","AC_cover","chemical","SFE-M-1S",40.8150944489293,0.516285085375881
"param_process_and_initialcon","AC_cover","chemical","SFE-M-2",39.4023255439315,0.69181368667847
"param_process_and_initialcon","AC_cover","chemical","SFE-M-3",35.888097677042,0.463749850783746
"param_process_and_initialcon","AC_cover","chemical","SFE-M-4",38.3334245213042,0.39885751689873
"param_process_and_initialcon","AC_cover","chemical","SFE-SH-1S",40.6281081785951,0.588060124787738
"param_process_and_initialcon","AC_cover","chemical","SFE-M-1S",41.9275135133579,0.558896418094066
"param_process_and_initialcon","AC_cover","chemical","SFE-M-2",40.0986645166011,0.686827309229599
"param_process_and_initialcon","AC_cover","chemical","SFE-M-3",38.8618217431456,0.540302212004358
"param_process_and_initialcon","AC_cover","chemical","SFE-M-4",37.5373613239752,0.337539948060815
"param_process_and_initialcon","AC_cover","chemical","SFE-SH-1S",38.7285562887221,0.541850538747532
"param_process_and_initialcon","AC_cover","ecohydrological","SFE-M-2",39.1463065198583,0.723600863918595
"param_process_and_initialcon","AC_cover","ecohydrological","SFE-M-3",38.511332460836,0.57649813899454
"param_process_and_initialcon","AC_cover","ecohydrological","SFE-M-4",36.7077124323049,0.484221403096808
"param_process_and_initialcon","AC_cover","ecohydrological","SFE-SH-1S",37.8966082876425,0.52501462101002
"param_process_and_initialcon","AC_cover","physical","SFE-M-1S",39.9228614747982,0.574303255367555
"param_process_and_initialcon","AC_cover","physical","SFE-M-2",38.6798670971719,0.725021278223962
"param_process_and_initialcon","AC_cover","physical","SFE-M-3",38.7480664748222,0.589366269008357
"param_process_and_initialcon","AC_cover","physical","SFE-M-4",37.5980878229762,0.525064306821215
"param_process_and_initialcon","AC_cover","physical","SFE-SH-1S",37.074812633947,0.572528197053743
"param_process_and_initialcon","AC_cover","physicochemical","SFE-M-1S",41.9275135133579,0.558896418094066
"param_process_and_initialcon","AC_cover","physicochemical","SFE-M-2",40.0986645166011,0.686827309229599
"param_process_and_initialcon","AC_cover","physicochemical","SFE-M-3",38.8618217431456,0.540302212004358
"param_process_and_initialcon","AC_cover","physicochemical","SFE-M-4",37.5373613239752,0.337539948060815
"param_process_and_initialcon","AC_cover","physicochemical","SFE-SH-1S",38.7285562887221,0.541850538747532
