"date_index","time_index","index","K600_daily_sigma_mean","K600_daily_sigma_se_mean","K600_daily_sigma_sd","K600_daily_sigma_2.5pct","K600_daily_sigma_25pct","K600_daily_sigma_50pct","K600_daily_sigma_75pct","K600_daily_sigma_97.5pct","K600_daily_sigma_n_eff","K600_daily_sigma_Rhat"
NA,NA,1,0.775565565480575,0.000941149829393425,0.0777886850105856,0.63230388318986,0.721476453694131,0.772181884874247,0.825752641568289,0.937164543631101,6831.48822691352,1.0003099099514
