discharge_cfs,discharge_cms,depth_m,width_m,velocity_m_s
110.8835341,3.139866859,0.295142252,28.98631106,0.404583598
111.5261044,3.158062394,0.295768301,29.00705812,0.405428148
112.1686747,3.176257928,0.296515983,29.03726711,0.406402739
112.811245,3.194453462,0.297224314,29.06474006,0.407356187
113.4538153,3.212648996,0.29799346,29.09359226,0.408359928
114.0963855,3.23084453,0.298648129,29.11996243,0.409233293
114.7389558,3.249040064,0.299349304,29.14814113,0.41014758
115.3815261,3.267235598,0.299971776,29.17129542,0.410971749
116.0240964,3.285431133,0.300622867,29.19750115,0.411858387
116.6666667,3.303626667,0.30135624,29.22506498,0.412852529
117.3092369,3.321822201,0.301928628,29.24526743,0.413602249
117.9518072,3.340017735,0.302615493,29.27108779,0.414493505
118.5943775,3.358213269,0.30337033,29.29927109,0.415491372
119.2369478,3.376408803,0.304057196,29.32678024,0.416402406
119.8795181,3.394604337,0.30478699,29.355326,0.417369725
120.5220884,3.412799871,0.305434504,29.37991125,0.418234254
121.1646586,3.430995406,0.306149989,29.40953054,0.419182416
121.8072289,3.44919094,0.306761729,29.43459688,0.419989259
122.4497992,3.467386474,0.307394933,29.46192213,0.42082652
123.0923695,3.485582008,0.308046025,29.48859106,0.421658552
123.7349398,3.503777542,0.308614835,29.50983259,0.422414319
124.37751,3.521973076,0.309280236,29.53712409,0.423288492
125.0200803,3.54016861,0.309984989,29.5639139,0.424228061
125.6626506,3.558364145,0.310668277,29.58941304,0.42511822
126.3052209,3.576559679,0.311423114,29.62099444,0.426104479
126.9477912,3.594755213,0.31197046,29.64405856,0.426822576
127.5903614,3.612950747,0.312664481,29.67221438,0.427736846
128.2329317,3.631146281,0.313340614,29.70241906,0.428627811
128.875502,3.649341815,0.313884383,29.72362014,0.429338381
129.5180723,3.667537349,0.314603445,29.74828786,0.430285028
130.1606426,3.685732884,0.315261691,29.77633776,0.431139532
130.8032129,3.703928418,0.315880586,29.79819572,0.431962514
131.4457831,3.722123952,0.316478016,29.82173706,0.432700313
132.0883534,3.740319486,0.31709691,29.84463691,0.433475981
132.7309237,3.75851502,0.317758734,29.8692373,0.434331456
133.373494,3.776710554,0.318363319,29.88978406,0.435143407
134.0160643,3.794906088,0.318939284,29.91376537,0.435901183
134.6586345,3.813101622,0.319551024,29.94106522,0.436684096
135.3012048,3.831297157,0.320191383,29.96649881,0.437501664
135.9437751,3.849492691,0.320828165,29.99005223,0.438338925
136.5863454,3.867688225,0.321511453,30.01968828,0.43923374
137.2289157,3.885883759,0.322133925,30.04410717,0.440041416
137.8714859,3.904079293,0.322806481,30.07078867,0.440921694
138.5140562,3.922274827,0.323457572,30.09998395,0.441753048
139.1566265,3.940470361,0.324033538,30.11822946,0.442496235
139.7991968,3.958665896,0.324620236,30.13987625,0.443240228
140.4417671,3.97686143,0.325192624,30.1643577,0.443966195
141.0843373,3.995056964,0.325822251,30.19617325,0.44478502
141.7269076,4.013252498,0.3264483,30.22025597,0.445591772
142.3694779,4.031448032,0.327085082,30.24537005,0.446424651
143.0120482,4.049643566,0.327771947,30.2725582,0.447320387
143.6546185,4.0678391,0.32835149,30.29539419,0.44806791
144.2971888,4.086034635,0.328923878,30.32055492,0.44879764
144.939759,4.104230169,0.329453337,30.33748509,0.449489319
145.5823293,4.122425703,0.330154512,30.3626951,0.450352988
146.2248996,4.140621237,0.330701858,30.38674125,0.451043466
146.8674699,4.158816771,0.331281401,30.40810072,0.451769525
147.5100402,4.177012305,0.331918183,30.43274003,0.452561987
148.1526104,4.195207839,0.332469107,30.45509603,0.453273012
148.7951807,4.213403373,0.333123775,30.48152903,0.454119552
149.437751,4.231598908,0.333678276,30.50061111,0.45484582
