"date","GPP_mean","GPP_se_mean","GPP_sd","GPP_2.5pct","GPP_25pct","GPP_50pct","GPP_75pct","GPP_97.5pct","GPP_n_eff","GPP_Rhat","ER_mean","ER_se_mean","ER_sd","ER_2.5pct","ER_25pct","ER_50pct","ER_75pct","ER_97.5pct","ER_n_eff","ER_Rhat","DO_R2_mean","DO_R2_se_mean","DO_R2_sd","DO_R2_2.5pct","DO_R2_25pct","DO_R2_50pct","DO_R2_75pct","DO_R2_97.5pct","DO_R2_n_eff","DO_R2_Rhat","GPP_daily_mean","GPP_daily_se_mean","GPP_daily_sd","GPP_daily_2.5pct","GPP_daily_25pct","GPP_daily_50pct","GPP_daily_75pct","GPP_daily_97.5pct","GPP_daily_n_eff","GPP_daily_Rhat","ER_daily_mean","ER_daily_se_mean","ER_daily_sd","ER_daily_2.5pct","ER_daily_25pct","ER_daily_50pct","ER_daily_75pct","ER_daily_97.5pct","ER_daily_n_eff","ER_daily_Rhat","K600_daily_mean","K600_daily_se_mean","K600_daily_sd","K600_daily_2.5pct","K600_daily_25pct","K600_daily_50pct","K600_daily_75pct","K600_daily_97.5pct","K600_daily_n_eff","K600_daily_Rhat","K600_daily_predlog_mean","K600_daily_predlog_se_mean","K600_daily_predlog_sd","K600_daily_predlog_2.5pct","K600_daily_predlog_25pct","K600_daily_predlog_50pct","K600_daily_predlog_75pct","K600_daily_predlog_97.5pct","K600_daily_predlog_n_eff","K600_daily_predlog_Rhat","valid_day","warnings","errors"
2022-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","data don't start when expected"
2022-06-30,3.88383146416269,0.0267152648279379,0.697344394345151,2.482128884787,3.39896015864195,3.92228583410765,4.36334872027829,5.19618830388389,681.358472944919,1.00960273238262,-4.17881944050349,0.0834563443994199,1.07934026115336,-6.17130534102666,-4.93755815307316,-4.17608130691286,-3.41541162845848,-2.13322408254186,167.262290343102,1.02643709550933,0.998152188567181,7.40618736752899e-06,0.000167815110965386,0.997793056344186,0.998049908159326,0.998161228548278,0.998261246625732,0.998467271455127,513.419948641395,1.00554285944241,3.88383146415996,0.0267152648279194,0.69734439434466,2.48212888478525,3.39896015863955,3.92228583410489,4.36334872027522,5.19618830388023,681.358472944901,1.00960273238262,-4.17881944050349,0.0834563443994198,1.07934026115336,-6.17130534102663,-4.93755815307316,-4.17608130691288,-3.41541162845849,-2.13322408254187,167.262290343102,1.02643709550933,4.55639815245036,0.0148361525382989,0.324787182387864,3.91398318208139,4.34809142979902,4.551229692676,4.75866009450237,5.20439178608754,479.242343800363,1.01218507904897,1.51164907136717,0.00321598004877848,0.063124453768807,1.3821188626749,1.47162540277528,1.51248572307811,1.55551976305546,1.63079736372881,385.27299990436,1.0160014332299,TRUE,"",""
2022-07-01,4.0311447111131,0.0210708554361342,0.674745964908376,2.70806208244658,3.58383059405342,4.01936123687914,4.47890704227509,5.36366646523881,1025.45417405848,1.00415095242966,-4.12983745008431,0.0299161842761073,0.997886931481882,-6.05348333392976,-4.8063981962745,-4.15056223322697,-3.49566341729577,-2.04718672970853,1112.62873186277,1.0026237034402,0.998313174151457,1.23964485118817e-05,0.000166598095541454,0.997956500385627,0.998203039462092,0.998325516317561,0.998430782774109,0.998614472355201,180.611543091552,1.01967422790582,4.03114471111026,0.0210708554361188,0.674745964907901,2.70806208244467,3.58383059405089,4.01936123687632,4.47890704227194,5.36366646523503,1025.45417405853,1.00415095242966,-4.12983745008431,0.0299161842761072,0.997886931481882,-6.05348333392977,-4.8063981962745,-4.15056223322699,-3.49566341729579,-2.04718672970853,1112.62873186278,1.0026237034402,4.49352744781499,0.0146861703373729,0.32301109547551,3.87162765298368,4.27965981872411,4.48633562250196,4.70820713122467,5.14025652495073,483.746414645197,1.01288305040723,1.49911336295588,0.00321183341877089,0.0634493577156885,1.36969507158593,1.45881289423071,1.49890618069619,1.54421862544899,1.61930895239281,390.254963339248,1.01568189687857,TRUE,"",""
2022-07-02,4.39037068367503,0.0134233404441222,0.705617329647737,2.99566461144167,3.9482330522184,4.35871281146547,4.86114019032959,5.82567101866314,2763.23147261033,1.00307647153609,-4.13344947724989,0.0385841510098127,1.03334285819712,-6.11832708381471,-4.8944268433667,-4.15322639154573,-3.43260459289851,-2.06925046982673,717.250710636444,1.00967161052357,0.998437123955939,7.28964651936332e-06,0.000148775293377709,0.998115659201933,0.998340489045264,0.998451658823374,0.998537339155227,0.998707449562349,416.532306878649,1.00935816423681,4.39037068367194,0.0134233404441126,0.70561732964724,2.99566461143956,3.94823305221562,4.35871281146241,4.86114019032617,5.82567101865903,2763.23147261038,1.00307647153609,-4.13344947724989,0.0385841510098129,1.03334285819712,-6.11832708381474,-4.89442684336667,-4.15322639154574,-3.43260459289852,-2.06925046982674,717.250710636436,1.00967161052357,4.46606339770794,0.0144329765382095,0.32210324038702,3.81783114399932,4.25965276063422,4.46087264649218,4.68436300443457,5.09921482521566,498.05622951095,1.01530038428511,1.49924086629044,0.00321178717825075,0.0634430822427195,1.36970505600547,1.45895689509947,1.49899488483181,1.54433193499217,1.61950659742888,390.189005608977,1.01568572116721,TRUE,"",""
2022-07-03,3.11819057295683,0.0318295694492822,0.646216838857072,1.90844575837898,2.67393062280692,3.09825209606595,3.58497250610929,4.35156181400623,412.187685679816,1.01258794939256,-3.22292441485017,0.0498940353356246,0.98233928575446,-5.08288598692163,-3.88621323209591,-3.25453625329972,-2.52232284363519,-1.36853986590742,387.637482929194,1.01518680781281,0.998431154547913,8.50338397070383e-06,0.00015061212280736,0.998104989983814,0.998337597855176,0.998440093992942,0.998534068202195,0.998706315474205,313.715718511923,1.01105260755403,3.11819057295463,0.0318295694492607,0.646216838856617,1.90844575837764,2.67393062280504,3.09825209606377,3.58497250610676,4.35156181400317,412.187685679792,1.01258794939256,-3.22292441485017,0.0498940353356245,0.98233928575446,-5.08288598692161,-3.8862132320959,-3.25453625329975,-2.52232284363518,-1.36853986590742,387.637482929195,1.01518680781281,4.47048794754129,0.0155793980393929,0.327620756533588,3.81334359897427,4.25853544869229,4.47671539651088,4.70941742321094,5.09021047204548,442.223147298405,1.01547390675341,1.50922215952976,0.00321356016382872,0.0631410828895379,1.38025191741616,1.46929954475074,1.51003756143053,1.55338379951337,1.62873721646512,386.056777823249,1.01594894083229,TRUE,"",""
2022-07-04,4.43210592968911,0.0890770556233375,0.815390930480394,2.69680594173773,3.92463367461237,4.42279451843214,4.96964726286288,5.93623117083416,83.7915157002439,1.0511546980218,-4.46930458410433,0.107973404484134,1.14017010101858,-6.48966135194813,-5.26447665415911,-4.50935771649142,-3.72120180384525,-2.1139694317372,111.507917718902,1.0367506905677,0.998349938040636,9.31340509364312e-06,0.000157383733902477,0.998024754675389,0.998250421967663,0.998359016620619,0.998458461383196,0.998643601634885,285.563504217048,1.01309576145632,4.43210592968599,0.0890770556232765,0.81539093047982,2.69680594173583,3.92463367460961,4.42279451842903,4.96964726285939,5.93623117082998,83.7915157002407,1.0511546980218,-4.46930458410433,0.107973404484133,1.14017010101858,-6.48966135194811,-5.26447665415912,-4.50935771649143,-3.72120180384525,-2.1139694317372,111.507917718903,1.03675069056769,4.68536707876275,0.0156960916608049,0.338722631773221,4.02683027598984,4.46669073112585,4.69825426005954,4.90582465391549,5.35597307281635,465.699077505955,1.01389154454345,1.54155689750691,0.00330633477648942,0.0647293769586096,1.40766103403859,1.50066987974555,1.54704838737067,1.58629337521299,1.66087850836593,383.273862518872,1.01624212155276,TRUE,"",""
2022-07-05,4.23110273154584,0.0240314732457592,0.681107295706714,2.82013103098694,3.7803717096734,4.26902811724699,4.7070161849231,5.50550798324712,803.286138020576,1.00718896105242,-4.09266979473908,0.0636873955679381,1.02393645730354,-5.93341768932119,-4.86037991335684,-4.11959828659386,-3.37434413526635,-2.07783589279452,258.487195292842,1.01525199443247,0.998385877552331,8.40935257563845e-06,0.000154437591769131,0.998050622786195,0.998284218626853,0.998396841862161,0.998491683352866,0.998670322192929,337.272489983638,1.01089550388249,4.23110273154286,0.0240314732457417,0.681107295706235,2.82013103098496,3.78037170967074,4.26902811724399,4.70701618491978,5.50550798324324,803.286138020613,1.00718896105242,-4.09266979473908,0.0636873955679378,1.02393645730354,-5.93341768932119,-4.86037991335685,-4.11959828659384,-3.37434413526633,-2.07783589279452,258.487195292845,1.01525199443247,4.96444479990046,0.0187553724380397,0.399424471346377,4.18199797053013,4.69627706038743,4.98355802956607,5.21843391160052,5.7810156121157,453.542461555782,1.01222181541708,1.59735568435216,0.00380417141707052,0.075600385297128,1.44073389918073,1.54979856477006,1.60374335103551,1.64811565039735,1.7379189653829,394.937035110871,1.01514852004333,TRUE,"",""
2022-07-06,5.26113190674951,0.0127399228957991,0.697201392016404,3.86961423763947,4.82589023477825,5.26238213574741,5.71062973795981,6.63146410694145,2994.90390373007,1.00203962772183,-4.48405382981541,0.0206346625935307,0.977550765267481,-6.41588689587457,-5.10800750263931,-4.51303389489368,-3.8607932970619,-2.55544070589282,2244.31543463422,1.00267359071025,0.99852452174058,1.45839542394868e-05,0.000147160137767436,0.998226628823318,0.998433078611551,0.9985214150577,0.998619932284864,0.998815294622001,101.819224648215,1.03284127109502,5.26113190674581,0.0127399228957899,0.697201392015914,3.86961423763674,4.82589023477486,5.26238213574371,5.71062973795579,6.63146410693678,2994.90390373016,1.00203962772183,-4.48405382981541,0.0206346625935307,0.977550765267481,-6.41588689587453,-5.10800750263929,-4.51303389489365,-3.8607932970619,-2.55544070589283,2244.31543463421,1.00267359071025,5.20191017698946,0.0223621471692464,0.483773829334472,4.23656691284038,4.87429230454107,5.21963916669352,5.52946998342243,6.16574079773906,468.012808262949,1.01260802763621,1.64551421772895,0.00449585000838894,0.0907100005446172,1.45729606783729,1.58620647585395,1.65192852797323,1.70994737460869,1.8130659660735,407.086510529305,1.01380830764511,TRUE,"",""
2022-07-07,5.23209689909742,0.0182077095849217,0.721413856262414,3.80386276588442,4.77163091639618,5.24231575421313,5.71802597228388,6.62666391915297,1569.85060157441,1.00447466211306,-4.73988010734354,0.0199270503470435,1.00092895158222,-6.68340073077101,-5.37673763897929,-4.74045115682775,-4.10345659195634,-2.73385413250051,2523.01868244977,1.0035754981301,0.99860550279464,8.75193164201752e-06,0.00013191210934413,0.998334504116609,0.99851366520136,0.998610883952067,0.99870507933937,0.998838769153525,227.175501889791,1.01335908657207,5.23209689909373,0.0182077095849077,0.721413856261906,3.80386276588174,4.77163091639282,5.24231575420944,5.71802597227985,6.62666391914832,1569.85060157462,1.00447466211306,-4.73988010734354,0.0199270503470434,1.00092895158222,-6.68340073077097,-5.37673763897926,-4.74045115682776,-4.10345659195634,-2.73385413250052,2523.01868244977,1.0035754981301,5.21601238210796,0.0225110854627182,0.486852754773374,4.25946270940741,4.88530538856802,5.23865590283875,5.54399314088016,6.18949727475784,467.737715251589,1.01251315609439,1.64487194970975,0.00448687992895711,0.0904847995846056,1.45712593404925,1.58586267789635,1.65125228960427,1.70917581007921,1.81199829101254,406.688940249246,1.01382483886663,TRUE,"",""
2022-07-08,5.2516833569527,0.0447163919427416,0.734753079299043,3.87516374581671,4.72326119704679,5.2513302944858,5.78000149779153,6.65515178513206,269.991021144218,1.01644771826774,-4.73129452387786,0.0908282640025153,1.06642567784871,-6.72950486457925,-5.51099367204436,-4.78772582655575,-4.01635001840524,-2.62328456427781,137.85393267162,1.02870692614343,0.998898474015514,5.77426373968767e-06,0.000107577391051253,0.998670269704175,0.998827922576021,0.998903045742046,0.998971229054333,0.999096717765677,347.095339559091,1.00353671527377,5.25168335694901,0.044716391942712,0.734753079298526,3.87516374581398,4.72326119704347,5.25133029448211,5.78000149778746,6.65515178512738,269.991021144195,1.01644771826774,-4.73129452387786,0.0908282640025154,1.06642567784871,-6.72950486457928,-5.51099367204435,-4.78772582655577,-4.01635001840522,-2.62328456427782,137.85393267162,1.02870692614343,4.99044427569456,0.0182019715373673,0.401433887874563,4.20763629771188,4.72394915500471,5.0049251039467,5.24604975801324,5.81974082272291,486.397351296145,1.01261875733859,1.60111114664847,0.00385583512622458,0.0766259213168387,1.44284298450729,1.55252521650694,1.60737970670001,1.65240642087963,1.74374842006682,394.924891833986,1.01504208742413,TRUE,"",""
