"","date","GPP_mean","GPP_se_mean","GPP_sd","GPP_2.5pct","GPP_25pct","GPP_50pct","GPP_75pct","GPP_97.5pct","GPP_n_eff","GPP_Rhat","ER_mean","ER_se_mean","ER_sd","ER_2.5pct","ER_25pct","ER_50pct","ER_75pct","ER_97.5pct","ER_n_eff","ER_Rhat","DO_R2_mean","DO_R2_se_mean","DO_R2_sd","DO_R2_2.5pct","DO_R2_25pct","DO_R2_50pct","DO_R2_75pct","DO_R2_97.5pct","DO_R2_n_eff","DO_R2_Rhat","GPP_daily_mean","GPP_daily_se_mean","GPP_daily_sd","GPP_daily_2.5pct","GPP_daily_25pct","GPP_daily_50pct","GPP_daily_75pct","GPP_daily_97.5pct","GPP_daily_n_eff","GPP_daily_Rhat","ER_daily_mean","ER_daily_se_mean","ER_daily_sd","ER_daily_2.5pct","ER_daily_25pct","ER_daily_50pct","ER_daily_75pct","ER_daily_97.5pct","ER_daily_n_eff","ER_daily_Rhat","K600_daily_mean","K600_daily_se_mean","K600_daily_sd","K600_daily_2.5pct","K600_daily_25pct","K600_daily_50pct","K600_daily_75pct","K600_daily_97.5pct","K600_daily_n_eff","K600_daily_Rhat","K600_daily_predlog_mean","K600_daily_predlog_se_mean","K600_daily_predlog_sd","K600_daily_predlog_2.5pct","K600_daily_predlog_25pct","K600_daily_predlog_50pct","K600_daily_predlog_75pct","K600_daily_predlog_97.5pct","K600_daily_predlog_n_eff","K600_daily_predlog_Rhat","valid_day","warnings","errors"
"1",2022-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"","data don't start when expected"
"2",2022-06-30,1.33138668515546,0.0238482858207872,0.514561616229246,0.340555469448855,0.953288323181701,1.33247335578401,1.71057234374465,2.32844249876035,465.543682494025,1.0018347442283,-1.00049324069068,0.0253711258486918,1.02196745447916,-3.017551280122,-1.65377377730095,-1.02621552192757,-0.276498949240675,0.986192880960156,1622.53715970893,1.00135476317884,0.999262598328308,4.84508733056788e-05,0.000128801540953332,0.999020756887707,0.999171449472171,0.999267687866828,0.999349406239603,0.999532431771666,7.06706195819233,1.63743653862405,1.33138668515453,0.0238482858207704,0.514561616228883,0.340555469448616,0.953288323181029,1.33247335578307,1.71057234374345,2.3284424987587,465.543682494024,1.0018347442283,-1.00049324069068,0.0253711258486918,1.02196745447916,-3.01755128012198,-1.65377377730097,-1.02621552192758,-0.276498949240675,0.986192880960158,1622.53715970893,1.00135476317884,2.62427304617189,0.0138014019357974,0.283797628355033,2.05285313915279,2.43139926937774,2.63693996415237,2.82810249921215,3.17384652418682,422.835182137216,1.00751029851773,0.958276891579414,0.00529765779027352,0.10565012655224,0.72982116794174,0.888317071357869,0.970012479262744,1.03862590923962,1.14737000881895,397.715247539479,1.00785486274153,TRUE,"",""
"3",2022-07-01,1.40853617380431,0.0202248870062091,0.488633694017156,0.456926721179684,1.07667112221909,1.38012047922201,1.74103284295166,2.39692147798969,583.706612867707,1.00404902060951,-0.994086611290346,0.0600755095034821,1.02496408610111,-3.009630826459,-1.71493296459965,-1.02241146903326,-0.25202983233033,1.02557212294706,291.086705721676,1.01239857472941,0.999348537572979,4.18127722224081e-05,0.000114079031593842,0.999143109296681,0.99926452325679,0.999350016074275,0.999417446286995,0.999587430096046,7.44378338257395,1.59177756243976,1.40853617380331,0.0202248870061951,0.488633694016812,0.456926721179362,1.07667112221834,1.38012047922104,1.74103284295043,2.396921477988,583.706612867694,1.00404902060951,-0.994086611290346,0.0600755095034822,1.02496408610111,-3.00963082645899,-1.71493296459966,-1.02241146903326,-0.25202983233033,1.02557212294707,291.086705721675,1.01239857472941,2.60450234441689,0.0137645424535776,0.285359443284087,2.03074957616637,2.40525159516499,2.62174692843932,2.81018484315456,3.15393354249474,429.79458439885,1.00735839698943,0.951212426843309,0.0053609581119727,0.106233545855718,0.724816525464339,0.881520535195929,0.962498092778411,1.03204271816568,1.14369773223789,392.679769515255,1.00794411098869,TRUE,"",""
"4",2022-07-02,1.64268714610949,0.0616943662620062,0.536785536280399,0.557312268921401,1.29227233474975,1.65628695604436,1.99825752680372,2.65886511181851,75.7025651457831,1.04135535313553,-0.999775831614816,0.0184221685602702,0.977762510761095,-3.0091124006014,-1.62938033711964,-0.956367645803254,-0.410555045310828,0.961899506897372,2816.98970448877,0.999590352011053,0.999418293856604,3.75910883162972e-05,0.00010389114301709,0.999223890336067,0.999345660095838,0.999423773114209,0.999483889030837,0.999630050875497,7.63813359539008,1.55282077309934,1.64268714610833,0.0616943662619625,0.536785536280021,0.557312268921009,1.29227233474884,1.65628695604319,1.99825752680231,2.65886511181664,75.7025651457837,1.04135535313553,-0.999775831614816,0.0184221685602702,0.977762510761095,-3.00911240060138,-1.62938033711963,-0.956367645803254,-0.410555045310826,0.961899506897378,2816.98970448877,0.999590352011053,2.60427394200134,0.013890775894589,0.282602922872301,2.05521136362668,2.40955757171531,2.61858712189576,2.81823508834203,3.16548287186471,413.904634432211,1.00776642710694,0.951284281004334,0.00536026577057756,0.106225442776984,0.724869331004294,0.881691278476384,0.962568733191327,1.03205339415107,1.14376084404756,392.721297151917,1.00794344448499,TRUE,"",""
"5",2022-07-03,1.72034162889853,0.0125816162459909,0.476106381014878,0.703305091756495,1.40301288288519,1.76160045920774,2.0288813245921,2.6460425331622,1431.97400824611,1.00051084138535,-1.30098482840803,0.055964332064246,1.01844362154459,-3.14220940362444,-2.044022676385,-1.381092883793,-0.634577457631451,0.720438305053194,331.17026493611,1.00820790399697,0.999389200467051,4.21071946757127e-05,0.000114562097782618,0.999184270235797,0.999304504714349,0.999388105995247,0.999478633580485,0.999614749834976,7.40234459651198,1.63452193515245,1.72034162889732,0.012581616245982,0.476106381014543,0.703305091755999,1.4030128828842,1.7616004592065,2.02888132459068,2.64604253316034,1431.97400824612,1.00051084138535,-1.30098482840803,0.0559643320642458,1.01844362154459,-3.14220940362443,-2.04402267638501,-1.381092883793,-0.634577457631452,0.720438305053192,331.170264936112,1.00820790399697,2.61710847530844,0.013633277598563,0.278570137050904,2.0711411488487,2.42719301369216,2.6326615855085,2.82124214789151,3.15287297547571,417.511613234156,1.00629476396987,0.956909211945328,0.00530915360564082,0.105729289410707,0.728897724624862,0.887047272983166,0.968676605730078,1.03730510573103,1.14707799863655,396.588435026823,1.00787587115317,TRUE,"",""
"6",2022-07-04,1.92278825350921,0.0165203830043681,0.517674886624138,0.938453287631092,1.55750529528056,1.93662909083222,2.26182268907552,2.98821916006468,981.915172476967,1.00370301671431,-1.57313606169808,0.0325947825793672,1.04103581533536,-3.64706344027803,-2.24532767542399,-1.64090673627292,-0.871233743107712,0.480032924609311,1020.0821900934,1.00417908187332,0.99935323079003,4.00698885564911e-05,0.000114283466371864,0.99912781529226,0.99927534452902,0.999359353013993,0.999422276886132,0.999595566734885,8.13449394412468,1.53917458203057,1.92278825350786,0.0165203830043566,0.517674886623774,0.938453287630432,1.55750529527947,1.93662909083085,2.26182268907392,2.98821916006258,981.915172476946,1.00370301671431,-1.57313606169808,0.0325947825793671,1.04103581533536,-3.64706344027803,-2.24532767542399,-1.64090673627293,-0.871233743107714,0.480032924609311,1020.0821900934,1.00417908187332,2.66959717418012,0.0135787869746919,0.29016027509236,2.07854622390914,2.47745374315136,2.69402475253338,2.85877787979788,3.23311792099867,456.618978748316,1.00516201144994,0.97513136650542,0.00519413183510655,0.106016530748124,0.748242982809758,0.90707661108164,0.988844366034105,1.04966998400299,1.16705425757331,416.601893770366,1.00745776006599,TRUE,"",""
"7",2022-07-05,1.70671899423216,0.00907935726269919,0.473467084732072,0.751072762753135,1.42922530997902,1.68296444340554,1.9994299937918,2.67616620108447,2719.37671097471,1.00051195509182,-1.04480622635461,0.0340071270203869,0.948899479139255,-2.98514376680757,-1.69132703450719,-0.979784166032528,-0.406315265876501,0.73101858478349,778.575134381751,1.00937884176921,0.999369160192224,4.36413381177827e-05,0.000114385984783784,0.999156310993722,0.999285344772795,0.999372432965738,0.999448380102698,0.999605723693971,6.86988574671545,1.58768496525685,1.70671899423096,0.00907935726269282,0.473467084731739,0.751072762752606,1.42922530997802,1.68296444340436,1.9994299937904,2.67616620108259,2719.37671097469,1.00051195509182,-1.04480622635461,0.0340071270203871,0.948899479139255,-2.98514376680758,-1.69132703450719,-0.979784166032528,-0.406315265876503,0.731018584783491,778.575134381743,1.00937884176921,2.75354183913987,0.0140083810009601,0.315488869354738,2.11184602547332,2.54741250833107,2.77922026963513,2.94636152236187,3.36617676731126,507.215121874942,1.00343060519433,1.00657662265311,0.00518952140257288,0.113081796562262,0.759414500481452,0.935728347991224,1.02106465235483,1.07878527517067,1.20838491910609,474.821946943446,1.00624966318794,TRUE,"",""
"8",2022-07-06,1.84239597446505,0.0740628038443546,0.555388994760646,0.800443991695479,1.43805374500255,1.83715933355506,2.2723636272094,2.80820319522396,56.2333867994046,1.04905829492206,-0.949700476657718,0.0560483825065935,1.02541145612484,-2.90380988691709,-1.67302893446116,-1.00794255589775,-0.244918539756792,1.21463781445602,334.711136637436,1.01291660213475,0.999493538744083,3.60984069525714e-05,9.39606398178652e-05,0.999312606495186,0.999426296476657,0.999498312648226,0.999560847403809,0.999681971011369,6.77510230635948,1.62482924290604,1.84239597446376,0.0740628038443024,0.555388994760255,0.800443991694915,1.43805374500154,1.83715933355377,2.2723636272078,2.80820319522198,56.2333867994048,1.04905829492206,-0.949700476657718,0.0560483825065931,1.02541145612484,-2.9038098869171,-1.67302893446116,-1.00794255589775,-0.244918539756793,1.21463781445601,334.711136637441,1.01291660213475,2.83202568879234,0.0147712424161601,0.354712264913946,2.12814476423484,2.59948445205069,2.84679981882559,3.03916667825024,3.5317107176899,576.65805074555,1.00430728262879,1.03371623452191,0.00533888408279555,0.124870236182287,0.763067209327212,0.958362746116671,1.04936847176568,1.11337631140574,1.25819925151438,547.037228407266,1.00513204594599,TRUE,"",""
"9",2022-07-07,1.65907740017315,0.0480118297779923,0.546882477076113,0.607332380971608,1.27779478420146,1.66534138032656,2.05058519860543,2.63844258233813,129.745260088598,1.02238705334175,-0.927688731332363,0.0366885476136938,0.998403342742837,-2.9629463287175,-1.60031863625184,-0.837398595334424,-0.284067857337722,0.948191629753116,740.54424859133,1.00354348518346,0.999507412847343,3.35347570861999e-05,8.92651510133766e-05,0.999345081390738,0.999438186794409,0.999509992460416,0.999567839342794,0.999696225934946,7.08554985983587,1.61448262957939,1.65907740017198,0.0480118297779585,0.546882477075728,0.60733238097118,1.27779478420056,1.66534138032539,2.05058519860399,2.63844258233627,129.745260088598,1.02238705334175,-0.927688731332363,0.0366885476136939,0.998403342742837,-2.96294632871749,-1.60031863625184,-0.837398595334426,-0.284067857337722,0.948191629753118,740.544248591324,1.00354348518346,2.82975568529751,0.0148108560651292,0.353111291007197,2.10335690193818,2.60231128315474,2.8470861483579,3.03418408324778,3.52304096897474,568.411540135109,1.00331499151818,1.03335428610831,0.0053359989845805,0.12468444467242,0.763205977828848,0.958099084327013,1.0490062125809,1.11281519109532,1.25764476451593,546.00054241181,1.00514589448121,TRUE,"",""
"10",2022-07-08,1.6447710667976,0.0108271320240856,0.494972881849786,0.695393946069659,1.33333110057523,1.607133639147,1.95816842631511,2.67922278533331,2089.95024281216,1.00089531905596,-0.93536624879908,0.0242132383512124,0.989108513237839,-2.86849992419387,-1.55696549004207,-0.939920650518473,-0.329946057006229,1.14809625337396,1668.71482910053,0.999988356168602,0.999570889603314,2.8834430905099e-05,7.56721385283191e-05,0.999426228683418,0.999517992663857,0.999575596453543,0.999617413732693,0.999720859888289,6.88730389766774,1.56700778119853,1.64477106679644,0.0108271320240779,0.494972881849438,0.695393946069169,1.33333110057429,1.60713363914587,1.95816842631373,2.67922278533143,2089.95024281217,1.00089531905596,-0.935366248799081,0.0242132383512124,0.989108513237839,-2.86849992419387,-1.55696549004208,-0.93992065051847,-0.329946057006229,1.14809625337395,1668.71482910053,0.999988356168602,2.76036554091725,0.013814302167256,0.314690905291249,2.11379880330701,2.5508723359592,2.78530240258487,2.95147845867405,3.36941584358698,518.932034176756,1.00482922898653,1.0086930033226,0.0051961581188358,0.113830160331592,0.76090465010993,0.937437153366578,1.0229516966251,1.08165082352784,1.2129127128682,479.89914789012,1.00615942764164,TRUE,"",""
