"","date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
"1",NA,NA,1,0.0195363960078541,0.000735971599439895,0.00179877239377631,0.0156656919269055,0.0184241423042896,0.0196530159536582,0.0210307359746083,0.0223817774979282,5.97351991988885,1.99744069653591,21.348756018818,0.0818002634865761,0.230461701659911,20.9253492781438,21.1890279211926,21.3476282448913,21.4992089290841,21.817175745542,7.93758014521903,1.50822954976914,98421.0933001798,617.049723618956,1544.58583498546,96184.1364051975,97194.4826597065,98221.4262179788,99276.7106945754,101972.771207443,6.26590449645598,2.01718575136573
