"","date_index","time_index","index","K600_daily_sigma_mean","K600_daily_sigma_se_mean","K600_daily_sigma_sd","K600_daily_sigma_2.5pct","K600_daily_sigma_25pct","K600_daily_sigma_50pct","K600_daily_sigma_75pct","K600_daily_sigma_97.5pct","K600_daily_sigma_n_eff","K600_daily_sigma_Rhat"
"1",NA,NA,1,0.0696869784973275,0.00952840257588301,0.045529216803524,0.0163227160439455,0.0334917499273225,0.0566678142988005,0.0940379940305107,0.18286740408948,22.8318006330637,1.13943139371247
