"date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
NA,NA,1,0.0361107089974107,0.000123506596661801,0.00118287160820917,0.0339375476607412,0.0352316535024102,0.0361424651900294,0.0369973846144433,0.0382658416368929,91.7265177648068,1.04582647365531,18.0890552799196,0.0222447872813427,0.258356203393213,17.5904156954613,17.9160181063755,18.083119354005,18.2879576384504,18.5630900579579,134.890471742369,1.03431101256966,90290.2862122167,35.3403889203983,364.309955569043,89642.5771935018,90009.4727216545,90268.2896035165,90560.6705535712,90999.2898581533,106.26724699538,1.04172084715811
