"","date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
"1",NA,NA,1,0.00830200933294534,0.000150197607667459,0.00075917674604354,0.00665782473060454,0.00779104598505617,0.00837289574100132,0.0088599943916913,0.0096274278569892,25.5481679974424,1.16155923980838,15.6354977876284,0.0130411317089384,0.10146188869581,15.4398844645656,15.5661508952044,15.6340398790286,15.7046129194524,15.8338097093845,60.5306479119928,1.06129269277516,153322.331392201,405.173993576823,2034.52787645895,150043.450626001,151834.959232011,153028.606924334,154597.405469617,158058.303281018,25.2141403262155,1.16856145520094
