"","date_index","time_index","index","K600_daily_sigma_mean","K600_daily_sigma_se_mean","K600_daily_sigma_sd","K600_daily_sigma_2.5pct","K600_daily_sigma_25pct","K600_daily_sigma_50pct","K600_daily_sigma_75pct","K600_daily_sigma_97.5pct","K600_daily_sigma_n_eff","K600_daily_sigma_Rhat"
"1",NA,NA,1,0.187699224006234,0.00633901453446608,0.104622811286368,0.0462228376909973,0.102981125807692,0.16948220850116,0.252841595735677,0.429302080567122,272.401362921372,1.02185077621265
