"","date_index","time_index","index","lnK600_lnQ_nodes_mean","lnK600_lnQ_nodes_se_mean","lnK600_lnQ_nodes_sd","lnK600_lnQ_nodes_2.5pct","lnK600_lnQ_nodes_25pct","lnK600_lnQ_nodes_50pct","lnK600_lnQ_nodes_75pct","lnK600_lnQ_nodes_97.5pct","lnK600_lnQ_nodes_n_eff","lnK600_lnQ_nodes_Rhat"
"1",NA,NA,1,0.999953244948773,0.00365296123089768,0.26743632338225,0.472286730186197,0.818061455003998,1.00295163743095,1.17773016743979,1.53293347536608,5359.82561768121,1.00016941357528
"2",NA,NA,2,0.942044151439197,0.0023414403553844,0.102153972207862,0.737281056465355,0.873671082917388,0.943941769155291,1.01125478933043,1.1385369940177,1903.46247146464,1.00105588162383
"3",NA,NA,3,1.34121232567652,0.000898609189956896,0.0392812250674779,1.26257412343931,1.31515012254107,1.34225427852664,1.36864045109538,1.41516471571217,1910.85765253678,1.00126575251813
"4",NA,NA,4,1.93467166717645,0.000923431917029872,0.0511752575820396,1.83249215269374,1.89927165886989,1.93538314257724,1.96989552684536,2.0324185096292,3071.2156500776,1.00095664513054
"5",NA,NA,5,1.89115371109845,0.00159173092729186,0.0560151048768169,1.77663464969316,1.85350935130751,1.8924584419671,1.92905217391883,1.99905879547592,1238.42866996735,1.0016370483966
"6",NA,NA,6,2.24847465200796,0.00330453850466467,0.144645123946851,1.95681393287794,2.15181024574176,2.25248843748659,2.35049444482633,2.51764974933703,1915.95790294262,1.00108534618895
"7",NA,NA,7,2.26085559804956,0.00588179930233049,0.283814238456403,1.70274559825914,2.06772400845702,2.26158251166102,2.45495893769472,2.80153987449307,2328.34834553772,1.00260110842665
