"date","discharge.daily","lnQ.daily","lnQ.bin1","lnQ.bin2","lnQ.bin1.weight","lnQ.bin2.weight"
2023-06-24,NA,NA,NA,NA,NA,NA
2023-06-25,2.30742982787375,0.836134276476884,5,6,0.327731447046232,0.672268552953768
2023-06-26,2.24356099940212,0.808064335456797,5,6,0.383871329086407,0.616128670913593
2023-06-27,2.1706944837786,0.775047154958585,5,6,0.449905690082829,0.550094309917171
2023-06-28,2.09803447245036,0.741000940940337,5,6,0.517998118119327,0.482001881880673
2023-06-29,2.02165738380692,0.703917662030759,5,6,0.592164675938482,0.407835324061518
2023-06-30,1.928632115548,0.656811003215172,5,6,0.686377993569656,0.313622006430344
2023-07-01,1.83381714339658,0.606399665153921,5,6,0.787200669692159,0.212799330307841
2023-07-02,1.72734942886812,0.54658811156895,5,6,0.9068237768621,0.0931762231378999
2023-07-03,1.63370464772334,0.490850225952528,4,5,0.0182995480949441,0.981700451905056
2023-07-04,1.5841436168539,0.460043956487955,4,5,0.0799120870240906,0.920087912975909
2023-07-05,NA,NA,NA,NA,NA,NA
2023-07-07,NA,NA,NA,NA,NA,NA
2023-07-08,1.47622053872054,0.38948513149408,4,5,0.22102973701184,0.77897026298816
2023-07-09,1.47623037225841,0.389491792765117,4,5,0.221016414469766,0.778983585530234
2023-07-10,1.48209116082948,0.393454037012795,4,5,0.21309192597441,0.78690807402559
2023-07-11,1.45659279713018,0.376100007801246,4,5,0.247799984397507,0.752200015602493
2023-07-12,1.40519289467888,0.34017458494847,4,5,0.319650830103059,0.680349169896941
2023-07-13,1.35882776361748,0.306622389548807,4,5,0.386755220902386,0.613244779097614
2023-07-14,NA,NA,NA,NA,NA,NA
2023-07-24,NA,NA,NA,NA,NA,NA
2023-07-25,0.934313933729821,-0.0679427797443726,3,4,0.135885559488745,0.864114440511255
2023-07-26,0.922789027345102,-0.0803546433632214,3,4,0.160709286726443,0.839290713273557
2023-07-27,0.900742235438497,-0.104536149498224,3,4,0.209072298996448,0.790927701003552
2023-07-28,0.882815695899808,-0.124638825079533,3,4,0.249277650159067,0.750722349840933
2023-07-29,0.864495814846282,-0.145608814996847,3,4,0.291217629993693,0.708782370006307
2023-07-30,NA,NA,NA,NA,NA,NA
2023-07-31,0.832428647849209,-0.183407769089942,3,4,0.366815538179885,0.633184461820115
2023-08-01,0.814315271090972,-0.205407677042541,3,4,0.410815354085082,0.589184645914918
2023-08-02,0.792897825608106,-0.232060911035573,3,4,0.464121822071145,0.535878177928855
2023-08-03,0.778295021869788,-0.250649621195816,3,4,0.501299242391632,0.498700757608368
2023-08-04,0.763987224267598,-0.269204212118263,3,4,0.538408424236527,0.461591575763473
2023-08-05,0.743140123981245,-0.296870659877078,3,4,0.593741319754157,0.406258680245843
2023-08-06,0.719687136159099,-0.32893869452127,3,4,0.65787738904254,0.34212261095746
2023-08-07,0.694818118883539,-0.364105167114766,3,4,0.728210334229532,0.271789665770468
2023-08-08,0.677461924541363,-0.389401927746504,3,4,0.778803855493008,0.221196144506992
2023-08-09,0.669241086881273,-0.401610914740928,3,4,0.803221829481856,0.196778170518144
