"site","site_reach","field_date","sample_type","anabaena_and_cylindrospermum","aphanothece","calothrix","chroococcus","e_diatoms","geitlerinema","gloeotrichia","green_algae","homoeothrix","leptolyngbya","lyngbya","microcoleus","nodularia","non_e_diatoms","nostoc","oscillatoria","other_coccoids","phormidium_unknown","rivularia","scytonema","tolypothrix","unknown"
"SFE-M","SFE-M-1S","2023-09-12","TAC",51.9583333333333,0,0,0,3.75,7.08333333333333,0,9.16666666666667,0,0,0.0416666666666667,0.0833333333333333,0,5.41666666666667,0,0,6.25,0,16.25,0,0,0
"SFE-M","SFE-M-1S","2023-09-18","TAC",75.7421875,0,0,0,3.125,8.59375,0,2.734375,0,0,0,0,0,5.078125,0,0.0390625,4.6875,0,0,0,0,0
"SFE-M","SFE-M-1S","2023-09-24","TAC",72.078431372549,0,0,0,4.70588235294118,7.84313725490196,0,3.92156862745098,0,0,0,0.0392156862745098,0,5.49019607843137,0,0.0392156862745098,5.88235294117647,0,0,0,0,0
"SFE-M","SFE-M-2","2023-07-24","TAC",40,0,0,0,13.2,18,0,10.6,0,0,0,0.84,0,8.8,0,0.12,8.4,0.04,0,0,0,0
"SFE-M","SFE-M-2","2023-07-31","TAC",29.2307692307692,0,0,0.807692307692308,12.3076923076923,1.15384615384615,0,19.5769230769231,0,13.4615384615385,0,6.53846153846154,0,10.7692307692308,0,2.30769230769231,3.84615384615385,0,0,0,0,0
"SFE-M","SFE-M-2","2023-08-07","TAC",65.3846153846154,0,0,0,16.6666666666667,0,0,5.98290598290598,0,0,0,2.56410256410256,0,5.12820512820513,0,0,4.27350427350427,0,0,0,0,0
"SFE-M","SFE-M-2","2023-08-14","TAC",32,0,0,1.56862745098039,13.3333333333333,3.92156862745098,0,20.3921568627451,0.0784313725490196,4.31372549019608,0,7.45098039215686,0,13.7254901960784,0,0.0392156862745098,3.13725490196078,0.0392156862745098,0,0,0,0
"SFE-M","SFE-M-2","2023-08-22","TAC",59.4901960784314,0,0,0,8.23529411764706,8.23529411764706,0,3.92156862745098,0,0,0,7.05882352941176,0,7.45098039215686,0,0.0392156862745098,5.49019607843137,0.0784313725490196,0,0,0,0
"SFE-M","SFE-M-2","2023-09-04","TAC",37.5744680851064,0,0,0.468085106382979,7.65957446808511,8.08510638297872,0.0425531914893617,6.80851063829787,0,0,0,0.893617021276596,0,15.3191489361702,0.468085106382979,16.5957446808511,5.95744680851064,0.127659574468085,0,0,0,0
"SFE-M","SFE-M-2","2023-09-18","TAC",35.5212355212355,0,0,1.15830115830116,8.10810810810811,5.40540540540541,0,12.7413127413127,0,0,0,2.7027027027027,0,21.2355212355212,0,9.26640926640927,3.86100386100386,0,0,0,0,0
"SFE-M","SFE-M-2","2023-09-24","TAC",62.7966101694915,0.0423728813559322,0,0.127118644067797,6.35593220338983,5.08474576271186,0,5.50847457627119,0,0,0,0.127118644067797,0,7.6271186440678,0.0423728813559322,8.47457627118644,3.8135593220339,0,0,0,0,0
"SFE-M","SFE-M-3","2022-07-14","TAC",29.4776119402985,0,0,0,13.8059701492537,4.85074626865672,0,27.3880597014925,0,0,0.0746268656716418,0.783582089552239,0.0746268656716418,13.4328358208955,0.373134328358209,0,9.70149253731343,0,0,0,0,0.0373134328358209
"SFE-M","SFE-M-3","2022-07-28","TAC",26.6666666666667,0,0,0,11.4814814814815,4.81481481481481,0,38.4074074074074,0,0,0,2.22222222222222,0,10.3703703703704,0.37037037037037,0.111111111111111,5.55555555555556,0,0,0,0,0
"SFE-M","SFE-M-3","2022-08-10","TAC",51.2359550561798,0,0,0,13.1086142322097,2.62172284644195,0,10.8614232209738,0,0,0,0.449438202247191,0,13.8576779026217,0,0,7.86516853932584,0,0,0,0,0
"SFE-M","SFE-M-3","2022-08-23","TAC",16.4874551971326,0,0,0,9.67741935483871,3.584229390681,0,56.8458781362007,0,0,0,0.10752688172043,0.03584229390681,8.96057347670251,0,0,4.3010752688172,0,0,0,0,0
"SFE-M","SFE-M-3","2023-07-24","TAC",28.6852589641434,0,0,0,17.1314741035857,5.57768924302789,0,22.7091633466135,0,0,0,0,0,9.16334661354582,5.97609561752988,0,8.36653386454183,0,2.39043824701195,0,0,0
"SFE-M","SFE-M-3","2023-07-31","TAC",32.7547169811321,0,0.0377358490566038,2.64150943396226,14.3396226415094,2.26415094339623,0,21.1320754716981,0.377358490566038,3.77358490566038,0,7.54716981132076,0,6.79245283018868,4.90566037735849,0,3.39622641509434,0.0377358490566038,0,0,0,0
"SFE-M","SFE-M-3","2023-08-07","TAC",41.6942148760331,0,0,0,13.2231404958678,0,0,18.595041322314,0,0,0,2.47933884297521,0.0413223140495868,10.7438016528926,7.85123966942149,0,5.37190082644628,0,0,0,0,0
"SFE-M","SFE-M-3","2023-08-14","TAC",26.3671875,0,0.078125,0,16.40625,7.03125,0,16.015625,0,0,0,6.25,0.0390625,10.9375,1.953125,0.078125,14.84375,0,0,0,0,0
"SFE-M","SFE-M-3","2023-08-22","TAC",37.3151750972763,0,0,0,18.2879377431907,7.00389105058366,0,11.6731517509728,0,0,0,10.1167315175097,0.0389105058365759,10.1167315175097,0,0,5.44747081712062,0,0,0,0,0
"SFE-M","SFE-M-3","2023-08-28","TAC",27.7777777777778,0,0,0,17.0940170940171,13.2478632478632,0,14.1025641025641,0,0,0,5.98290598290598,0,11.1111111111111,2.13675213675214,0,8.54700854700855,0,0,0,0,0
"SFE-M","SFE-M-4","2022-07-14","TAC",16.3763066202091,0,0,0,9.05923344947735,2.78745644599303,0,61.2543554006969,0,0,0,0.0348432055749129,0.0348432055749129,8.01393728222996,0,0,2.4390243902439,0,0,0,0,0
"SFE-M","SFE-M-4","2022-07-28","TAC",37.6811594202899,0,0,0,12.3188405797101,4.34782608695652,0,26.7753623188406,0,0,0,1.08695652173913,0,11.231884057971,0,0.036231884057971,6.52173913043478,0,0,0,0,0
"SFE-M","SFE-M-4","2022-08-10","TAC",25.296442687747,0,0,0,11.4624505928854,9.09090909090909,0,28.8537549407115,0,0.395256916996047,0,7.11462450592885,0,10.6719367588933,0,0,7.11462450592885,0,0,0,0,0
"SFE-M","SFE-M-4","2023-07-10","TAC",53.1034482758621,0,0,0,12.3152709359606,4.92610837438424,0,8.86699507389163,0,0,0,0.0985221674876847,0,14.2857142857143,0,0,6.40394088669951,0,0,0,0,0
"SFE-M","SFE-M-4","2023-07-17","TAC",55.0387596899225,0,0,0,15.5038759689922,3.87596899224806,0,6.97674418604651,0,0,0,0,0,11.2403100775194,0,0,7.36434108527132,0,0,0,0,0
"SFE-M","SFE-M-4","2023-07-24","TAC",47.48,0,0.04,0,17.2,8.8,0,11.6,0,0,0.04,0.04,0,8.4,0,0,6.4,0,0,0,0,0
"SFE-M","SFE-M-4","2023-07-31","TAC",35.5681818181818,0,3.82575757575758,0.757575757575757,24.2424242424242,2.65151515151515,0,9.09090909090909,0,2.65151515151515,0,7.1969696969697,0,8.71212121212121,0,0,3.78787878787879,0,1.51515151515151,0,0,0
"SFE-M","SFE-M-4","2023-08-07","TAC",54.4268774703557,0,0,0,10.6719367588933,7.11462450592885,0,7.5098814229249,0,0,0,5.13833992094862,0.0395256916996047,11.0671936758893,0,0.0790513833992095,3.95256916996047,0,0,0,0,0
"SFE-M","SFE-M-4","2023-08-14","TAC",20.7171314741036,0,0,0,17.5298804780877,6.37450199203187,0,25.8565737051793,0,0,0.0398406374501992,8.76494023904383,0,9.56175298804781,0,0.796812749003984,7.17131474103586,3.18725099601594,0,0,0,0
"SFE-M","SFE-M-4","2023-08-22","TAC",49.7785977859779,0,0.03690036900369,0,11.8081180811808,4.0590405904059,0,9.59409594095941,0,0,0,2.5830258302583,0,8.48708487084871,0,1.1070110701107,4.7970479704797,7.74907749077491,0,0,0,0
"SFE-SH","SFE-SH-1S","2023-07-24","TAC",33.4600760456274,0,0,0,12.1673003802281,4.18250950570342,0,29.5437262357414,0,0,0,0.0760456273764259,0,12.9277566539924,0,0.0380228136882129,3.80228136882129,0,3.80228136882129,0,0,0
"SFE-SH","SFE-SH-1S","2023-07-31","TAC",45.3725490196078,0,0.0392156862745098,1.17647058823529,17.2549019607843,4.31372549019608,0,18.0392156862745,0,0.392156862745098,0,0,0.0784313725490196,10.1960784313725,0,0,3.13725490196078,0,0,0,0,0
"SFE-SH","SFE-SH-1S","2023-08-07","TAC",34.3445692883895,0,0,1.87265917602996,22.4719101123595,4.11985018726592,0,21.7228464419476,0,1.12359550561798,0,0.0749063670411985,0.0374531835205993,12.3595505617978,0,0,1.87265917602996,0,0,0,0,0
"SFE-SH","SFE-SH-1S","2023-08-14","TAC",26.2595419847328,0,0,0,20.2290076335878,7.63358778625954,0,7.63358778625954,0,0,0,4.58015267175572,0,11.0687022900763,6.48854961832061,0.0763358778625954,12.5954198473282,0,0,0,3.43511450381679,0
"SFE-SH","SFE-SH-1S","2023-08-22","TAC",16.9675090252708,0,1.80505415162455,1.08303249097473,17.6895306859206,3.6101083032491,0,35.9927797833935,0.036101083032491,0.72202166064982,0,5.05415162454874,0,12.2743682310469,0,0.072202166064982,4.69314079422383,0,0,0,0,0
"SFE-SH","SFE-SH-1S","2023-09-18","TAC",28.8086642599278,0,0,0.036101083032491,7.2202166064982,5.41516245487365,0,42.1660649819495,0,0.36101083032491,0,4.33212996389892,0,6.85920577617329,0,0.036101083032491,4.69314079422383,0,0,0,0.072202166064982,0
"SFE-SH","SFE-SH-1S","2023-09-24","TAC",43.6194029850746,0,0,0,5.97014925373134,8.58208955223881,0,17.910447761194,0,6.34328358208955,0,3.35820895522388,0,7.46268656716418,0,0.0373134328358209,6.71641791044776,0,0,0,0,0
