"site","site_reach","field_date","sample_type","anabaena_and_cylindrospermum","aphanothece","calothrix","chroococcus","e_diatoms","geitlerinema","gloeotrichia","green_algae","homoeothrix","leptolyngbya","lyngbya","microcoleus","nodularia","non_e_diatoms","nostoc","oscillatoria","other_coccoids","phormidium_unknown","rivularia","scytonema","tolypothrix","unknown"
"SFE-M","SFE-M-3","2023-08-22","TM",2.17391304347826,0,0,0,10.8695652173913,1.08695652173913,0,4.34782608695652,0,0,0,65.2173913043478,0,10.8695652173913,0,0,5.43478260869565,0,0,0,0,0
"SFE-M","SFE-M-3","2023-08-28","TM",0,0,0,0,4.34782608695652,0,0,6.52173913043478,0,0,0,84.7826086956522,0,3.26086956521739,0,0,1.08695652173913,0,0,0,0,0
"SFE-M","SFE-M-3","2023-09-04","TM",0.10989010989011,0,0,0,6.59340659340659,0,0,5.49450549450549,0,0,0,81.2087912087912,0,4.3956043956044,0,0,2.1978021978022,0,0,0,0,0
"SFE-M","SFE-M-3","2023-09-12","TM",0,0,0,0,0.106382978723404,0,0,10.6382978723404,0,0,0,81.8085106382979,0,2.12765957446809,0,0,5.31914893617021,0,0,0,0,0
"SFE-M","SFE-M-3","2023-09-18","TM",0,0,0,0,0.111111111111111,0,0,8.88888888888889,0,0,0,83.1111111111111,0,2.22222222222222,0,0,5.55555555555556,0,0,0,0,0.111111111111111
"SFE-M","SFE-M-3","2023-09-24","TM",0.111111111111111,0,0,0,2.22222222222222,0,0,8.88888888888889,0,0,0,77.3333333333333,0,6.66666666666667,0,0,4.44444444444444,0,0.111111111111111,0.111111111111111,0,0.111111111111111
"SFE-M","SFE-M-4","2023-08-22","TM",3.33333333333333,0,0,0,8.88888888888889,2.22222222222222,0,13.3333333333333,0,0,0,57.7777777777778,0,5.55555555555556,0,5.55555555555556,3.33333333333333,0,0,0,0,0
"SFE-M","SFE-M-4","2023-09-04","TM",0,0,0,0,0.111111111111111,0,0,5.55555555555556,0,0,0,88.7777777777778,0,2.22222222222222,0,0,3.33333333333333,0,0,0,0,0
"SFE-M","SFE-M-4","2023-09-18","TM",0,0,0,0,0,0,0,3.40909090909091,0,0,0,78.4090909090909,0,17.0454545454545,0,0,1.13636363636364,0,0,0,0,0
"SFE-M","SFE-M-4","2023-09-24","TM",0.113636363636364,0,0,0,0.113636363636364,0,0,5.68181818181818,0,0,0,75.9090909090909,0,17.0454545454545,0,0,1.13636363636364,0,0,0,0,0
"SFE-SH","SFE-SH-1S","2023-08-14","TM",1.05263157894737,0,0,0,10.5263157894737,0,0,21.0526315789474,0,0,0,54.7368421052632,0,10.5263157894737,0,0,2.10526315789474,0,0,0,0,0
"SFE-SH","SFE-SH-1S","2023-08-22","TM",0.105263157894737,0,0,0,1.05263157894737,0,0,2.10526315789474,0,0,0,86.2105263157895,0,2.10526315789474,0,0,8.42105263157895,0,0,0,0,0
"SFE-SH","SFE-SH-1S","2023-08-28","TM",0,0,0,0,6.25,0,0,8.33333333333333,0,0,0,76.0416666666667,0,4.16666666666667,0,0,5.20833333333333,0,0,0,0,0
"SFE-SH","SFE-SH-1S","2023-09-04","TM",0,0,0,0,2.22222222222222,0,0,8.88888888888889,0,0,0,78.8888888888889,0,5.55555555555556,0,0,4.44444444444444,0,0,0,0,0
"SFE-SH","SFE-SH-1S","2023-09-12","TM",0,0,0,0,4.21052631578947,0,0,6.31578947368421,0,0,0,83.1578947368421,0,3.15789473684211,0,0,3.15789473684211,0,0,0,0,0
"SFE-SH","SFE-SH-1S","2023-09-18","TM",0,0,0,0,2.22222222222222,0,0,22.2222222222222,0,0,0,64.4444444444444,0,3.33333333333333,0,0,6.66666666666667,0,0,1.11111111111111,0,0
"SFE-SH","SFE-SH-1S","2023-09-24","TM",0,0,0,0,2.08333333333333,0,0,12.5,0,0,0,73.8541666666667,0,8.33333333333333,0,0.104166666666667,3.125,0,0,0,0,0
"SAL","SAL-1S","2023-07-13","TM",0,0,0,0,0,1.35287485907554,0,2.36753100338219,0,0.112739571589628,0,73.2807215332582,0,22.5479143179256,0,0,0.338218714768884,0,0,0,0,0
"SAL","SAL-1S","2023-07-27","TM",0,0,0,0,0,2.69723533378287,0,2.69723533378287,0,0,0,80.2427511800405,0,14.1604855023601,0,0,0.202292650033715,0,0,0,0,0
"SAL","SAL-2","2023-07-13","TM",0,0,0,0,0,1.96998123827392,0,1.12570356472796,0,0.938086303939962,0,70.3564727954972,0,25.328330206379,0,0,0.281425891181989,0,0,0,0,0
"SAL","SAL-2","2023-07-27","TM",0.0591715976331361,0,0,0,0,3.55029585798817,0,0.710059171597633,0,1.77514792899408,0,78.9349112426035,0,14.792899408284,0,0,0.177514792899408,0,0,0,0,0
"SAL","SAL-3","2022-07-12","TM",0,0,0,0,0.0578034682080925,2.3121387283237,0,2.3121387283237,0,0,0.0578034682080925,83.6416184971098,0,9.82658959537572,0,0,1.73410404624277,0.0578034682080925,0,0,0,0
"SAL","SAL-3","2023-06-28","TM",0,0,0,0,0,0,0,0.0916590284142988,0,0,0,87.0760769935839,0,12.8322639780018,0,0,0,0,0,0,0,0
"SAL","SAL-3","2023-07-13","TM",0,0,0,0,0,1.38568129330254,0,2.42494226327945,0,0.346420323325635,0,48.4988452655889,0,47.3441108545035,0,0,0,0,0,0,0,0
"SAL","SAL-3","2023-07-27","TM",0,0,0,0,0,0.689655172413793,0,0.0574712643678161,0,0.689655172413793,0,87.6436781609195,0,10.9195402298851,0,0,0,0,0,0,0,0
"SFE-M","SFE-M-1S","2023-07-10","TM",0,0,0.036231884057971,0,2.53623188405797,1.44927536231884,0,2.17391304347826,0,0,0,78.5869565217391,0,13.0434782608696,0,0,2.17391304347826,0,0,0,0,0
"SFE-M","SFE-M-1S","2023-07-17","TM",0.0398406374501992,0,0.796812749003984,0,3.98406374501992,1.19521912350598,0,9.16334661354582,0,0,0,72.4701195219124,0,9.56175298804781,0,0,2.78884462151394,0,0,0,0,0
"SFE-M","SFE-M-1S","2023-07-24","TM",0,0,0.0740740740740741,0,1.11111111111111,2.22222222222222,0,6.66666666666667,0,0,0,83.9259259259259,0.037037037037037,4.07407407407407,0.777777777777778,0,1.11111111111111,0,0,0,0,0
"SFE-M","SFE-M-1S","2023-07-31","TM",5.97609561752988,0,3.98406374501992,1.99203187250996,7.96812749003984,3.18725099601594,0,11.9521912350598,0,1.59362549800797,0,53.7848605577689,0,6.37450199203187,0,0,3.18725099601594,0,0,0,0,0
"SFE-M","SFE-M-1S","2023-08-07","TM",0.749063670411985,0,0.0749063670411985,0.749063670411985,2.62172284644195,1.49812734082397,0,4.8689138576779,0,0.749063670411985,0,78.9513108614232,0,3.74531835205993,0,0,2.24719101123596,0,3.74531835205993,0,0,0
"SFE-M","SFE-M-2","2023-07-10","TM",0,0,0,0,1.58102766798419,1.18577075098814,0,7.5098814229249,0,0,0,79.0118577075099,0,9.48616600790514,0,0,1.18577075098814,0,0,0,0,0.0395256916996047
"SFE-M","SFE-M-2","2023-07-24","TM",0.108108108108108,0,0,0,5.40540540540541,2.16216216216216,0,3.24324324324324,0,0,0,79.8918918918919,0,7.02702702702703,0,0,2.16216216216216,0,0,0,0,0
"SFE-M","SFE-M-2","2023-07-31","TM",6.56370656370656,0,0,0,8.49420849420849,3.08880308880309,0,5.01930501930502,0,0,0,66.7953667953668,0,7.72200772200772,0,0,2.31660231660232,0,0,0,0,0
"SFE-M","SFE-M-2","2023-08-07","TM",8.05084745762712,0,0.466101694915254,0.0423728813559322,19.4915254237288,7.20338983050847,0,6.77966101694915,0,0,0,41.864406779661,0,11.864406779661,0,0,4.23728813559322,0,0,0,0,0
"SFE-M","SFE-M-3","2023-07-03","TM",0,0,0,0,1.1070110701107,0.11070110701107,0,5.16605166051661,0,0.03690036900369,0,88.4132841328413,0,3.3210332103321,0,0,1.8450184501845,0,0,0,0,0
"SFE-M","SFE-M-3","2023-07-10","TM",0,0,0,0,0,0,0,3.55731225296443,0,0,0,84.901185770751,0,8.69565217391304,0.0790513833992095,0,2.76679841897233,0,0,0,0,0
"SFE-M","SFE-M-3","2023-07-17","TM",0,0,1.61290322580645,0,4.03225806451613,2.82258064516129,0,3.2258064516129,0,0,0,81.0483870967742,0,5.24193548387097,0,0,2.01612903225806,0,0,0,0,0
"SFE-M","SFE-M-3","2023-07-24","TM",0,0,0,0,6.53061224489796,2.85714285714286,0,16.734693877551,0,0,0,61.6326530612245,0,5.30612244897959,0,0,4.08163265306122,0,0,0,0,2.85714285714286
"SFE-M","SFE-M-3","2023-07-31","TM",5.09090909090909,0,0,0.109090909090909,9.45454545454545,1.45454545454545,0,6.54545454545454,0,0.363636363636364,0,67.8909090909091,0,6.18181818181818,0,0,2.90909090909091,0,0,0,0,0
"SFE-M","SFE-M-3","2023-08-07","TM",1.14942528735632,0,1.18773946360153,0.114942528735632,11.8773946360153,4.21455938697318,0,5.74712643678161,0.0383141762452107,0,0,62.2605363984674,0,10.3448275862069,0,0,3.06513409961686,0,0,0,0,0
"SFE-M","SFE-M-4","2023-08-07","TM",5.75916230366492,0,0,0.0523560209424084,7.32984293193717,3.1413612565445,0,4.18848167539267,0,0,0,70.1047120418848,0,6.80628272251309,0,0,2.61780104712042,0,0,0,0,0
"SFE-M","SFE-M-4","2023-09-12","TM",0,0,0,0,3.80228136882129,2.66159695817491,0,8.36501901140685,0,0,0,79.0874524714829,0,4.56273764258555,0,0,1.52091254752852,0,0,0,0,0
"SFE-SH","SFE-SH-1S","2023-07-11","TM",0,0,0,0,3.6101083032491,1.08303249097473,0,4.69314079422383,0,0.036101083032491,0,78.9891696750903,0,7.94223826714801,0.036101083032491,0,1.80505415162455,0,0,0,1.80505415162455,0
"SFE-SH","SFE-SH-1S","2023-07-17","TM",0,0,1.21212121212121,0,3.78787878787879,2.27272727272727,0,7.57575757575758,0,0,0,70.6439393939394,0,12.5,0.0757575757575758,0,1.89393939393939,0,0,0,0.0378787878787879,0
"SFE-SH","SFE-SH-1S","2023-07-24","TM",4,0,0.8,0,7.2,1.2,0,11.2,0,0,0,62,0,8.8,0,0,4.8,0,0,0,0,0
"SFE-SH","SFE-SH-1S","2023-07-31","TM",8.07692307692308,0,4.61538461538462,1.15384615384615,11.1538461538462,3.07692307692308,0,16.1538461538462,0,1.15384615384615,3.84615384615385,30.3846153846154,0,13.4615384615385,3.07692307692308,0,3.84615384615385,0,0,0,0,0
